"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
0.000000000E0,5.688171387E-3,-1.763333130E-1,9.809700623E0
1.004740000E-1,1.347198486E-2,-1.835183716E-1,9.803114319E0
2.009470000E-1,6.885681152E-3,-1.784289551E-1,9.813442841E0
3.014238334E-1,2.694396973E-3,-1.850152588E-1,9.804461517E0
4.018968334E-1,1.242416382E-2,-1.929487610E-1,9.794731750E0
5.023708334E-1,2.395019531E-3,-1.966909790E-1,9.803713074E0
6.028438334E-1,1.242416382E-2,-1.922003174E-1,9.806706848E0
7.033168334E-1,1.586700439E-2,-1.880090332E-1,9.805958405E0
8.037898334E-1,3.592529297E-3,-1.898052979E-1,9.796078949E0
9.042638333E-1,5.538482666E-3,-1.905537415E-1,9.798923035E0
1.004736833E0,4.340972900E-3,-1.875599670E-1,9.787995758E0
1.105209833E0,1.032852173E-2,-1.866618347E-1,9.792785797E0
1.205682833E0,1.496887207E-3,-1.854643250E-1,9.804162140E0
1.306154083E0,1.796264648E-3,-1.908531189E-1,9.814041595E0
1.406627083E0,8.382568359E-3,-1.832189941E-1,9.803114319E0
1.507100083E0,4.939727783E-3,-1.899549866E-1,9.792187042E0
1.607573083E0,3.442840576E-3,-1.929487610E-1,9.788145447E0
1.708047083E0,1.526824951E-2,-1.838177490E-1,9.814340973E0
1.808520083E0,-2.095642090E-3,-1.881587219E-1,9.805359650E0
1.908993083E0,5.837860107E-3,-1.862127686E-1,9.807904358E0
2.009466083E0,9.580078125E-3,-1.913021851E-1,9.798923035E0
2.109940083E0,4.640350342E-3,-1.856140137E-1,9.796677704E0
2.210413083E0,6.735992432E-3,-1.871109009E-1,9.793983307E0
2.310885708E0,9.430389404E-3,-1.863624573E-1,9.808652802E0
2.411358708E0,5.239105225E-3,-1.875599670E-1,9.801916809E0
2.511832708E0,5.987548828E-3,-1.899549866E-1,9.801318054E0
2.612305708E0,2.993774414E-4,-1.847158813E-1,9.799222412E0
2.712778708E0,4.340972900E-3,-1.821711731E-1,9.811646576E0
2.813251708E0,1.407073975E-2,-1.787283325E-1,9.797725525E0
2.913724708E0,1.122665405E-2,-1.869612122E-1,9.799222412E0
3.014198708E0,4.041595459E-3,-1.832189941E-1,9.806706848E0
3.114671708E0,8.083190918E-3,-1.942959595E-1,9.808353424E0
3.215144708E0,2.095642090E-3,-1.857637024E-1,9.790241089E0
3.315617083E0,1.541793823E-2,-1.953437805E-1,9.795929260E0
3.416091083E0,1.167572021E-2,-1.794767761E-1,9.789043579E0
3.516564083E0,6.436614990E-3,-1.878593445E-1,9.789342957E0
3.617037083E0,1.601669312E-2,-1.880090332E-1,9.798324280E0
3.717510083E0,2.844085693E-3,-1.826202393E-1,9.799821167E0
3.817984083E0,7.334747314E-3,-1.812730408E-1,9.800270233E0
3.918457083E0,1.212478638E-2,-1.818717957E-1,9.800419922E0
4.018930083E0,6.735992432E-3,-1.842668152E-1,9.811347198E0
4.119403083E0,7.484436035E-4,-1.859133911E-1,9.811047821E0
4.219877083E0,2.694396973E-3,-2.001338196E-1,9.806257782E0
4.320349833E0,6.137237549E-3,-1.811233521E-1,9.795929260E0
