"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
0.000000000E0,1.134640503E-1,9.801767120E0,-1.749861145E-1
1.004780000E-1,1.076261902E-1,9.817185059E0,-1.802252197E-1
2.009549167E-1,8.352630615E-2,9.822274475E0,-2.067201233E-1
3.014329167E-1,1.017883301E-1,9.820927277E0,-1.842668152E-1
4.019109167E-1,1.089733887E-1,9.812694397E0,-1.643582153E-1
5.023889167E-1,9.145980835E-2,9.817933502E0,-1.907034302E-1
6.028669167E-1,9.669891357E-2,9.812395020E0,-1.820214844E-1
7.033449167E-1,1.011895752E-1,9.804311829E0,-1.748364258E-1
8.038229167E-1,8.681945801E-2,9.816137238E0,-1.853146362E-1
9.043019167E-1,9.624984741E-2,9.821226654E0,-1.854643250E-1
1.004779917E0,9.969268799E-2,9.823172607E0,-1.782792664E-1
1.105257917E0,9.610015869E-2,9.817933502E0,-1.914518738E-1
1.205732792E0,1.005908203E-1,9.826465759E0,-1.917512512E-1
1.306210792E0,9.984237671E-2,9.823022919E0,-1.627116394E-1
1.406689792E0,1.023870850E-1,9.823621674E0,-1.930984497E-1
1.507167792E0,9.265731812E-2,9.811197510E0,-1.866618347E-1
1.607645792E0,9.385482788E-2,9.808802490E0,-1.685494995E-1
1.708123792E0,9.744735718E-2,9.812694397E0,-1.948947144E-1
1.808602792E0,9.460327148E-2,9.818831635E0,-1.974394226E-1
1.909080792E0,1.044827271E-1,9.810299377E0,-1.878593445E-1
2.009558792E0,9.520202637E-2,9.829908600E0,-1.874102783E-1
2.110037792E0,1.011895752E-1,9.816137238E0,-1.895059204E-1
2.210516167E0,9.969268799E-2,9.805509338E0,-1.968406677E-1
2.310994167E0,9.445358276E-2,9.814640350E0,-1.751358032E-1
2.411473167E0,9.984237671E-2,9.821526031E0,-1.919009399E-1
2.511951167E0,9.879455566E-2,9.807904358E0,-1.784289551E-1
2.612429167E0,9.026229858E-2,9.808802490E0,-1.715432739E-1
2.712908167E0,9.475296021E-2,9.809101868E0,-1.833686829E-1
2.813386167E0,1.038839722E-1,9.808203735E0,-1.968406677E-1
2.913865167E0,9.849517822E-2,9.830956421E0,-1.850152588E-1
3.014343167E0,9.520202637E-2,9.832752686E0,-1.877096558E-1
3.114822167E0,9.999206543E-2,9.825867004E0,-1.829196167E-1
3.215299375E0,9.639953613E-2,9.813442841E0,-1.805245972E-1
3.315778375E0,7.933502197E-2,9.806108093E0,-1.570234680E-1
3.416256375E0,9.505233765E-2,9.801617432E0,-1.874102783E-1
3.516735375E0,9.086105347E-2,9.807754669E0,-1.655557251E-1
3.617214375E0,9.190887451E-2,9.810000000E0,-1.657054138E-1
3.717692375E0,9.759704590E-2,9.810748444E0,-1.796264648E-1
3.818171375E0,1.026864624E-1,9.837393036E0,-1.916015625E-1
3.918649375E0,9.430389404E-2,9.813742218E0,-1.803749084E-1
4.019128375E0,9.116043091E-2,9.808802490E0,-1.802252197E-1
4.119607375E0,1.143621826E-1,9.819879456E0,-1.857637024E-1
4.220085500E0,9.445358276E-2,9.821675720E0,-1.731898499E-1
4.320564500E0,9.744735718E-2,9.808952179E0,-1.728904724E-1
4.421043500E0,9.610015869E-2,9.819131012E0,-1.856140137E-1
4.521522500E0,1.037342834E-1,9.812395020E0,-1.775308228E-1
4.622000500E0,1.010398865E-1,9.817933502E0,-1.806742859E-1
4.722479500E0,9.475296021E-2,9.802665253E0,-1.841171265E-1
4.822958500E0,1.038839722E-1,9.810149689E0,-1.776805115E-1
4.923437500E0,9.400451660E-2,9.823921051E0,-1.734892273E-1
5.023915500E0,9.355545044E-2,9.810449066E0,-1.923500061E-1
5.124394500E0,1.026864624E-1,9.813742218E0,-1.826202393E-1
5.224877292E0,9.624984741E-2,9.814490662E0,-1.709445190E-1
5.325356292E0,1.035845947E-1,9.831255798E0,-1.764830017E-1
5.425835292E0,9.250762939E-2,9.821076965E0,-1.836680603E-1
5.526314292E0,8.801696777E-2,9.824819183E0,-1.742376709E-1
5.626792292E0,9.774673462E-2,9.811796265E0,-1.893562317E-1
5.727271292E0,1.032852173E-1,9.821226654E0,-1.841171265E-1
5.827750292E0,9.999206543E-2,9.818382568E0,-1.773811340E-1
5.928229292E0,9.939331055E-2,9.823621674E0,-1.860630798E-1
6.028708292E0,9.400451660E-2,9.828561401E0,-1.796264648E-1
6.129187292E0,1.061293030E-1,9.837692413E0,-1.899549866E-1
6.229663042E0,9.400451660E-2,9.827962646E0,-1.785786438E-1
6.330142042E0,9.819580078E-2,9.819580078E0,-1.737886047E-1
6.430621042E0,1.002914429E-1,9.832004242E0,-1.865121460E-1
6.531100042E0,9.864486694E-2,9.818532257E0,-1.686991882E-1
6.631579042E0,9.220825195E-2,9.814041595E0,-1.848655701E-1
6.732058042E0,9.699829102E-2,9.815837860E0,-1.877096558E-1
6.832537042E0,8.906478882E-2,9.802515564E0,-1.748364258E-1
6.933016042E0,9.595046997E-2,9.809700623E0,-1.782792664E-1
7.033495042E0,9.205856323E-2,9.814340973E0,-2.010319519E-1
7.133974042E0,9.580078125E-2,9.810898132E0,-1.712438965E-1
7.234452500E0,9.355545044E-2,9.807305603E0,-1.604663086E-1
7.334931500E0,1.004411316E-1,9.822274475E0,-1.948947144E-1
7.435410500E0,1.013392639E-1,9.819729767E0,-1.788780212E-1
7.535889500E0,9.849517822E-2,9.830207977E0,-1.710942078E-1
7.636369500E0,9.864486694E-2,9.823621674E0,-1.854643250E-1
7.736848500E0,8.053253174E-2,9.813143463E0,-1.814227295E-1
7.837327500E0,9.954299927E-2,9.816286926E0,-1.745370483E-1
7.937806500E0,9.160949707E-2,9.824669495E0,-1.844165039E-1
8.038285500E0,9.535171509E-2,9.824070740E0,-1.839674377E-1
8.138764500E0,8.741821289E-2,9.809251556E0,-1.721420288E-1
8.239244500E0,1.001417542E-1,9.821076965E0,-1.784289551E-1
8.339727750E0,8.786727905E-2,9.813742218E0,-1.883084106E-1
8.440206750E0,9.086105347E-2,9.826465759E0,-1.649569702E-1
8.540685750E0,9.894424438E-2,9.785001984E0,-1.678010559E-1
8.641164750E0,1.059796143E-1,9.809401245E0,-1.854643250E-1
8.741644750E0,8.771759033E-2,9.806557159E0,-1.757345581E-1
8.842123750E0,1.041833496E-1,9.815837860E0,-1.824705505E-1
8.942602750E0,9.026229858E-2,9.826316071E0,-1.815724182E-1
9.043081750E0,8.412506104E-2,9.827214203E0,-1.471440125E-1
9.143561750E0,9.310638428E-2,9.805359650E0,-1.727407837E-1
9.244040750E0,8.741821289E-2,9.829908600E0,-1.910028076E-1
9.344516000E0,9.610015869E-2,9.833351440E0,-1.745370483E-1
9.444995000E0,1.017883301E-1,9.825867004E0,-1.791773987E-1
9.545475000E0,1.044827271E-1,9.809101868E0,-1.829196167E-1
9.645954000E0,9.969268799E-2,9.806257782E0,-1.713935852E-1
9.746433000E0,9.834548950E-2,9.807006226E0,-1.871109009E-1
9.846913000E0,8.472381592E-2,9.813143463E0,-1.764830017E-1
9.947392000E0,1.044827271E-1,9.815089417E0,-1.877096558E-1
1.004787100E1,9.280700684E-2,9.816586304E0,-1.791773987E-1
1.014835100E1,9.041198730E-2,9.823921051E0,-1.728904724E-1
1.024883000E1,8.936416626E-2,9.809550934E0,-1.823208618E-1
1.034930788E1,1.017883301E-1,9.807904358E0,-1.722917175E-1
1.044978787E1,8.996292114E-2,9.810598755E0,-1.676513672E-1
1.055026688E1,9.235794067E-2,9.828411713E0,-1.884580994E-1
1.065074587E1,9.190887451E-2,9.824819183E0,-1.701960754E-1
1.075122587E1,9.160949707E-2,9.807754669E0,-1.778302002E-1
1.085170488E1,9.744735718E-2,9.813143463E0,-1.935475159E-1
1.095218387E1,9.355545044E-2,9.817484436E0,-1.808239746E-1
1.105266388E1,8.876541138E-2,9.821076965E0,-1.787283325E-1
1.115314288E1,8.951385498E-2,9.817634125E0,-1.953437805E-1
1.125362287E1,9.190887451E-2,9.813742218E0,-1.775308228E-1
1.135410188E1,1.052311707E-1,9.816586304E0,-1.908531189E-1
1.145458188E1,1.020877075E-1,9.814790039E0,-1.923500061E-1
1.155506487E1,9.684860229E-2,9.822723541E0,-1.939965820E-1
1.165554488E1,9.550140381E-2,9.809251556E0,-1.887574768E-1
1.175602388E1,9.265731812E-2,9.819131012E0,-1.800755310E-1
1.185650387E1,9.654922485E-2,9.826914825E0,-1.904040527E-1
1.195698288E1,9.220825195E-2,9.816885681E0,-1.737886047E-1
1.205746288E1,9.026229858E-2,9.834249573E0,-1.757345581E-1
1.215794187E1,9.385482788E-2,9.814041595E0,-1.742376709E-1
1.225842188E1,9.535171509E-2,9.808503113E0,-1.648072815E-1
1.235890087E1,9.280700684E-2,9.821526031E0,-1.710942078E-1
1.245938087E1,9.789642334E-2,9.821975098E0,-1.966909790E-1
1.255985663E1,9.759704590E-2,9.819580078E0,-1.679507446E-1
1.266033663E1,8.607101440E-2,9.821526031E0,-1.673519897E-1
1.276081562E1,1.049317932E-1,9.819131012E0,-1.794767761E-1
1.286129563E1,1.016386414E-1,9.804162140E0,-1.639091492E-1
1.296177563E1,1.013392639E-1,9.828711090E0,-1.827699280E-1
1.306225462E1,9.385482788E-2,9.815688171E0,-1.865121460E-1
1.316273462E1,9.490264893E-2,9.814340973E0,-1.815724182E-1
1.326321363E1,9.535171509E-2,9.801018677E0,-1.728904724E-1
1.336369362E1,9.505233765E-2,9.810000000E0,-1.862127686E-1
1.346417263E1,8.502319336E-2,9.806257782E0,-1.760339355E-1
1.356465300E1,9.624984741E-2,9.801767120E0,-1.681004333E-1
1.366513300E1,9.639953613E-2,9.818382568E0,-1.704954529E-1
1.376561200E1,9.969268799E-2,9.827962646E0,-1.685494995E-1
1.386609200E1,9.550140381E-2,9.810598755E0,-1.603166199E-1
1.396657100E1,9.714797974E-2,9.826615448E0,-1.814227295E-1
1.406705100E1,8.831634521E-2,9.813442841E0,-1.733395386E-1
1.416753000E1,9.834548950E-2,9.818083191E0,-1.713935852E-1
1.426801000E1,8.696914673E-2,9.817185059E0,-1.824705505E-1
1.436849000E1,9.714797974E-2,9.809850311E0,-1.763333130E-1
1.446896900E1,9.595046997E-2,9.804012451E0,-1.664538574E-1
1.456944862E1,1.011895752E-1,9.809251556E0,-1.704954529E-1
1.466992763E1,9.984237671E-2,9.808503113E0,-1.820214844E-1
1.477040763E1,1.001417542E-1,9.807155914E0,-1.878593445E-1
1.487088662E1,8.861572266E-2,9.833201752E0,-1.802252197E-1
1.497136662E1,1.073268127E-1,9.818831635E0,-1.930984497E-1
1.507184563E1,9.849517822E-2,9.825567627E0,-1.739382935E-1
1.517232562E1,9.265731812E-2,9.813891907E0,-1.706451416E-1
1.527280562E1,8.472381592E-2,9.820777588E0,-1.871109009E-1
1.537328463E1,9.864486694E-2,9.815239105E0,-1.776805115E-1
1.547376462E1,1.025367737E-1,9.811496887E0,-1.688488770E-1
1.557424717E1,9.924362183E-2,9.815987549E0,-1.790277100E-1
1.567472717E1,1.125659180E-1,9.811047821E0,-1.767823792E-1
1.577520617E1,9.041198730E-2,9.811496887E0,-1.793270874E-1
1.587568617E1,1.070274353E-1,9.807305603E0,-1.766326904E-1
1.597616517E1,8.696914673E-2,9.814640350E0,-1.803749084E-1
1.607664517E1,9.325607300E-2,9.816885681E0,-1.663041687E-1
1.617712417E1,8.936416626E-2,9.808054047E0,-1.799258423E-1
1.627760417E1,9.535171509E-2,9.815388794E0,-1.728904724E-1
1.637808317E1,8.846603394E-2,9.807455292E0,-1.658551025E-1
1.647856317E1,9.131011963E-2,9.798923035E0,-1.796264648E-1
1.657903863E1,1.052311707E-1,9.824519806E0,-1.727407837E-1
1.667951862E1,1.029858398E-1,9.830657043E0,-1.643582153E-1
1.677999763E1,9.280700684E-2,9.831704865E0,-1.862127686E-1
1.688047763E1,9.505233765E-2,9.825268250E0,-1.886077881E-1
1.698095662E1,9.969268799E-2,9.848170624E0,-1.853146362E-1
1.708143663E1,9.639953613E-2,9.819131012E0,-1.752854919E-1
1.718191562E1,8.128097534E-2,9.813143463E0,-1.707948303E-1
1.728239562E1,8.562194824E-2,9.806407471E0,-1.630110168E-1
1.738287463E1,9.400451660E-2,9.797276459E0,-1.760339355E-1
1.748335463E1,9.415420532E-2,9.811197510E0,-1.737886047E-1
1.758383450E1,8.951385498E-2,9.806557159E0,-1.703457642E-1
1.768431350E1,1.011895752E-1,9.820777588E0,-1.796264648E-1
1.778479350E1,9.011260986E-2,9.814041595E0,-1.984872437E-1
1.788527250E1,1.022373962E-1,9.820478210E0,-1.718426514E-1
1.798575250E1,9.610015869E-2,9.818382568E0,-1.752854919E-1
1.808623150E1,1.010398865E-1,9.824519806E0,-1.827699280E-1
1.818671150E1,9.864486694E-2,9.819280701E0,-1.683998108E-1
1.828719050E1,9.789642334E-2,9.804760895E0,-1.847158813E-1
1.838767050E1,9.744735718E-2,9.792187042E0,-1.857637024E-1
1.848814987E1,9.894424438E-2,9.807006226E0,-1.742376709E-1
1.858862988E1,9.864486694E-2,9.807155914E0,-1.676513672E-1
1.868910887E1,9.879455566E-2,9.811646576E0,-1.922003174E-1
1.878958887E1,9.355545044E-2,9.812694397E0,-1.797761536E-1
1.889006888E1,9.610015869E-2,9.818532257E0,-1.719923401E-1
1.899054788E1,9.834548950E-2,9.814191284E0,-1.808239746E-1
1.909102787E1,1.025367737E-1,9.817334747E0,-1.601669312E-1
1.919150688E1,9.984237671E-2,9.809101868E0,-1.698966980E-1
1.929198688E1,1.112187195E-1,9.798024902E0,-1.784289551E-1
1.939246687E1,1.044827271E-1,9.807604980E0,-1.701960754E-1
1.949294588E1,1.043330383E-1,9.814939728E0,-1.701960754E-1
1.959342575E1,9.580078125E-2,9.815089417E0,-1.917512512E-1
1.969390475E1,9.849517822E-2,9.815837860E0,-1.724414062E-1
1.979438475E1,1.116677856E-1,9.815239105E0,-1.755848694E-1
1.989486375E1,9.580078125E-2,9.817933502E0,-1.731898499E-1
1.999534375E1,9.056167603E-2,9.804760895E0,-1.869612122E-1
2.009582375E1,9.699829102E-2,9.809251556E0,-1.607656860E-1
2.019630275E1,9.909393311E-2,9.810898132E0,-1.892065430E-1
2.029678275E1,1.064286804E-1,9.814790039E0,-1.757345581E-1
2.039726175E1,9.131011963E-2,9.814041595E0,-1.552272034E-1
2.049774175E1,9.684860229E-2,9.820478210E0,-1.904040527E-1
2.059822162E1,1.023870850E-1,9.808054047E0,-1.856140137E-1
2.069870063E1,9.624984741E-2,9.826465759E0,-1.616638184E-1
2.079918063E1,9.026229858E-2,9.821076965E0,-1.769320679E-1
2.089965962E1,9.789642334E-2,9.809251556E0,-1.734892273E-1
2.100013963E1,9.550140381E-2,9.803264008E0,-1.686991882E-1
2.110061963E1,8.966354370E-2,9.808203735E0,-1.627116394E-1
2.120109862E1,9.565109253E-2,9.804611206E0,-1.923500061E-1
2.130157862E1,9.729766846E-2,9.815688171E0,-1.574725342E-1
2.140205763E1,9.460327148E-2,9.820328522E0,-1.797761536E-1
2.150253762E1,9.595046997E-2,9.821975098E0,-1.815724182E-1
2.160301812E1,9.894424438E-2,9.823022919E0,-1.673519897E-1
2.170349713E1,8.996292114E-2,9.814340973E0,-1.646575928E-1
2.180397713E1,9.175918579E-2,9.807754669E0,-1.781295776E-1
2.190445612E1,9.624984741E-2,9.810748444E0,-1.719923401E-1
2.200493613E1,9.460327148E-2,9.814340973E0,-1.733395386E-1
2.210541512E1,9.160949707E-2,9.804611206E0,-1.799258423E-1
2.220589512E1,1.065783691E-1,9.803413696E0,-1.838177490E-1
2.230637513E1,9.460327148E-2,9.811796265E0,-1.773811340E-1
2.240685413E1,9.744735718E-2,9.810598755E0,-2.004331970E-1
2.250733412E1,9.729766846E-2,9.807604980E0,-1.833686829E-1
2.260781313E1,9.235794067E-2,9.820777588E0,-1.676513672E-1
2.270829313E1,9.684860229E-2,9.817035370E0,-1.875599670E-1
2.280877312E1,1.008901978E-1,9.820029144E0,-1.818717957E-1
2.290925213E1,9.355545044E-2,9.825118561E0,-1.607656860E-1
2.300973213E1,9.505233765E-2,9.833052063E0,-1.811233521E-1
2.311021112E1,9.325607300E-2,9.822274475E0,-1.686991882E-1
2.321069113E1,1.044827271E-1,9.817484436E0,-1.604663086E-1
2.331117013E1,8.247848511E-2,9.800120544E0,-1.796264648E-1
2.341165012E1,8.382568359E-2,9.811945953E0,-1.901046753E-1
2.351213012E1,8.517288208E-2,9.817634125E0,-1.695973206E-1
2.361261217E1,1.131646729E-1,9.785301361E0,-1.890568542E-1
2.371309217E1,9.894424438E-2,9.800120544E0,-1.577719116E-1
2.381357117E1,8.936416626E-2,9.799821167E0,-1.568737793E-1
2.391405117E1,8.187973022E-2,9.815688171E0,-1.785786438E-1
2.401453017E1,8.532257080E-2,9.815388794E0,-1.817221069E-1
2.411501017E1,8.607101440E-2,9.834099884E0,-1.818717957E-1
2.421549017E1,1.001417542E-1,9.832453308E0,-1.895059204E-1
2.431596917E1,8.996292114E-2,9.822723541E0,-1.913021851E-1
2.441644917E1,1.043330383E-1,9.826615448E0,-1.788780212E-1
2.451692817E1,9.385482788E-2,9.815388794E0,-1.760339355E-1
2.461740792E1,9.729766846E-2,9.804611206E0,-1.838177490E-1
2.471788692E1,8.846603394E-2,9.812993774E0,-1.712438965E-1
2.481836692E1,9.984237671E-2,9.824070740E0,-1.809736633E-1
2.491884692E1,9.056167603E-2,9.814191284E0,-2.014810181E-1
2.501932592E1,9.924362183E-2,9.820328522E0,-1.727407837E-1
2.511980592E1,9.669891357E-2,9.818083191E0,-1.731898499E-1
2.522028492E1,9.415420532E-2,9.806706848E0,-1.817221069E-1
2.532076492E1,9.550140381E-2,9.815837860E0,-1.678010559E-1
2.542124492E1,9.505233765E-2,9.812095642E0,-1.673519897E-1
2.552172392E1,9.175918579E-2,9.803713074E0,-1.785786438E-1
2.562220067E1,9.520202637E-2,9.795180817E0,-1.637594604E-1
2.572267967E1,9.535171509E-2,9.809251556E0,-1.760339355E-1
2.582315967E1,9.804611206E-2,9.814041595E0,-1.832189941E-1
2.592363967E1,1.029858398E-1,9.812095642E0,-1.770817566E-1
2.602411867E1,1.016386414E-1,9.821825409E0,-1.679507446E-1
2.612459867E1,9.595046997E-2,9.823621674E0,-1.839674377E-1
2.622507767E1,9.804611206E-2,9.824070740E0,-1.731898499E-1
2.632555767E1,8.876541138E-2,9.822573853E0,-1.622625732E-1
2.642603667E1,9.235794067E-2,9.806856537E0,-1.824705505E-1
2.652651667E1,1.103205872E-1,9.816137238E0,-1.766326904E-1
2.662699729E1,9.879455566E-2,9.820178833E0,-1.734892273E-1
2.672747629E1,8.951385498E-2,9.817933502E0,-1.841171265E-1
2.682795629E1,9.175918579E-2,9.811197510E0,-1.736389160E-1
2.692843529E1,9.969268799E-2,9.825118561E0,-1.718426514E-1
2.702891529E1,9.864486694E-2,9.828711090E0,-1.778302002E-1
2.712939429E1,9.250762939E-2,9.841734009E0,-1.669029236E-1
2.722987429E1,9.280700684E-2,9.807455292E0,-1.703457642E-1
2.733035329E1,9.624984741E-2,9.819580078E0,-1.722917175E-1
2.743083329E1,8.681945801E-2,9.810898132E0,-1.640588379E-1
2.753131229E1,1.004411316E-1,9.815388794E0,-1.788780212E-1
2.763179225E1,9.071136475E-2,9.817035370E0,-1.930984497E-1
2.773227125E1,9.145980835E-2,9.817783813E0,-1.808239746E-1
2.783275125E1,9.999206543E-2,9.805060272E0,-1.730401611E-1
2.793323025E1,1.010398865E-1,9.815239105E0,-1.799258423E-1
2.803371025E1,9.864486694E-2,9.824220428E0,-1.830693054E-1
2.813418925E1,9.460327148E-2,9.814790039E0,-1.763333130E-1
2.823466925E1,1.074765015E-1,9.810000000E0,-1.704954529E-1
2.833514825E1,8.921447754E-2,9.800419922E0,-1.884580994E-1
2.843562825E1,1.017883301E-1,9.801767120E0,-1.613644409E-1
2.853610725E1,9.984237671E-2,9.808353424E0,-1.839674377E-1
2.863658688E1,9.909393311E-2,9.817484436E0,-1.916015625E-1
2.873706688E1,1.017883301E-1,9.820178833E0,-1.815724182E-1
2.883754587E1,9.160949707E-2,9.820478210E0,-1.761836243E-1
2.893802587E1,9.340576172E-2,9.821376343E0,-1.895059204E-1
2.903850588E1,9.011260986E-2,9.813891907E0,-1.743873596E-1
2.913898487E1,1.074765015E-1,9.826615448E0,-1.740879822E-1
2.923946487E1,8.906478882E-2,9.802066498E0,-1.886077881E-1
2.933994488E1,9.355545044E-2,9.796827393E0,-1.802252197E-1
2.944042387E1,9.789642334E-2,9.802964630E0,-1.682501221E-1
2.954090387E1,1.044827271E-1,9.804311829E0,-1.681004333E-1
2.964138717E1,8.083190918E-2,9.810449066E0,-1.803749084E-1
2.974186717E1,1.031355286E-1,9.821226654E0,-1.788780212E-1
2.984234617E1,1.022373962E-1,9.818681946E0,-1.824705505E-1
2.994282617E1,9.909393311E-2,9.821825409E0,-1.751358032E-1
3.004330617E1,1.031355286E-1,9.812395020E0,-1.811233521E-1
3.014378617E1,8.981323242E-2,9.810149689E0,-1.890568542E-1
