"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
0.000000000E0,-2.492317200E-1,-9.535171509E-2,9.805060272E0
1.004860000E-1,-2.537223816E-1,-1.064286804E-1,9.800120544E0
2.009720000E-1,-2.369572449E-1,-9.999206543E-2,9.836345215E0
3.014570000E-1,-2.558180237E-1,-8.906478882E-2,9.814640350E0
4.019430000E-1,-2.472857666E-1,-9.535171509E-2,9.787995758E0
5.024290000E-1,-2.424957275E-1,-1.035845947E-1,9.787097626E0
6.029150000E-1,-2.360591125E-1,-1.032852173E-1,9.800868988E0
7.034010000E-1,-2.535726929E-1,-1.037342834E-1,9.799821167E0
8.038870000E-1,-2.404000854E-1,-1.001417542E-1,9.801916809E0
9.043705000E-1,-2.496807861E-1,-1.016386414E-1,9.808054047E0
1.004856500E0,-2.499801636E-1,-1.046324158E-1,9.824669495E0
1.105342500E0,-2.454895020E-1,-1.046324158E-1,9.811496887E0
1.205828500E0,-2.375559998E-1,-9.819580078E-2,9.802964630E0
1.306313500E0,-2.505789185E-1,-1.025367737E-1,9.813891907E0
1.406799500E0,-2.389031982E-1,-1.025367737E-1,9.819280701E0
1.507285500E0,-2.457888794E-1,-1.017883301E-1,9.811646576E0
1.607771500E0,-2.490820312E-1,-9.654922485E-2,9.818532257E0
1.708256500E0,-2.516267395E-1,-1.038839722E-1,9.803264008E0
1.808742500E0,-2.543211365E-1,-1.001417542E-1,9.808952179E0
1.909229250E0,-2.513273621E-1,-1.059796143E-1,9.808054047E0
2.009714250E0,-2.481838989E-1,-1.070274353E-1,9.791887665E0
2.110200250E0,-2.529739380E-1,-1.053808594E-1,9.794432373E0
2.210686250E0,-2.492317200E-1,-9.909393311E-2,9.798473969E0
2.311171250E0,-2.465373230E-1,-9.744735718E-2,9.796827393E0
2.411657250E0,-2.421963501E-1,-9.550140381E-2,9.798024902E0
2.512143250E0,-2.517764282E-1,-1.010398865E-1,9.788744202E0
2.612628250E0,-2.435435486E-1,-1.028361511E-1,9.799072723E0
2.713114250E0,-2.435435486E-1,-1.061293030E-1,9.811347198E0
2.813599250E0,-2.396516418E-1,-9.879455566E-2,9.805060272E0
2.914085792E0,-2.451901245E-1,-1.122665405E-1,9.798324280E0
3.014571792E0,-2.517764282E-1,-9.175918579E-2,9.787546692E0
3.115056792E0,-2.409988403E-1,-1.140628052E-1,9.812544708E0
3.215542792E0,-2.514770508E-1,-9.250762939E-2,9.779912567E0
3.316027792E0,-2.520758057E-1,-9.535171509E-2,9.814939728E0
3.416513792E0,-2.369572449E-1,-8.367599487E-2,9.802515564E0
3.516998792E0,-2.438429260E-1,-8.577163696E-2,9.804910583E0
3.617484792E0,-2.312690735E-1,-8.816665649E-2,9.811796265E0
3.717969792E0,-2.511776733E-1,-8.786727905E-2,9.803563385E0
3.818458917E0,-2.418969727E-1,-9.250762939E-2,9.820178833E0
3.918943917E0,-2.505789185E-1,-9.864486694E-2,9.806407471E0
4.019429917E0,-2.501298523E-1,-1.064286804E-1,9.801767120E0
4.119914917E0,-2.547702026E-1,-8.831634521E-2,9.796078949E0
4.220400917E0,-2.531236267E-1,-1.008901978E-1,9.793833618E0
4.320885917E0,-2.448907471E-1,-9.684860229E-2,9.799222412E0
4.421371917E0,-2.442919922E-1,-9.280700684E-2,9.788893890E0
4.521856917E0,-2.561174011E-1,-1.007405090E-1,9.806108093E0
4.622342917E0,-2.573149109E-1,-9.370513916E-2,9.806706848E0
4.722827917E0,-2.463876343E-1,-9.116043091E-2,9.795929260E0
4.823309625E0,-2.472857666E-1,-9.864486694E-2,9.813742218E0
4.923794625E0,-2.517764282E-1,-1.013392639E-1,9.809401245E0
5.024280625E0,-2.441423035E-1,-8.831634521E-2,9.804012451E0
5.124765625E0,-2.450404358E-1,-1.020877075E-1,9.807455292E0
5.225251625E0,-2.447410583E-1,-9.729766846E-2,9.808203735E0
5.325736625E0,-2.378553772E-1,-8.502319336E-2,9.799222412E0
5.426222625E0,-2.457888794E-1,-1.028361511E-1,9.793384552E0
5.526707625E0,-2.460882568E-1,-9.250762939E-2,9.770781555E0
5.627192625E0,-2.412982178E-1,-1.038839722E-1,9.800569611E0
5.727678625E0,-2.366578674E-1,-9.969268799E-2,9.790390778E0
5.828164625E0,-2.600093079E-1,-9.864486694E-2,9.824519806E0
5.928650625E0,-2.432441711E-1,-9.759704590E-2,9.806856537E0
6.029135625E0,-2.445913696E-1,-1.034349060E-1,9.810598755E0
6.129620625E0,-2.492317200E-1,-9.295669556E-2,9.799970856E0
6.230106625E0,-2.534230042E-1,-1.085243225E-1,9.811945953E0
6.330591625E0,-2.384541321E-1,-1.014889526E-1,9.812844086E0
6.431076625E0,-2.544708252E-1,-1.049317932E-1,9.811347198E0
6.531562625E0,-2.450404358E-1,-9.804611206E-2,9.800868988E0
6.632047625E0,-2.589614868E-1,-9.909393311E-2,9.799372101E0
6.732533625E0,-2.460882568E-1,-8.981323242E-2,9.800868988E0
6.833017500E0,-2.600093079E-1,-1.020877075E-1,9.797426147E0
6.933502500E0,-2.387535095E-1,-8.502319336E-2,9.790241089E0
7.033988500E0,-2.471360779E-1,-9.475296021E-2,9.803563385E0
7.134473500E0,-2.474354553E-1,-9.819580078E-2,9.807904358E0
7.234958500E0,-2.498304749E-1,-9.879455566E-2,9.805509338E0
7.335443500E0,-2.453398132E-1,-9.610015869E-2,9.804311829E0
7.435929500E0,-2.398013306E-1,-1.047821045E-1,9.809700623E0
7.536414500E0,-2.445913696E-1,-8.726852417E-2,9.815987549E0
7.636899500E0,-2.528242493E-1,-9.654922485E-2,9.804611206E0
7.737385500E0,-2.447410583E-1,-1.010398865E-1,9.810000000E0
7.837870542E0,-2.469863892E-1,-9.041198730E-2,9.804012451E0
7.938355542E0,-2.436932373E-1,-1.017883301E-1,9.802365875E0
8.038840542E0,-2.510279846E-1,-1.070274353E-1,9.801018677E0
8.139326542E0,-2.540217590E-1,-8.292755127E-2,9.807455292E0
8.239811542E0,-2.573149109E-1,-1.068777466E-1,9.801318054E0
8.340296542E0,-2.445913696E-1,-1.034349060E-1,9.807455292E0
8.440781542E0,-2.424957275E-1,-1.031355286E-1,9.805659027E0
8.541267542E0,-2.411485291E-1,-9.145980835E-2,9.784552917E0
8.641752542E0,-2.525248718E-1,-1.044827271E-1,9.792187042E0
8.742237542E0,-2.471360779E-1,-8.996292114E-2,9.810299377E0
8.842722375E0,-2.577639771E-1,-1.031355286E-1,9.806557159E0
