"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
8.290099999E-2,3.301156685E-4,-1.106558833E-3,9.727897123E-4
1.833880000E-1,-2.443771809E-4,-8.524376899E-4,1.513696043E-3
2.838740000E-1,1.429534517E-3,-2.005172893E-3,8.261990733E-4
3.843600000E-1,2.117440104E-3,9.955614805E-4,3.223563544E-5
4.848460000E-1,2.074197866E-3,2.156897914E-3,-9.535350837E-4
5.853320000E-1,9.897742420E-4,1.009885222E-3,-3.099822905E-3
6.858175000E-1,-5.706939846E-4,-5.674953572E-4,-3.011175431E-4
7.863035000E-1,-2.458645031E-3,-2.885712311E-4,-2.047165297E-3
8.867895000E-1,1.211818308E-4,-5.296664312E-4,-1.884799101E-3
9.872765000E-1,4.617208615E-4,-1.471446827E-3,1.088682795E-3
1.087762500E0,7.081246004E-4,1.225820743E-3,-8.127053734E-4
1.188248500E0,-3.522140905E-4,-1.669526100E-4,-2.141586272E-3
1.288734500E0,-3.887452185E-4,-8.171633817E-4,-7.924828678E-4
1.389220500E0,1.983465627E-4,-4.786294885E-4,1.519048354E-3
1.489706500E0,-3.683567047E-3,-1.762372907E-3,9.177206084E-5
1.590192500E0,-5.239490420E-4,-5.889162421E-4,-1.166552654E-3
1.690678250E0,1.014619134E-3,4.040708765E-3,9.348669555E-4
1.791165250E0,-6.417678669E-4,1.386771910E-3,-4.569119774E-4
1.891651250E0,1.910209656E-3,-1.059332862E-4,-8.617318235E-4
1.992137250E0,-7.840152830E-4,-6.832601503E-4,-1.730935648E-3
2.092623250E0,-1.603085548E-5,1.030948944E-3,1.921835355E-3
2.193109250E0,1.069033518E-3,1.310429070E-3,-7.376354188E-4
2.293595250E0,2.151159570E-3,-2.764030360E-4,9.949926753E-4
2.394081250E0,-2.695331350E-4,-1.034040470E-3,-1.357089728E-3
2.494567250E0,-1.152775250E-3,1.339782961E-3,-1.006613020E-4
2.595053250E0,1.231469214E-3,6.851381622E-4,1.113114413E-3
2.695540250E0,1.153620891E-3,-1.004544552E-3,1.619145274E-3
2.796026250E0,1.382709481E-3,-1.093880273E-4,8.753379807E-4
