"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
0.000000000E0,1.112187195E-1,9.802665253E0,-3.637435913E-2
1.004910000E-1,1.065783691E-1,9.818831635E0,-3.203338623E-2
2.009830000E-1,1.109193420E-1,9.817484436E0,-4.071533203E-2
3.014740000E-1,9.999206543E-2,9.807305603E0,-4.370910645E-2
4.019650000E-1,1.002914429E-1,9.812844086E0,-4.131408691E-2
5.024560000E-1,9.909393311E-2,9.812245331E0,-6.092330933E-2
6.029480000E-1,1.064286804E-1,9.815239105E0,-4.670288086E-2
7.034390000E-1,1.065783691E-1,9.807904358E0,-5.553451538E-2
8.039304583E-1,1.115180969E-1,9.811945953E0,-5.164260864E-2
9.044224583E-1,9.834548950E-2,9.823921051E0,-4.400848389E-2
1.004913458E0,1.056802368E-1,9.817634125E0,-3.607498169E-2
1.105404458E0,1.080752563E-1,9.808952179E0,-4.041595459E-2
1.205896458E0,1.074765015E-1,9.813891907E0,-2.679428101E-2
1.306387458E0,1.155596924E-1,9.817933502E0,-3.532653809E-2
1.406878458E0,1.002914429E-1,9.817783813E0,-3.353027344E-2
1.507369458E0,1.113684082E-1,9.813891907E0,-4.655319214E-2
1.607861458E0,1.067280579E-1,9.806706848E0,-4.161346436E-2
1.708352458E0,9.684860229E-2,9.802665253E0,-3.547622681E-2
1.808843583E0,1.067280579E-1,9.819430389E0,-4.909790039E-2
1.909335583E0,1.034349060E-1,9.805808716E0,-5.792953491E-2
2.009826583E0,1.080752563E-1,9.789492645E0,-2.784210205E-2
2.110317583E0,1.076261902E-1,9.808802490E0,-5.089416504E-2
2.210808583E0,1.172062683E-1,9.817035370E0,-4.385879517E-2
2.311300583E0,1.055305481E-1,9.824220428E0,-3.532653809E-2
2.411791583E0,1.040336609E-1,9.809251556E0,-5.882766724E-2
2.512282583E0,1.052311707E-1,9.820328522E0,-4.939727783E-2
2.612774583E0,1.040336609E-1,9.817035370E0,-4.595443726E-2
2.713265583E0,1.149609375E-1,9.822424164E0,-3.876937866E-2
