"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
8.541699999E-2,2.215131186E-3,2.900322434E-3,1.975148916E-4
1.859070000E-1,1.329031773E-3,1.803109888E-3,-7.387981750E-4
2.863970000E-1,2.161092125E-3,-2.148221247E-4,7.275119424E-5
3.868880000E-1,-7.412442937E-4,9.452439845E-4,1.618253766E-3
4.873780000E-1,-1.180030406E-3,1.736738719E-3,1.565599814E-5
5.878680000E-1,1.237442717E-3,1.649070531E-3,-1.287898049E-4
6.883577917E-1,-8.634300902E-4,3.496040590E-4,-5.225404166E-4
7.888487916E-1,9.343260899E-4,1.332797576E-3,-2.790442668E-4
8.893387917E-1,-1.728345640E-3,8.130730130E-4,-9.051845409E-4
9.898287917E-1,1.019041985E-3,-1.278469339E-3,6.266622804E-4
1.090318792E0,1.613534987E-4,-2.085270826E-3,9.041076992E-4
1.190809792E0,-2.032437362E-3,-2.666432410E-4,1.817978453E-3
1.291299792E0,5.004135892E-4,4.533003084E-4,1.393786166E-3
1.391789792E0,3.859298304E-4,-6.767888553E-4,2.198141534E-3
1.492279792E0,-1.245485619E-3,-1.007935498E-3,3.784862347E-4
1.592770792E0,-6.337584928E-4,-1.461213920E-3,-1.735782716E-4
1.693261125E0,8.943835273E-4,5.328296684E-4,9.873462841E-5
1.793751125E0,-2.174414694E-4,1.078106463E-3,-1.273341943E-3
1.894241125E0,3.784308210E-4,7.988447323E-4,1.369616948E-4
1.994731125E0,7.137795910E-4,-1.909629907E-3,-2.807746641E-4
2.095222125E0,-1.424258575E-3,1.445096917E-3,-1.892888336E-3
2.195712125E0,-3.895778209E-4,1.771295443E-3,-1.187310787E-3
2.296202125E0,1.173627563E-3,1.200575382E-3,1.252181828E-4
2.396692125E0,1.386206597E-3,-2.527327742E-3,6.671214942E-4
2.497182125E0,-2.105347812E-4,-7.732519880E-4,-1.912965556E-3
2.597673125E0,-2.878921106E-3,9.918995202E-4,-1.181732281E-3
2.698163292E0,-5.266508088E-4,4.565040581E-4,1.975176856E-4
2.798653292E0,6.108805537E-4,2.801103517E-3,7.222201675E-4
2.899143292E0,1.480262727E-4,7.507828996E-4,1.746149966E-3
2.999633292E0,-1.658223569E-3,-2.700052224E-3,2.721592085E-3
3.100123292E0,-3.176327795E-3,-2.603683155E-3,-1.240127953E-3
3.200614292E0,-1.488411799E-3,1.656685024E-3,-6.686027627E-4
3.301104292E0,2.654617652E-3,1.417007297E-6,3.788045142E-4
3.401594292E0,1.365952194E-3,-1.024144702E-3,6.325901486E-4
3.502084292E0,-1.782359555E-3,6.609782577E-4,1.457481645E-3
3.602574292E0,3.705647774E-3,1.566896681E-3,8.345975075E-4
3.703064000E0,-1.430604607E-4,-3.896998242E-4,1.418560743E-3
3.803554000E0,1.544928178E-3,-1.902015880E-3,1.170877833E-3
3.904044000E0,9.317286313E-4,-3.719059750E-4,1.446511596E-3
4.004534000E0,-8.602077141E-4,-1.616897061E-4,-1.195201185E-4
4.105024000E0,6.624292582E-4,1.801983919E-3,8.342927322E-4
4.205514000E0,1.939322799E-3,-5.722092465E-5,-2.961320104E-3
4.306005000E0,5.666986108E-4,1.326797064E-3,-2.088446636E-4
4.406495000E0,6.089629605E-4,1.456638798E-3,7.932865992E-4
4.506985000E0,9.899195284E-4,2.410104964E-3,-3.175372491E-3
4.607475000E0,-9.869150817E-4,1.311990432E-3,1.565340208E-3
4.707965417E0,1.169557683E-3,1.258068718E-3,-1.590962056E-4
4.808455417E0,2.113109455E-3,-4.507265985E-4,-1.089979429E-3
4.908945417E0,-1.280355267E-3,-6.144773215E-5,1.022401499E-3
5.009435417E0,1.417091116E-4,-2.030737232E-3,-6.155567244E-4
