"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
0.000000000E0,9.815837860E0,-1.691482544E-2,4.754113770E-1
1.004880000E-1,9.804461517E0,-6.137237549E-3,4.686753845E-1
2.009760000E-1,9.800868988E0,-7.783813477E-3,4.734654236E-1
3.014650000E-1,9.805060272E0,-9.131011963E-3,4.890330505E-1
4.019530000E-1,9.779014435E0,-1.332229614E-2,4.863386536E-1
5.024420000E-1,9.818831635E0,-1.601669312E-2,4.755610657E-1
6.029300000E-1,9.808353424E0,-5.688171387E-3,4.879852295E-1
7.034193750E-1,9.802066498E0,-1.691482544E-2,4.947212219E-1
8.039073750E-1,9.809550934E0,-1.227447510E-2,4.547543335E-1
9.043963750E-1,9.794282684E0,-1.167572021E-2,4.827461243E-1
1.004884375E0,9.775721283E0,-1.092727661E-2,4.965174866E-1
1.105373375E0,9.821675720E0,-1.826202393E-2,4.465214539E-1
1.205861375E0,9.813742218E0,-9.280700684E-3,4.846920776E-1
1.306350375E0,9.818532257E0,-1.886077881E-2,4.851411438E-1
1.406838375E0,9.797276459E0,-1.571731567E-2,4.643344116E-1
1.507327375E0,9.808054047E0,-9.879455566E-3,4.796026611E-1
1.607815375E0,9.796827393E0,-2.424957275E-2,4.848417664E-1
1.708306292E0,9.798923035E0,-2.335144043E-2,4.754113770E-1
1.808794292E0,9.801467743E0,-1.362167358E-2,4.709207153E-1
1.909283292E0,9.808353424E0,-1.362167358E-2,4.764591980E-1
2.009771292E0,9.812245331E0,-1.466949463E-2,4.746629333E-1
2.110259292E0,9.810299377E0,-1.332229614E-2,4.668791199E-1
2.210748292E0,9.809401245E0,-1.796264648E-2,4.758604431E-1
2.311236292E0,9.803862762E0,-2.335144043E-2,4.785548401E-1
2.411725292E0,9.807305603E0,-6.137237549E-3,4.614903259E-1
2.512213292E0,9.802515564E0,-1.077758789E-2,4.773573303E-1
2.612702292E0,9.802665253E0,-1.556762695E-2,4.725672913E-1
2.713187875E0,9.818532257E0,-9.580078125E-3,4.655319214E-1
2.813676875E0,9.809401245E0,-1.227447510E-2,4.809498596E-1
2.914164875E0,9.810898132E0,-1.916015625E-2,4.839436340E-1
3.014653875E0,9.806557159E0,-1.437011719E-2,4.623884583E-1
3.115141875E0,9.806257782E0,-1.571731567E-2,4.719685364E-1
3.215630875E0,9.820927277E0,-2.080673218E-2,4.855902100E-1
3.316118875E0,9.798174591E0,-1.466949463E-2,4.769082642E-1
3.416607875E0,9.804910583E0,-1.541793823E-2,4.761598206E-1
3.517095875E0,9.801617432E0,-9.280700684E-3,4.767585754E-1
3.617584875E0,9.807155914E0,-4.939727783E-3,4.712200928E-1
3.718073875E0,9.805359650E0,-1.407073975E-2,4.739144897E-1
3.818562875E0,9.812544708E0,-1.347198486E-2,4.938230896E-1
3.919050875E0,9.804162140E0,-9.729766846E-3,4.730163574E-1
4.019539875E0,9.795480194E0,-1.451980591E-2,4.695735168E-1
4.120027875E0,9.804012451E0,-1.272354126E-2,4.896318054E-1
4.220516875E0,9.801168365E0,-8.981323242E-4,4.758604431E-1
4.321004875E0,9.790091400E0,-1.691482544E-2,4.716691589E-1
4.421493875E0,9.797575836E0,-5.837860107E-3,4.881349182E-1
4.521981875E0,9.809101868E0,-2.140548706E-2,4.776567078E-1
4.622470875E0,9.804162140E0,-1.167572021E-2,4.692741394E-1
4.722958000E0,9.800569611E0,-2.080673218E-2,4.806504822E-1
4.823447000E0,9.814041595E0,-1.137634277E-2,4.751119995E-1
4.923935000E0,9.811796265E0,-1.841171265E-2,4.686753845E-1
5.024424000E0,9.801318054E0,-2.200424194E-2,4.766088867E-1
