"Time (s)","X (µT)","Y (µT)","Z (µT)"
1.394300000E-1,-2.981773376E0,2.959178925E1,-5.118603134E1
2.399200000E-1,-2.932419300E0,2.949970245E1,-5.087047958E1
3.404100000E-1,-3.076464653E0,2.957439041E1,-5.104448318E1
4.409000000E-1,-2.944418430E0,2.951707077E1,-5.091691208E1
5.413887500E-1,-3.036352158E0,2.970624542E1,-5.081467819E1
6.418787500E-1,-2.957156181E0,2.965303040E1,-5.102950668E1
7.423687500E-1,-3.040514946E0,2.972594833E1,-5.082263184E1
8.428587500E-1,-2.880030155E0,2.954424286E1,-5.071446991E1
9.433487500E-1,-2.895781040E0,2.961894608E1,-5.092932510E1
1.043838750E0,-2.994503021E0,2.976578140E1,-5.109333420E1
1.144328750E0,-2.944718838E0,2.971989441E1,-5.109213257E1
1.244818750E0,-3.110747337E0,2.991254807E1,-5.117335510E1
1.345308750E0,-3.015774727E0,2.986741257E1,-5.117704773E1
1.445798750E0,-3.005778790E0,2.968843460E1,-5.130128479E1
1.546289125E0,-3.080612183E0,2.973212433E1,-5.130250931E1
1.646779125E0,-3.047271729E0,2.976296997E1,-5.142796326E1
1.747269125E0,-3.018083572E0,2.983379364E1,-5.129581833E1
1.847758125E0,-3.050386906E0,2.989017105E1,-5.125012207E1
1.948248125E0,-2.949389458E0,2.990864944E1,-5.136745071E1
2.048738125E0,-2.968731880E0,2.994853210E1,-5.129012680E1
2.149228125E0,-2.927497387E0,2.996177292E1,-5.130479050E1
2.249718125E0,-2.971607685E0,3.007303619E1,-5.162314224E1
2.350208125E0,-3.051717281E0,2.992777252E1,-5.139837646E1
2.450698125E0,-2.962135315E0,2.989315414E1,-5.141497040E1
2.551190917E0,-2.967329502E0,2.983520126E1,-5.148700333E1
2.651680917E0,-2.918528080E0,2.987296295E1,-5.138916779E1
2.752170917E0,-2.903558254E0,2.981387329E1,-5.136314392E1
2.852660917E0,-2.973836422E0,2.976069641E1,-5.146901703E1
2.953150917E0,-2.947533131E0,2.976397705E1,-5.131577301E1
3.053639917E0,-2.948994160E0,2.975349808E1,-5.130087280E1
3.154129917E0,-2.913865089E0,2.974725723E1,-5.149912262E1
3.254619917E0,-2.793108940E0,2.958263397E1,-5.147590256E1
3.355109917E0,-2.930364132E0,2.981362534E1,-5.139787674E1
3.455598917E0,-2.948924541E0,2.975189590E1,-5.163987350E1
3.556085917E0,-2.919360638E0,2.972419357E1,-5.136608124E1
3.656575917E0,-2.945294857E0,2.966213226E1,-5.152262878E1
3.757065917E0,-2.982212543E0,2.960887527E1,-5.126545334E1
3.857554917E0,-3.117074013E0,2.985308075E1,-5.141438293E1
3.958044917E0,-3.041049957E0,2.974443817E1,-5.133523941E1
4.058534917E0,-3.121323109E0,2.997792816E1,-5.145575714E1
4.159023917E0,-3.009512901E0,2.981726074E1,-5.135163498E1
4.259513917E0,-3.049545288E0,2.998160553E1,-5.130719757E1
4.360003917E0,-2.866972446E0,2.969543839E1,-5.123210144E1
4.460492917E0,-3.045438290E0,2.991109085E1,-5.113274384E1
4.560982625E0,-2.989977837E0,2.996997070E1,-5.137895203E1
4.661472625E0,-3.027177811E0,2.998616028E1,-5.142025757E1
4.761961625E0,-2.902748585E0,2.978983688E1,-5.119237137E1
4.862451625E0,-2.951298237E0,2.982182693E1,-5.128552628E1
4.962940625E0,-2.981325150E0,2.988285065E1,-5.130448532E1
5.063430625E0,-2.971909523E0,2.971728516E1,-5.139828110E1
5.163920625E0,-3.102332115E0,2.984653091E1,-5.116128922E1
5.264409625E0,-2.997389793E0,2.979066467E1,-5.144445038E1
5.364899625E0,-2.944568634E0,2.975148392E1,-5.151376343E1
5.465388625E0,-2.993801594E0,2.972925949E1,-5.162471771E1
5.565878667E0,-2.965116024E0,2.985353851E1,-5.143186569E1
5.666367667E0,-3.053103447E0,2.979385757E1,-5.155278397E1
5.766857667E0,-2.999453068E0,2.978845215E1,-5.169692230E1
5.867346667E0,-2.981638432E0,2.988601303E1,-5.179389191E1
5.967836667E0,-3.104207039E0,2.982024002E1,-5.154951477E1
6.068325667E0,-3.092498302E0,2.986902618E1,-5.157448578E1
6.168815667E0,-3.125411510E0,3.003304672E1,-5.150417709E1
6.269304667E0,-3.062594891E0,2.987431335E1,-5.154706192E1
6.369794667E0,-2.979340076E0,3.002969360E1,-5.162191772E1
6.470283667E0,-3.038186550E0,2.976066589E1,-5.126755524E1
6.570776625E0,-2.947314262E0,2.972167206E1,-5.154891968E1
6.671265625E0,-3.035861492E0,2.968865585E1,-5.156572723E1
6.771755625E0,-3.044475555E0,2.979368973E1,-5.142251587E1
6.872244625E0,-3.041277409E0,2.978151321E1,-5.156674576E1
6.972734625E0,-2.930057049E0,2.974942017E1,-5.122309875E1
7.073223625E0,-2.993585587E0,2.982941818E1,-5.128226471E1
7.173713625E0,-2.972647190E0,3.003479004E1,-5.107868576E1
7.274202625E0,-3.072276592E0,2.997482300E1,-5.135353470E1
7.374692625E0,-2.939676762E0,2.985630798E1,-5.129849625E1
7.475181625E0,-2.952191830E0,2.995025253E1,-5.114751816E1
7.575666875E0,-2.978779316E0,2.995708466E1,-5.148133087E1
7.676156875E0,-2.765547752E0,2.980548477E1,-5.049777985E1
7.776645875E0,-2.885878086E0,2.985319901E1,-5.135037613E1
7.877135875E0,-2.886887074E0,2.989424133E1,-5.132826233E1
7.977624875E0,-2.931258202E0,2.995020294E1,-5.124433517E1
8.078114875E0,-2.925478458E0,2.987641525E1,-5.131835556E1
8.178603875E0,-2.875945568E0,2.961366653E1,-5.135429001E1
8.279093875E0,-2.948113441E0,2.966772079E1,-5.109235001E1
8.379582875E0,-2.934144020E0,2.969649506E1,-5.128330994E1
8.480071875E0,-2.870939255E0,2.963200760E1,-5.125325012E1
8.580562125E0,-2.916461945E0,2.972730255E1,-5.122747040E1
8.681051125E0,-2.939633846E0,2.982719040E1,-5.142615128E1
8.781541125E0,-2.861940861E0,2.971009445E1,-5.131775665E1
8.882030125E0,-2.886386395E0,2.980739975E1,-5.127275848E1
8.982519125E0,-2.957862377E0,2.973390579E1,-5.139360046E1
9.083009125E0,-2.979981422E0,2.982706833E1,-5.146772766E1
9.183498125E0,-2.922533035E0,2.983147049E1,-5.127727890E1
9.283987125E0,-2.926501274E0,2.990114975E1,-5.136950684E1
9.384477125E0,-2.919079781E0,2.988645935E1,-5.138185501E1
9.484966125E0,-2.920591831E0,2.969253540E1,-5.136676788E1
9.585455250E0,-2.968439102E0,2.996073914E1,-5.145383072E1
9.685945250E0,-2.900007248E0,2.965681839E1,-5.154605484E1
9.786434250E0,-2.958950996E0,2.972980499E1,-5.160262299E1
9.886923250E0,-3.014888763E0,2.982600021E1,-5.165171051E1
9.987413250E0,-2.959112167E0,2.982670212E1,-5.138868332E1
1.008790225E1,-2.903276443E0,2.975949860E1,-5.127070618E1
1.018839125E1,-2.880805016E0,2.980318069E1,-5.132176590E1
1.028888025E1,-2.891777515E0,2.987684631E1,-5.121718216E1
1.038937025E1,-2.851481915E0,2.968506622E1,-5.120035172E1
1.048985925E1,-2.862684250E0,2.971338272E1,-5.150488281E1
1.059034850E1,-2.893354416E0,2.969037628E1,-5.140459442E1
1.069083750E1,-2.876101017E0,2.972219086E1,-5.109253311E1
1.079132650E1,-2.834368229E0,2.975057220E1,-5.110903549E1
1.089181650E1,-2.907686234E0,2.971342087E1,-5.117975998E1
1.099230550E1,-2.970942497E0,2.982446671E1,-5.141470718E1
1.109279450E1,-2.881980419E0,2.986535263E1,-5.146473312E1
1.119328350E1,-2.868841171E0,2.960453415E1,-5.125807190E1
1.129377250E1,-2.862362862E0,2.959415817E1,-5.154612350E1
1.139426250E1,-2.857247353E0,2.960345840E1,-5.138639450E1
1.149475150E1,-2.819765091E0,2.948880005E1,-5.137419128E1
1.159524088E1,-2.933335304E0,2.973446274E1,-5.118798447E1
1.169572988E1,-2.974506378E0,2.979114914E1,-5.147949219E1
1.179621888E1,-2.841464520E0,2.971487808E1,-5.146004105E1
1.189670788E1,-3.049164772E0,2.978942108E1,-5.141246033E1
1.199719688E1,-2.941931248E0,2.970179749E1,-5.130375290E1
1.209768587E1,-2.977507591E0,2.961940384E1,-5.136793137E1
1.219817588E1,-2.929392815E0,2.983090973E1,-5.155718613E1
1.229866488E1,-2.903765202E0,2.997331238E1,-5.151449966E1
1.239915388E1,-2.939986706E0,2.980851364E1,-5.131630325E1
1.249964288E1,-2.891231060E0,2.991601562E1,-5.123345947E1
1.260013092E1,-2.845028400E0,2.970597839E1,-5.123159409E1
1.270061992E1,-2.913098335E0,2.975192261E1,-5.125083542E1
1.280110892E1,-2.911112785E0,2.971010590E1,-5.102579498E1
1.290159792E1,-2.934604645E0,2.982138443E1,-5.122819138E1
1.300208692E1,-2.956909657E0,2.993685532E1,-5.137066269E1
1.310257592E1,-3.016881466E0,2.994125366E1,-5.140227509E1
1.320306492E1,-3.051091194E0,3.005424118E1,-5.139093399E1
1.330355392E1,-2.950574398E0,2.987265778E1,-5.134998703E1
1.340404292E1,-3.023002148E0,2.973532104E1,-5.145994186E1
1.350453192E1,-2.962550640E0,2.988804626E1,-5.151953506E1
1.360502100E1,-2.963348866E0,2.988730240E1,-5.156105423E1
1.370551000E1,-3.030619144E0,2.983638382E1,-5.151243210E1
1.380599900E1,-2.946823120E0,2.978485489E1,-5.144492340E1
1.390648800E1,-2.949675560E0,2.996618652E1,-5.133557892E1
1.400697700E1,-2.952204704E0,2.996183014E1,-5.138687897E1
1.410746600E1,-2.969037533E0,2.993798447E1,-5.135501099E1
1.420795500E1,-2.916608810E0,2.976710510E1,-5.134460831E1
1.430844400E1,-2.909597397E0,2.964744568E1,-5.139833069E1
1.440893300E1,-2.969486713E0,2.977048111E1,-5.130845642E1
1.450942200E1,-2.913189888E0,2.970629883E1,-5.125226212E1
1.460991150E1,-2.961038113E0,2.982223129E1,-5.124671936E1
1.471040050E1,-2.939931870E0,2.978591156E1,-5.145170593E1
1.481088950E1,-2.906498432E0,2.965674973E1,-5.129835510E1
1.491137750E1,-2.948920250E0,2.992631531E1,-5.135257721E1
1.501186650E1,-2.970727444E0,2.978361893E1,-5.148552704E1
1.511235550E1,-3.002043247E0,2.984650040E1,-5.156140518E1
1.521284450E1,-3.084375858E0,2.984000778E1,-5.163465500E1
1.531333350E1,-3.089033604E0,2.975223541E1,-5.172307587E1
1.541382250E1,-3.080276489E0,2.980984497E1,-5.164433670E1
1.551431150E1,-2.978213310E0,2.992786026E1,-5.160641098E1
1.561480000E1,-2.991822720E0,2.984819412E1,-5.170053101E1
1.571528900E1,-2.961711884E0,2.976285172E1,-5.150592041E1
1.581577800E1,-2.937387943E0,2.973167419E1,-5.155385208E1
1.591626600E1,-2.967256069E0,2.975142670E1,-5.137844467E1
1.601675500E1,-3.010278702E0,2.984289551E1,-5.150077438E1
1.611724400E1,-2.931319714E0,2.980417633E1,-5.166810226E1
1.621773300E1,-2.950151443E0,3.000786972E1,-5.161669540E1
1.631822200E1,-2.907374382E0,2.967915726E1,-5.129386139E1
1.641871100E1,-3.108994961E0,2.995438766E1,-5.150332260E1
1.651919900E1,-3.041513920E0,2.988440323E1,-5.142914963E1
1.661968892E1,-3.021592140E0,2.982003784E1,-5.143866348E1
1.672017792E1,-2.970102310E0,2.986465073E1,-5.150521851E1
1.682066692E1,-2.965554714E0,2.999388123E1,-5.152635193E1
1.692115592E1,-3.020792484E0,3.005834198E1,-5.145555878E1
1.702164492E1,-3.067754745E0,2.995860672E1,-5.143471527E1
1.712213292E1,-3.027682781E0,2.997738266E1,-5.145198822E1
1.722262192E1,-3.091455936E0,3.004348373E1,-5.127719116E1
1.732311092E1,-3.091557980E0,3.015892792E1,-5.143905258E1
1.742359992E1,-3.093087196E0,2.996678925E1,-5.130051804E1
1.752408792E1,-2.990295887E0,2.991894150E1,-5.140207291E1
1.762457600E1,-3.034065247E0,2.993590164E1,-5.140133286E1
1.772506500E1,-2.964917183E0,2.992529678E1,-5.150152206E1
1.782555400E1,-2.973196507E0,2.989784241E1,-5.155473328E1
1.792604200E1,-3.038386822E0,2.986327744E1,-5.145092010E1
1.802653100E1,-3.037215710E0,2.986468124E1,-5.144863129E1
1.812702000E1,-3.043201447E0,2.968564606E1,-5.156108475E1
1.822750800E1,-3.013294220E0,2.983811569E1,-5.151697540E1
1.832799700E1,-2.981097698E0,2.978639221E1,-5.133700943E1
1.842848600E1,-2.908928871E0,2.973056412E1,-5.129874420E1
1.852897400E1,-3.071848392E0,2.973736191E1,-5.149566650E1
1.862946325E1,-2.977227688E0,2.995578766E1,-5.163375854E1
1.872995225E1,-2.875736713E0,2.970606613E1,-5.160661697E1
1.883044025E1,-2.968705177E0,2.981688690E1,-5.143972015E1
1.893092925E1,-2.916817665E0,2.972950363E1,-5.166022873E1
1.903141825E1,-2.958510399E0,2.977425385E1,-5.148461151E1
1.913190625E1,-2.973365784E0,2.981147766E1,-5.147603989E1
1.923239525E1,-2.988151550E0,3.006761932E1,-5.145140839E1
1.933288425E1,-3.040552139E0,3.012118530E1,-5.144606400E1
1.943337225E1,-2.992887020E0,3.008345795E1,-5.148471832E1
1.953386125E1,-2.962826729E0,2.995932007E1,-5.122703171E1
1.963434900E1,-2.933207989E0,2.995693207E1,-5.154767990E1
1.973483800E1,-3.030654907E0,2.979416656E1,-5.144387817E1
