"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
7.788100000E-2,1.653600484E-4,-5.668201484E-4,1.508037094E-4
1.783720000E-1,2.146773972E-3,1.853700262E-3,-1.158965519E-3
2.788630000E-1,-3.353767097E-4,3.538816236E-4,-3.264085390E-4
3.793540000E-1,4.263278097E-4,-1.422493719E-3,-1.080604270E-4
4.798460000E-1,-1.381772570E-3,-1.431006938E-3,9.831711650E-4
5.803370000E-1,-6.017191336E-4,-4.425542429E-4,-1.188331749E-3
6.808280000E-1,2.979310229E-4,4.768087529E-4,4.646007437E-4
7.813204583E-1,2.247213386E-3,-1.064912882E-3,-1.378033543E-3
8.818114583E-1,1.988305710E-3,2.333214507E-4,-6.789129693E-4
9.823024583E-1,2.062413841E-5,2.714135218E-3,-3.150071017E-3
1.082793458E0,7.971320301E-4,-2.688411623E-4,2.680578036E-3
1.183285458E0,1.059906557E-3,9.899586439E-5,1.693920232E-3
1.283776458E0,1.262290403E-3,-2.996792085E-3,-1.173136523E-3
1.384267458E0,-8.648717776E-4,-3.372526262E-3,2.679491881E-4
1.484759458E0,-1.358305104E-3,-1.208186615E-3,5.012140609E-4
1.585250458E0,1.898425631E-3,1.704394352E-3,1.588071696E-3
1.685741458E0,1.062769443E-3,1.632856671E-3,-2.110656351E-4
1.786232583E0,-3.111083061E-5,3.267854918E-3,-1.057635760E-3
1.886724583E0,-2.210878767E-3,1.502707601E-3,5.604599137E-4
1.987215583E0,-1.426036470E-3,-1.021964010E-3,1.723668072E-3
2.087706583E0,1.577283256E-3,-5.774199963E-4,1.321480609E-3
2.188198583E0,5.396641791E-5,1.199400984E-3,4.857594613E-4
2.288689583E0,-1.088196412E-3,1.155687496E-4,1.606766833E-3
2.389180583E0,-2.379016951E-4,-3.398209810E-5,1.326106489E-3
2.489671583E0,3.571109846E-4,-1.881773584E-3,1.786184730E-3
2.590163583E0,7.261270657E-4,7.632607594E-4,1.868846128E-3
2.690654583E0,-1.933900639E-4,-1.864968333E-3,1.859989483E-3
2.791146208E0,-1.934792846E-3,-3.402237780E-4,-5.197594874E-5
2.891637208E0,-1.882713288E-3,-7.049506530E-5,-1.026035985E-3
2.992129208E0,-8.036922663E-4,-6.957375444E-4,-3.553244751E-4
3.092620208E0,1.156223007E-3,2.464041114E-3,4.907322582E-4
3.193111208E0,3.947783262E-4,-7.981206290E-4,2.190923784E-3
3.293602208E0,-2.564938739E-3,3.974083811E-4,3.436852712E-4
3.394093208E0,-2.600979060E-4,4.901923239E-5,-2.059011022E-3
3.494585208E0,2.405885607E-5,-1.403999049E-3,-1.272662194E-3
3.595076208E0,5.336012691E-4,1.772456337E-3,-1.319233561E-3
3.695567208E0,-7.125241682E-4,1.763093285E-3,-1.475799829E-3
3.796057375E0,-1.794681884E-3,-1.367547549E-3,1.439041924E-3
3.896548375E0,-4.998464137E-4,2.432416659E-3,1.246693777E-3
3.997039375E0,6.116433069E-4,1.274132170E-3,1.020103693E-3
4.097530375E0,-2.666842192E-5,-1.065794844E-3,-8.255755529E-5
4.198021375E0,-1.273993403E-3,-2.171390690E-3,1.420810120E-3
4.298513375E0,-5.325805396E-4,2.846596763E-3,1.923502423E-4
4.399004375E0,8.973833174E-4,-8.781244978E-4,2.332380973E-4
4.499495375E0,3.076264635E-3,-2.032779157E-4,-1.387260738E-3
4.599986375E0,-1.171916723E-3,-2.154381946E-4,-3.177619074E-4
4.700477375E0,1.412726007E-3,1.226827968E-3,1.362189651E-4
4.800968625E0,-3.381356597E-3,6.621452048E-4,5.665717181E-4
4.901459625E0,2.437182702E-3,1.809676643E-3,-2.436700743E-4
5.001950625E0,-1.592542045E-3,3.948373720E-3,5.258240271E-4
5.102441625E0,-1.105521806E-3,-3.766217269E-4,-5.459650420E-4
5.202932625E0,-1.627213322E-3,-7.841866463E-4,-1.310016960E-4
5.303423625E0,8.069723845E-4,6.436789408E-4,-4.407158121E-5
5.403914625E0,-5.326671526E-4,-1.958561596E-3,1.040995587E-3
5.504405625E0,2.445289865E-4,1.261538360E-3,-2.432314213E-4
5.604896625E0,7.912665606E-4,7.265820168E-4,-9.443736635E-4
5.705387625E0,-2.257047221E-3,6.677061319E-4,1.441293163E-3
5.805881125E0,-4.018060863E-4,-8.187834173E-4,9.663382079E-4
5.906372125E0,-5.656257272E-4,1.623202115E-5,-3.336237045E-3
6.006863125E0,-2.879099920E-3,-4.447051324E-4,5.492952187E-4
6.107354125E0,-1.176653430E-3,-3.353718203E-3,-1.893515000E-3
6.207845125E0,4.458157346E-4,8.956175297E-4,-1.729906769E-3
6.308336125E0,8.993782103E-6,-2.181944437E-3,2.679816214E-3
6.408827125E0,1.440923661E-4,-1.029320061E-3,2.461175900E-4
6.509318125E0,2.917647362E-5,-4.124529660E-4,6.740454119E-4
6.609808125E0,2.211946994E-4,-8.926037699E-4,-1.934709144E-3
6.710299125E0,-2.693430521E-3,-1.825313084E-3,1.576998504E-3
6.810786208E0,1.314573921E-3,8.157971315E-4,1.047187485E-3
6.911277208E0,-2.442508936E-3,1.528705005E-3,3.947119694E-4
7.011768208E0,-1.550712623E-3,1.543723512E-3,1.193639357E-3
7.112258208E0,1.490003429E-3,4.796129651E-4,2.652625553E-4
7.212749208E0,-7.106857374E-4,1.544659026E-3,8.386583067E-5
7.313240208E0,1.227557659E-4,-2.034773584E-3,1.424796414E-3
7.411219208E0,-1.039844938E-3,3.711585887E-4,-1.075257780E-3
7.511709208E0,-6.954222918E-4,-1.332200598E-3,-1.296272734E-3
7.612200208E0,7.149009034E-4,4.698834382E-4,-8.767209947E-4
