"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.256199999E-2,7.184306160E-4,-2.573654056E-4,1.081208698E-3
1.180812500E-1,-1.272168010E-4,1.614060719E-3,4.422159400E-4
2.235972500E-1,-5.108090118E-4,-1.951243263E-3,-4.250600468E-4
3.291142500E-1,-9.457953274E-4,-2.766088117E-3,-1.057840185E-3
4.346302500E-1,4.439251497E-4,-1.396495383E-3,1.007476822E-4
5.401462500E-1,1.412725076E-3,-8.717598394E-4,6.507406943E-5
6.456632500E-1,-9.371191263E-4,2.186368220E-4,-9.861311410E-4
7.511792500E-1,2.230368555E-4,-2.219240647E-3,-3.818329424E-5
8.566952500E-1,9.956136346E-4,2.261968330E-4,5.965691525E-4
9.622122500E-1,-1.727939583E-3,-2.749864943E-4,-1.319129486E-3
1.067728250E0,2.314347774E-3,1.593669876E-4,-1.082740491E-3
1.173241000E0,6.940364838E-4,1.237911172E-3,5.085340235E-4
1.278757000E0,-1.080976799E-3,6.282543764E-4,1.207275782E-4
1.384274000E0,1.147963107E-3,-1.761526801E-3,-5.645055790E-4
1.489790000E0,-8.330456913E-4,5.734497681E-4,-1.450373908E-3
1.595306000E0,-2.440732904E-3,-2.141840290E-3,8.562544826E-4
1.700822000E0,-7.774811238E-4,1.525661908E-3,-1.011604443E-3
1.806339000E0,5.792714655E-4,1.043505035E-3,1.569586340E-3
1.911855000E0,-8.329078555E-4,2.402172424E-3,4.377090372E-4
2.017371000E0,1.577366143E-3,-1.539533027E-3,2.261606744E-3
2.122886500E0,-9.164949879E-4,-1.446405426E-3,-3.263058607E-4
2.228402500E0,6.685983390E-4,-3.624367528E-4,-1.977431588E-3
2.333918500E0,8.136536926E-4,1.707179938E-3,-2.556666732E-5
2.439434500E0,-8.658729494E-4,-1.020150259E-3,-7.554190233E-4
2.544950500E0,1.287250780E-3,7.577873766E-4,5.629321095E-4
2.650467500E0,1.018258743E-3,-1.371761318E-3,6.218326744E-4
2.755983500E0,2.007270232E-4,4.252186045E-5,-6.690165028E-4
2.861499500E0,-7.806718349E-5,-2.760523930E-4,-3.551032860E-4
2.967015500E0,1.943843439E-3,-6.697750650E-4,-4.310107324E-4
3.072531500E0,1.598357223E-3,1.989757176E-3,-1.242463593E-3
3.178047750E0,1.742914319E-4,8.393228054E-4,5.212337710E-4
3.283563750E0,1.902203076E-3,1.968936995E-4,-2.895130310E-4
3.389079750E0,-2.094525844E-4,-3.459453583E-4,1.487578731E-3
3.494595750E0,6.702318788E-4,8.452683687E-4,-1.312547131E-3
3.600111750E0,-1.004961319E-3,3.072957043E-3,-1.135027735E-3
3.705627750E0,-7.182145491E-4,-6.482284516E-4,9.707105346E-4
3.811143750E0,3.035680391E-3,-2.946141176E-4,-1.576462993E-3
3.916659750E0,5.343509838E-4,1.263452694E-3,2.463324927E-5
4.022175750E0,5.113547668E-4,4.139756784E-4,1.430238364E-3
4.127690375E0,-4.325024784E-4,-1.629451290E-4,1.639990602E-3
4.233206375E0,2.166011371E-3,2.594940364E-3,2.053150674E-3
4.338722375E0,1.615781337E-3,-1.694569364E-3,-3.313070629E-4
4.444238375E0,1.830407418E-3,-3.470303491E-4,1.130485209E-3
4.549754375E0,1.081082039E-3,2.106181346E-4,9.424996097E-4
4.655270375E0,1.609683968E-3,8.166921325E-4,2.148272004E-3
4.760786375E0,-2.699075267E-4,-5.294149742E-5,6.837749388E-4
4.866302375E0,-2.102923580E-3,-9.292573668E-4,1.988655422E-4
4.971817375E0,2.028687857E-3,-5.045067519E-4,-3.180585336E-4
5.077333375E0,1.395129599E-3,-9.646904655E-4,2.337971237E-4
5.182849875E0,5.478160456E-4,6.589652039E-4,-5.718646571E-5
5.288365875E0,4.049949348E-4,7.459223270E-4,1.370566897E-3
5.393881875E0,-4.414627329E-4,-1.331111416E-4,8.902745321E-4
5.499396875E0,1.321105286E-3,-1.632014755E-3,1.344189979E-3
5.604912875E0,8.787326515E-4,-2.736457158E-3,-2.337782178E-3
5.710428875E0,2.042664215E-3,-1.514479984E-3,-4.523450043E-3
5.815944875E0,-1.859270036E-3,-1.087672543E-3,4.186700098E-4
5.921459875E0,5.297977477E-4,2.029704861E-3,-4.517605994E-4
6.026975875E0,7.969560102E-4,-6.394609809E-4,-5.176365376E-4
6.128724167E0,-2.349354327E-5,-2.480940893E-4,-1.134979539E-4
6.304583167E0,3.409730271E-4,-5.332194269E-4,8.391477168E-4
6.405075167E0,1.497892663E-3,-1.915138215E-3,2.340022475E-4
6.505566167E0,2.504488453E-3,1.553270500E-3,1.328741666E-3
6.606057167E0,-4.179310054E-5,-1.934802160E-3,-1.901441719E-4
6.706548167E0,9.999619797E-4,-2.967556939E-4,1.223658212E-3
6.807039167E0,-1.586156897E-3,-7.772524841E-4,2.499271417E-3
6.907530167E0,9.206840768E-4,3.594830632E-4,2.346525434E-4
7.008021167E0,-6.992509589E-4,1.707411837E-3,-3.365415614E-4
7.108512167E0,2.963067964E-4,2.287471201E-3,7.180704270E-4
7.209006125E0,1.163559034E-3,1.319334842E-4,-5.335984752E-4
7.309497125E0,-1.683720388E-3,-5.194498226E-5,-6.184428930E-4
7.409988125E0,-1.608809456E-3,-6.030835211E-4,9.294252377E-4
7.510479125E0,-2.216797322E-3,-7.422408089E-4,-9.317237418E-4
7.610970125E0,-5.194107071E-4,-2.974683885E-3,-1.153419726E-3
7.711461125E0,8.327476680E-4,4.896335304E-4,2.304650843E-4
7.811952125E0,1.218028367E-3,1.524101011E-3,1.405086601E-3
7.912443125E0,-4.013434052E-3,-7.061264478E-4,4.129728768E-4
8.012934125E0,-2.402050421E-3,7.072184235E-4,1.850225497E-3
8.113425125E0,-1.062966883E-3,1.475925092E-3,1.019289950E-3
8.213912792E0,7.971562445E-5,-1.572865993E-3,1.582376892E-3
8.314403792E0,7.968526334E-4,-2.213283442E-4,-1.087277196E-4
8.414893792E0,1.179733314E-3,6.837416440E-4,5.039228126E-4
8.515384792E0,-1.086716540E-3,4.709232599E-5,-2.412890550E-3
8.615875792E0,5.865544081E-4,3.613866866E-4,1.546062296E-3
8.716366792E0,1.995133236E-3,-9.332029149E-4,1.656495500E-3
8.816857792E0,2.009885386E-3,-1.823720522E-4,2.844489180E-3
8.917348792E0,-1.709539443E-3,-1.942585222E-4,4.182290286E-4
9.017839792E0,-1.880148426E-3,3.712736070E-4,1.012859633E-3
9.118329792E0,-5.267187953E-5,-8.243676275E-4,8.244616911E-4
9.218820500E0,-3.189044073E-4,9.164852090E-4,-1.166762784E-3
9.319311500E0,-4.540793598E-4,1.605689526E-3,4.393320996E-4
9.419802500E0,3.067257814E-3,-8.974513039E-4,1.442736480E-3
9.520292500E0,6.431248039E-4,-2.426204737E-3,-9.190163109E-4
9.620783500E0,1.832840964E-3,-1.877138391E-3,-3.869635984E-4
9.721274500E0,-1.813163050E-3,-4.143337719E-4,5.945358425E-4
9.821765500E0,9.440109134E-4,1.058084425E-3,-2.972411457E-4
9.922255500E0,-6.250180304E-4,-1.949486323E-4,-1.312268432E-4
1.002274650E1,1.314116642E-3,-7.799877785E-4,-2.812102903E-4
1.012323712E1,-9.306976572E-4,-6.517819129E-4,-1.426698407E-3
1.022372812E1,1.033981331E-3,2.969284542E-4,-3.507113084E-3
1.032421812E1,-4.499331117E-4,-9.262179956E-4,-6.598990876E-4
1.042470912E1,-7.353825495E-4,5.536014214E-5,2.773012966E-7
1.052520013E1,-2.083345316E-3,1.632686704E-3,-1.275866525E-3
1.062569012E1,-1.054500230E-3,-7.216236554E-4,4.292731173E-4
1.072618112E1,1.770071685E-4,2.378364559E-3,-9.655915201E-4
1.082667112E1,-9.126784280E-4,-1.318966504E-3,9.537080768E-4
1.092716212E1,5.807168782E-5,-2.803207375E-3,6.061056629E-4
1.102765312E1,3.645224497E-4,-8.368571289E-4,-3.898136783E-4
1.112814325E1,1.884676516E-3,1.882337034E-3,-5.460223183E-4
1.122863425E1,-9.222840890E-4,-2.055927180E-4,-7.028186228E-4
1.132912425E1,-4.758443683E-4,-2.223490737E-4,-2.797865309E-4
1.142961525E1,2.101459540E-3,-8.622664027E-4,1.474958844E-4
1.153010525E1,6.493758410E-4,1.502486411E-3,-1.023668097E-3
1.163059625E1,-8.793631569E-4,4.656454548E-4,-2.314424608E-3
1.173108625E1,6.396593526E-4,1.571845729E-3,8.078604005E-4
1.183157725E1,1.586275175E-4,5.517005920E-4,-1.909522456E-3
1.193206725E1,-1.948791556E-3,-4.224246368E-4,2.732993569E-3
1.203255825E1,-4.904372618E-4,-3.070318140E-3,1.187631860E-3
1.213304875E1,-2.762513235E-3,2.854648046E-4,-1.026995014E-4
1.223353975E1,-9.161867201E-4,2.590739168E-4,-2.813553438E-4
1.233402975E1,9.226333350E-5,1.792379189E-3,-4.821061157E-5
1.243452075E1,2.912990749E-4,-2.074960619E-3,1.079819864E-3
1.253501075E1,2.317801118E-4,9.597204626E-4,-8.421908133E-4
1.263550075E1,1.614833251E-3,6.788242608E-4,4.009609111E-4
1.273599175E1,-3.036679700E-4,-1.025706995E-3,-2.991177607E-4
1.283648175E1,-1.226402819E-3,-1.941554248E-3,-1.272456720E-4
1.293697275E1,-4.399335012E-4,1.932003535E-3,-4.698394332E-4
1.303746275E1,1.211424358E-3,-1.836107112E-3,-1.472990843E-3
1.313795667E1,-2.246869728E-3,2.357124817E-3,-5.157238338E-4
1.323844767E1,-1.700644381E-3,-3.893096000E-4,-6.856466644E-4
1.333893767E1,-2.344911918E-4,5.606999621E-4,-1.595209586E-3
1.343942767E1,-9.268624708E-4,4.251953214E-6,-1.106233103E-3
1.353991867E1,1.082046889E-3,5.012527108E-4,-2.637461992E-3
1.364040867E1,-1.091807149E-3,-1.581255347E-4,3.960519098E-4
1.374089867E1,9.070178494E-4,1.990782097E-3,-2.310329350E-3
1.384138867E1,1.185327768E-3,1.199165825E-3,-2.079549246E-3
1.394187967E1,-1.899180003E-3,6.913044490E-4,-3.358167596E-4
1.404236967E1,-2.603069879E-3,3.205249086E-4,7.246388122E-5
1.414285550E1,-2.758602612E-3,-2.392241731E-4,-4.728138447E-5
1.424334550E1,9.795716032E-4,-7.244893350E-4,-1.629935578E-4
1.434383550E1,8.158003911E-4,-7.429863326E-4,3.907070495E-4
1.444432650E1,7.292628288E-5,-9.257020429E-4,1.006637700E-3
1.454481650E1,-5.765911192E-4,3.552809358E-4,1.186951762E-3
1.464530650E1,-5.696201697E-4,2.104626037E-3,1.019670395E-3
1.474579650E1,1.704036258E-3,1.863110811E-5,5.590207875E-4
1.484628650E1,4.525398836E-4,1.282462385E-3,6.770347245E-4
1.494677650E1,-4.912735894E-4,1.887158491E-3,3.566918895E-5
1.504726750E1,-2.728660591E-3,-1.843180042E-3,1.368857920E-3
1.514775767E1,7.653702050E-5,-1.644635573E-3,2.185609424E-3
1.524824767E1,6.233872846E-4,-7.880488411E-4,2.778198570E-3
1.534873767E1,9.362353012E-4,-3.585079685E-5,-1.889851410E-4
1.544922767E1,-4.824301228E-3,-2.828254364E-4,5.294627044E-4
1.554971767E1,-1.065252349E-3,1.098023728E-3,-1.193228178E-3
1.565020767E1,-1.066417433E-3,-4.688655026E-4,-3.824587911E-4
1.575069767E1,-1.162168570E-3,-1.820765436E-3,-2.419286408E-3
1.585118767E1,1.466087997E-5,-1.601716504E-4,1.708046533E-3
1.595167767E1,-2.296838909E-3,-1.739301253E-3,-1.777673373E-3
1.605216767E1,1.250120811E-3,-5.589737557E-4,2.250308171E-4
1.615265800E1,1.034067944E-3,5.076052621E-4,-7.545275148E-4
1.625314800E1,-2.593777142E-3,1.082285307E-4,2.377318451E-3
1.635363800E1,-1.772406511E-3,-5.274168216E-4,2.220787574E-4
1.645412800E1,2.373477444E-3,1.407967880E-3,2.045450732E-3
1.655461800E1,7.751863450E-4,1.197674777E-3,6.765131839E-4
1.665510800E1,1.505831257E-3,6.802026182E-4,-9.645782411E-4
1.675559800E1,-6.267251447E-4,2.922752872E-3,2.533650026E-3
1.685608800E1,-9.278235957E-4,1.551401801E-4,1.599088078E-3
1.695657800E1,-1.266201958E-3,1.438390464E-4,-2.395688090E-3
1.705706800E1,6.959447637E-4,8.814628236E-4,-4.782397300E-4
1.715755738E1,8.450802416E-4,4.995879717E-4,-1.684277900E-3
1.725804737E1,1.018192619E-3,-9.194612503E-4,6.586862728E-4
1.735853637E1,-6.115948781E-4,2.462806646E-3,-1.393506653E-3
1.745902637E1,-6.588362157E-4,2.023498993E-3,4.449556582E-5
1.755951637E1,8.085742593E-5,1.466644928E-3,2.594920807E-5
1.766000637E1,7.918765768E-4,1.730095129E-3,-1.938745845E-4
1.776049637E1,-3.924001008E-3,-2.927919850E-3,1.339429291E-3
1.786098637E1,7.288940251E-4,3.433641978E-4,-3.073099069E-4
1.796147637E1,-1.060776412E-6,-3.225235268E-3,1.521877944E-3
1.806196637E1,2.195445821E-3,-8.764415979E-4,-1.493187156E-4
1.816245492E1,-6.688265130E-4,1.813763287E-3,3.044493496E-5
1.826294492E1,-2.359059639E-3,-9.199976921E-5,2.576503437E-3
1.836343492E1,-1.364258118E-3,2.756420989E-3,1.526875421E-3
1.846392492E1,-1.611624844E-3,-1.076604240E-3,5.338280462E-4
1.856441492E1,-1.060772687E-3,-4.859711044E-4,5.568056367E-4
1.866490392E1,-6.707105786E-4,-6.330776960E-4,3.562702332E-4
1.876539392E1,1.424054615E-3,1.717000268E-3,1.472725533E-3
1.886588392E1,4.328954965E-4,1.471447293E-3,-1.336447312E-3
1.896637392E1,7.572649047E-4,-1.082018483E-3,2.647726797E-5
1.906686292E1,-1.002327539E-3,-1.227702014E-4,2.118774224E-3
1.916735375E1,1.891339198E-4,-6.847861223E-4,8.851680905E-4
1.926784375E1,-7.821833715E-4,-4.172693007E-4,-6.058407016E-4
1.936833375E1,1.940300688E-3,-1.004110090E-4,-6.516696885E-5
1.946882275E1,-2.008561976E-3,1.404265407E-3,-2.370064147E-3
1.956931275E1,1.688476652E-3,-4.376133904E-3,-4.239375703E-4
1.966980275E1,7.239822298E-5,2.766658552E-3,-2.756533213E-4
1.977029275E1,-5.778986961E-4,-1.230780501E-3,-1.353421248E-4
1.987078175E1,-2.766260877E-4,9.122909978E-4,-1.095818123E-3
1.997127175E1,-2.634575590E-3,-2.366420813E-3,-2.233369742E-4
2.007176175E1,3.740414977E-4,-7.065394893E-4,1.651562518E-3
2.017225125E1,-2.529611811E-4,-2.241441049E-3,2.293983940E-3
2.027274125E1,2.414165065E-3,1.996762119E-3,5.291237030E-4
2.037323125E1,-4.414562136E-5,-9.151482955E-4,1.401143149E-3
2.047372025E1,9.289374575E-4,-7.519419305E-4,-3.383231815E-4
2.057421025E1,1.332908869E-5,-1.562128775E-3,6.215902977E-5
2.067470025E1,-9.106285870E-5,1.815747004E-3,-5.640354939E-4
2.077518925E1,-4.754010588E-4,1.640119590E-3,-1.230921363E-3
2.087567925E1,-4.039746709E-3,-6.446307525E-4,-1.366509707E-3
2.097616825E1,-1.516001299E-3,-1.253381371E-3,-1.194383949E-4
2.107665825E1,7.900306955E-4,-1.787035260E-3,1.306098420E-4
2.117714775E1,9.607868269E-4,-7.785535417E-4,-9.169704281E-4
2.127763675E1,-2.613933757E-4,-4.609501921E-4,-5.334054586E-4
2.137812675E1,9.620534256E-4,-3.952733241E-4,1.302589662E-4
2.147861575E1,4.615662619E-4,-1.608674414E-3,1.393259037E-3
2.157910575E1,3.896467388E-4,-8.616126142E-4,-1.067568781E-3
2.167959475E1,5.716793239E-4,-8.691176772E-4,-1.027329825E-3
2.178008475E1,1.431814395E-3,-3.480568761E-3,-1.265779138E-4
2.188057375E1,-3.721350804E-4,2.301079221E-4,-2.013981342E-3
2.198106375E1,-2.750123851E-3,1.444257796E-4,-6.948253140E-4
2.208155275E1,-7.974142209E-4,-2.861600602E-3,6.930145901E-4
2.218204242E1,2.079742961E-3,1.629491337E-3,-1.779785380E-4
2.228253142E1,5.461024120E-4,2.901074477E-4,-9.288492147E-4
2.238302142E1,9.833145887E-4,6.200214848E-4,2.354399767E-4
2.248351042E1,2.251937985E-3,-9.159855545E-4,-3.403669689E-4
2.258400042E1,-1.934715547E-3,-9.582936764E-5,-1.450579148E-4
2.268448942E1,-6.591277197E-4,-1.240827143E-3,1.950568752E-3
2.278497942E1,2.071889117E-3,1.154585741E-3,-1.417457475E-3
2.288546842E1,1.437368803E-3,1.231733244E-3,6.019542925E-4
2.298595742E1,-1.445328817E-4,-5.298140459E-4,2.641286701E-4
2.308644742E1,1.253195107E-3,6.525777280E-4,-2.255093306E-3
2.318693687E1,2.279626206E-4,-4.395204596E-4,2.611521631E-4
2.328742688E1,3.179553896E-3,-6.182729267E-4,-2.328064293E-4
2.338791587E1,-1.897429116E-3,-3.942293115E-4,-3.251356538E-4
2.348840487E1,-2.045650035E-5,-1.023752615E-3,-1.392437727E-3
2.358889487E1,2.084826119E-3,7.989523001E-4,1.428099349E-4
2.368938387E1,2.015165985E-3,-1.414217986E-4,-3.778144252E-3
2.378987387E1,1.232093200E-4,-1.795392949E-3,8.866777644E-4
2.389036287E1,-1.488457434E-3,6.691562012E-4,5.050080363E-4
2.399085187E1,5.191378295E-4,9.540468454E-6,1.496738056E-3
