"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
8.415899999E-2,3.506612964E-3,-4.203780554E-4,-9.555132128E-4
1.846470000E-1,5.537550896E-4,2.003279049E-3,-8.943902794E-4
2.851360000E-1,-1.390199177E-3,-1.932851039E-3,7.845647633E-5
3.856240000E-1,-4.635956138E-4,1.552674454E-3,8.160946891E-6
4.861130000E-1,8.615711704E-4,1.019313000E-3,9.455776308E-4
5.866010000E-1,-6.300620735E-4,-5.612950772E-4,1.465590205E-3
6.870893750E-1,5.533834919E-4,-9.812675416E-4,1.668720506E-3
7.875783750E-1,1.420587301E-3,-4.469258711E-4,-1.230781316E-3
8.880663750E-1,-7.655685768E-4,-1.274678856E-3,1.666722819E-4
9.885553750E-1,-1.130000688E-3,6.827227771E-4,5.976776592E-4
1.089043375E0,7.361667231E-4,-4.416354932E-4,1.438144129E-3
1.189532375E0,-8.713845164E-4,9.736744687E-5,1.489718445E-3
1.290020375E0,-8.310237899E-4,-2.071299590E-3,-1.780290622E-4
1.390509375E0,2.871882170E-3,-4.985979758E-4,-7.254234515E-5
1.490997375E0,1.655899920E-3,4.744846374E-4,-3.242627718E-4
1.591486375E0,1.291661523E-3,3.097136505E-4,-5.303923972E-4
1.691976292E0,-2.677971497E-4,-8.824029937E-4,-2.065863693E-3
1.792465292E0,-1.361966133E-4,-4.480062053E-4,-8.431083988E-4
1.892953292E0,-1.238444820E-3,1.798337791E-3,4.839934409E-4
1.993442292E0,-1.473341137E-3,1.984689385E-3,-1.318890136E-4
2.093930292E0,-1.745427027E-3,-1.385873184E-4,-8.413037285E-4
2.194419292E0,-6.154272705E-5,6.028474309E-4,-1.083234441E-3
2.294907292E0,-2.887212671E-3,-2.685043029E-3,4.146751016E-4
2.395396292E0,2.044448629E-4,-1.235865057E-6,1.370297745E-3
2.495884292E0,-1.007176936E-3,-1.017231960E-3,1.434598351E-3
2.596373292E0,2.452505752E-3,2.723961137E-3,2.614436671E-4
2.696858875E0,-1.565018669E-3,-1.470355317E-3,-5.660988390E-4
2.797347875E0,-2.745832317E-3,-2.246668562E-3,-1.721075969E-3
2.897835875E0,1.763505861E-3,4.253960215E-4,-1.607951941E-3
2.998324875E0,-7.973145694E-4,1.820073929E-3,-6.187350955E-4
3.098812875E0,7.247636095E-4,3.544008359E-4,-1.040215837E-3
3.199301875E0,2.803094685E-5,1.062352676E-3,1.623121789E-3
3.299789875E0,4.253257066E-5,1.660972368E-3,-3.211728763E-4
3.400278875E0,-2.082838677E-3,-2.508246806E-3,7.969366852E-4
3.500766875E0,2.641594037E-4,1.617188565E-3,-1.186168753E-3
3.601255875E0,-8.549448103E-5,-1.654154155E-3,-2.832005266E-4
3.701744875E0,2.324402332E-3,-1.604984980E-3,1.156020910E-3
3.802233875E0,1.095849089E-3,6.911554374E-4,1.958167180E-3
3.902721875E0,1.833872870E-3,-6.195399910E-4,-8.914493956E-4
4.003210875E0,-1.588480547E-3,1.088407822E-3,-1.048297039E-3
4.103698875E0,-5.805324763E-4,-1.867809333E-4,4.912314471E-4
4.204186875E0,-4.947893322E-4,1.290862914E-3,5.016278010E-4
4.304675875E0,1.731244847E-4,-2.420088276E-5,6.073517725E-4
4.405163875E0,1.911472529E-3,2.131484915E-3,-1.096333144E-3
4.505652875E0,-1.199547201E-3,1.751244999E-3,-7.511521690E-4
4.606140875E0,-1.951279119E-4,-1.063981559E-3,1.624646829E-3
4.706629000E0,5.696034059E-4,1.198233105E-3,-9.052751120E-4
4.807117000E0,-6.189197302E-5,-1.235320233E-4,3.925110213E-4
4.907606000E0,-5.695736036E-4,7.783356123E-4,1.734054880E-3
5.008094000E0,-1.619048417E-3,6.043580361E-4,-5.819802172E-4
5.108583000E0,3.189928830E-4,-1.912790816E-3,-2.376721241E-4
5.209071000E0,-1.142965630E-3,-7.177577354E-4,1.006550621E-3
5.309560000E0,1.250517555E-3,-7.963664830E-4,1.046922524E-3
5.410048000E0,4.845131189E-4,7.878146134E-4,-1.923188102E-4
5.510537000E0,1.924282871E-3,2.291211858E-3,5.358380731E-4
5.611025000E0,-6.891638041E-4,4.109465517E-4,1.966350479E-3
5.711514542E0,2.085894346E-3,4.177675582E-4,-2.143805847E-3
5.812002542E0,-5.688546225E-4,-1.411277335E-3,-1.484744716E-4
5.912491542E0,-2.437401563E-3,-2.186225727E-3,5.128367338E-4
6.012979542E0,-8.755521849E-4,-3.962498158E-5,6.753932685E-4
6.113468542E0,1.592064276E-3,-3.041327000E-5,-1.214218093E-3
6.213956542E0,8.485661820E-4,-2.562799025E-3,-4.052892327E-4
6.314445542E0,1.377834007E-3,-1.174203120E-3,-9.838650003E-4
6.414933542E0,-8.048284799E-4,-5.274130963E-4,7.290083449E-4
6.515422542E0,6.824014708E-4,-9.760730900E-4,8.833361790E-6
6.615910542E0,9.110784158E-4,1.449727919E-3,4.563198891E-4
6.716398167E0,1.950652339E-3,1.769842114E-3,7.709930651E-4
6.816887167E0,-1.434199512E-4,6.447252817E-4,-6.878403947E-4
6.917375167E0,1.489241607E-3,-7.007177919E-5,6.783932913E-4
7.017864167E0,-1.513597555E-3,9.256117046E-4,1.724793809E-3
7.118352167E0,-6.518540904E-4,-8.886833675E-4,-6.414128002E-4
7.218840167E0,-2.550361678E-3,-9.515462443E-4,1.137638697E-3
7.319329167E0,-3.971316852E-3,5.152928643E-4,-1.214980613E-3
7.419817167E0,-1.930833794E-3,1.752773300E-3,-2.246686723E-3
7.520305167E0,4.136236385E-4,1.336326357E-3,-3.108584788E-4
7.620794167E0,1.898127608E-3,1.065417659E-3,6.530568935E-4
7.721282125E0,1.919839531E-3,9.929910302E-4,-1.931734849E-3
7.821770125E0,-2.715338953E-3,1.226937864E-3,7.048752159E-4
7.922258125E0,-9.966073558E-4,-6.630406715E-4,1.669788035E-3
8.022747125E0,-6.345035508E-4,-7.669595070E-4,1.719815889E-3
8.123235125E0,-1.140679233E-3,5.605928600E-4,6.152803544E-4
8.223723125E0,-1.650542952E-3,5.449480377E-4,-1.074706670E-4
8.324211125E0,1.629596576E-3,-1.572303008E-3,5.359132774E-5
8.424700125E0,8.410029113E-5,-1.807107124E-3,3.663362004E-4
8.525188125E0,2.760933712E-4,1.083697658E-3,-3.691941965E-4
8.625676125E0,1.385138370E-3,2.445918974E-3,3.206292167E-4
8.726167750E0,-1.902110875E-3,-1.371111721E-4,1.138663385E-3
8.826655750E0,-1.772224903E-3,-4.332480021E-4,-1.282190671E-3
8.927143750E0,9.443890303E-5,-7.582856342E-4,-7.671420462E-4
9.027631750E0,1.115584746E-3,-1.862318721E-3,-1.609748928E-3
9.128120750E0,1.722387969E-5,-2.183380071E-3,-1.419236301E-3
9.228608750E0,4.625748843E-4,4.249839112E-4,1.453366829E-3
9.329096750E0,1.528188586E-3,-1.461857930E-3,4.705169704E-4
9.429584750E0,-2.050902694E-4,1.848014537E-3,9.204854723E-4
9.530072750E0,-3.310833126E-4,3.272760659E-3,2.613663673E-4
9.630560750E0,3.396440297E-5,3.492645454E-3,-2.075416734E-3
9.731049000E0,-5.868813023E-4,-2.232015133E-3,8.363905363E-4
9.831537000E0,-5.586501211E-4,-7.580094971E-4,4.554889165E-4
9.932025000E0,6.104679778E-4,-4.338291474E-4,3.195996396E-5
1.003251300E1,2.410520799E-3,-6.180517375E-4,-5.881350953E-4
