"Time (s)","X (µT)","Y (µT)","Z (µT)"
8.541699999E-2,-4.378104401E1,3.032545853E1,4.515572548E0
1.859070000E-1,-4.380718231E1,3.040699387E1,5.051914215E0
2.863970000E-1,-4.383339691E1,3.047515106E1,4.722479820E0
3.868880000E-1,-4.378851318E1,3.047565842E1,4.681509972E0
4.873780000E-1,-4.386322021E1,3.062962723E1,4.683402061E0
5.878680000E-1,-4.382303619E1,3.050366211E1,4.708973885E0
6.883577917E-1,-4.378420258E1,3.043803406E1,4.712510109E0
7.888487916E-1,-4.379830170E1,3.039521027E1,4.730531693E0
8.893387917E-1,-4.376799774E1,3.043029404E1,4.635128021E0
9.898287917E-1,-4.381189728E1,3.050171280E1,4.786549091E0
1.090318792E0,-4.377158356E1,3.034420013E1,4.961146355E0
1.190809792E0,-4.376797485E1,3.024001312E1,4.892692566E0
1.291299792E0,-4.379070282E1,3.035955429E1,4.843896866E0
1.391789792E0,-4.383769226E1,3.047195816E1,4.612835884E0
1.492279792E0,-4.377705383E1,3.036875916E1,4.599596977E0
1.592770792E0,-4.382627869E1,3.055157852E1,4.593052864E0
1.693261125E0,-4.374345398E1,3.044653702E1,4.658687592E0
1.793751125E0,-4.394548035E1,3.052698135E1,4.537159920E0
1.894241125E0,-4.378308868E1,3.045447159E1,4.633650780E0
1.994731125E0,-4.376352692E1,3.039857483E1,4.689150333E0
2.095222125E0,-4.383560181E1,3.052599335E1,4.553129673E0
2.195712125E0,-4.388271332E1,3.046847534E1,4.367296219E0
2.296202125E0,-4.381749725E1,3.040840530E1,4.383690357E0
2.396692125E0,-4.382823181E1,3.048903656E1,4.273410320E0
2.497182125E0,-4.375665283E1,3.032688522E1,4.507673264E0
2.597673125E0,-4.388687134E1,3.049745560E1,4.426990509E0
2.698163292E0,-4.375682068E1,3.043482971E1,4.378062725E0
2.798653292E0,-4.383271027E1,3.040349960E1,4.304231644E0
2.899143292E0,-4.379259491E1,3.055191422E1,4.493264198E0
2.999633292E0,-4.386450958E1,3.039154434E1,4.251935959E0
3.100123292E0,-4.389191437E1,3.043176651E1,4.219997883E0
3.200614292E0,-4.386746216E1,3.052786255E1,4.517145634E0
3.301104292E0,-4.379090118E1,3.049517822E1,4.352476120E0
3.401594292E0,-4.379457855E1,3.047089767E1,4.522114754E0
3.502084292E0,-4.374781799E1,3.051299286E1,4.465213776E0
3.602574292E0,-4.376672363E1,3.046985626E1,4.483051300E0
