"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
7.536856250E-1,-4.032214737E1,1.986138916E1,4.248803616E0,4.514867307E1
7.637346250E-1,-4.029946136E1,1.982938004E1,4.273373127E0,4.511665565E1
7.737836250E-1,-4.028395081E1,1.987417221E1,4.259232521E0,4.512117546E1
7.838326250E-1,-4.031931686E1,1.998776245E1,4.266713619E0,4.520357071E1
7.938816250E-1,-4.032687378E1,2.000805092E1,4.271091461E0,4.521969784E1
8.039306250E-1,-4.036065674E1,2.002890015E1,4.451883316E0,4.527646981E1
8.139796250E-1,-4.035086441E1,2.001079750E1,4.580798626E0,4.527259647E1
8.240296250E-1,-4.036013794E1,2.000002289E1,4.520074844E0,4.526999809E1
8.340786250E-1,-4.039217377E1,1.994210434E1,4.345689297E0,4.525594152E1
8.441276250E-1,-4.038424301E1,2.000813293E1,4.213150501E0,4.526547364E1
8.541766250E-1,-4.033820343E1,1.995761108E1,4.241590500E0,4.520473411E1
8.642256250E-1,-4.038730621E1,1.994534683E1,4.248855114E0,4.524382978E1
8.742746250E-1,-4.036988831E1,1.996919250E1,4.280417442E0,4.524177831E1
8.843236250E-1,-4.040779877E1,2.001145554E1,4.298700809E0,4.529599742E1
8.943736250E-1,-4.043034363E1,2.000773239E1,4.249925137E0,4.530986543E1
9.044226250E-1,-4.039602280E1,2.002463913E1,4.294028759E0,4.529087671E1
9.144716250E-1,-4.039382935E1,2.002547836E1,4.392828465E0,4.529876571E1
9.245206250E-1,-4.039228058E1,1.996434784E1,4.465441227E0,4.527749640E1
9.345696250E-1,-4.044361115E1,2.000971603E1,4.455477238E0,4.534231683E1
9.446186250E-1,-4.038899994E1,1.996885681E1,4.403224945E0,4.527046441E1
9.546676250E-1,-4.045735931E1,1.999719048E1,4.313349724E0,4.533531223E1
