"Time (s)","X (µT)","Y (µT)","Z (µT)"
4.773399999E-2,1.783570099E1,-2.703938484E-1,-4.323073578E1
1.482270000E-1,1.790407372E1,-3.307576180E-1,-4.340366364E1
2.487237500E-1,1.798839569E1,-5.196995735E-1,-4.285297394E1
3.492167500E-1,1.782221222E1,-9.544672966E-1,-4.252432251E1
4.497097500E-1,1.773537445E1,-9.425144196E-1,-4.224620056E1
5.502027500E-1,1.776802635E1,-8.350481987E-1,-4.280724335E1
6.506957500E-1,1.774049377E1,-8.303208351E-1,-4.271500397E1
7.511897500E-1,1.773387909E1,-6.984405518E-1,-4.296055603E1
8.516827500E-1,1.771713066E1,-9.089021683E-1,-4.258040619E1
9.521757500E-1,1.774154282E1,-7.028160095E-1,-4.289642334E1
1.052668750E0,1.779218483E1,-6.465973854E-1,-4.300494385E1
1.153161750E0,1.777665520E1,-6.648125648E-1,-4.315515900E1
1.253650708E0,1.788576508E1,-7.559237480E-1,-4.282520294E1
1.354143708E0,1.781211281E1,-6.974482536E-1,-4.316641235E1
1.454636708E0,1.773885345E1,-6.836910248E-1,-4.311032867E1
1.555130708E0,1.787815857E1,-9.473037720E-1,-4.277581787E1
1.655623708E0,1.786603737E1,-8.757419586E-1,-4.312991333E1
1.756116708E0,1.777326393E1,-7.929811478E-1,-4.316926575E1
1.856609708E0,1.775854492E1,-7.051444054E-1,-4.311027527E1
1.957102708E0,1.778171539E1,-6.865262985E-1,-4.297878265E1
2.057595708E0,1.785910797E1,-6.943435669E-1,-4.306436157E1
2.158088708E0,1.777240944E1,-5.754261017E-1,-4.323664093E1
2.258582708E0,1.789914131E1,-6.841058731E-1,-4.312880707E1
2.359075708E0,1.786182785E1,-4.958252907E-1,-4.306851959E1
2.459568708E0,1.785289192E1,-4.717669487E-1,-4.331973267E1
2.560062708E0,1.791696358E1,-6.660380363E-1,-4.320801544E1
2.660555708E0,1.784745216E1,-5.049018860E-1,-4.338345337E1
2.761048708E0,1.800927162E1,-5.813536644E-1,-4.307669830E1
2.861541708E0,1.797282410E1,-7.139587402E-1,-4.315261841E1
2.962034708E0,1.802714729E1,-7.251482010E-1,-4.317424011E1
3.062527708E0,1.805776405E1,-7.060766220E-1,-4.335880280E1
3.163020708E0,1.799664879E1,-7.187805176E-1,-4.326728821E1
3.263513333E0,1.800123405E1,-6.945648193E-1,-4.342681885E1
3.364006333E0,1.803313637E1,-6.373958588E-1,-4.338085938E1
3.464499333E0,1.807228470E1,-6.624050140E-1,-4.346731567E1
3.564992333E0,1.795619392E1,-5.049600601E-1,-4.318689728E1
3.665485333E0,1.805265617E1,-5.973396301E-1,-4.334855652E1
3.765978333E0,1.798123932E1,-6.222281456E-1,-4.331201172E1
3.866471333E0,1.800205231E1,-5.436439514E-1,-4.327600098E1
3.966964333E0,1.783003998E1,-4.699840546E-1,-4.329146576E1
4.067457333E0,1.798327637E1,-5.812854767E-1,-4.295529938E1
4.167950333E0,1.793475151E1,-4.332098961E-1,-4.324964905E1
4.268442958E0,1.792500114E1,-5.549497604E-1,-4.348023224E1
4.368935958E0,1.794078255E1,-5.228219032E-1,-4.339411926E1
4.469428958E0,1.794653702E1,-6.727190018E-1,-4.333173370E1
4.569921958E0,1.800733566E1,-5.752015114E-1,-4.347865295E1
4.670414958E0,1.798752975E1,-6.254987717E-1,-4.332917786E1
4.770907958E0,1.806111336E1,-7.856392860E-1,-4.260174561E1
4.871400958E0,1.803851318E1,-6.738018990E-1,-4.292528534E1
4.971893958E0,1.810222816E1,-6.847209930E-1,-4.291165161E1
5.072385958E0,1.816757202E1,-7.421851158E-1,-4.299268341E1
5.172878958E0,1.802163506E1,-7.027792931E-1,-4.287507629E1
5.273372583E0,1.801855850E1,-6.699204445E-1,-4.296247864E1
5.373865583E0,1.801366997E1,-8.008723259E-1,-4.285999298E1
5.474358583E0,1.794319534E1,-6.059575081E-1,-4.270912933E1
5.574851583E0,1.798243332E1,-7.698659897E-1,-4.275615692E1
5.675344583E0,1.809894371E1,-9.600772858E-1,-4.265544891E1
5.775837583E0,1.788372231E1,-5.902585983E-1,-4.322182465E1
5.876330583E0,1.791300774E1,-5.688695908E-1,-4.298384094E1
5.976823583E0,1.796431541E1,-6.563405991E-1,-4.296514130E1
6.077316583E0,1.777212906E1,-4.695658684E-1,-4.320533752E1
6.177809583E0,1.781739998E1,-3.216853142E-1,-4.345243073E1
6.278302500E0,1.780724335E1,-2.855725288E-1,-4.349278259E1
6.378795500E0,1.788262367E1,-4.074726105E-1,-4.332342529E1
6.479288500E0,1.788886452E1,-5.756745338E-1,-4.331110382E1
6.579782500E0,1.797245216E1,-5.347318649E-1,-4.312190247E1
6.680275500E0,1.791459465E1,-3.378524780E-1,-4.366946411E1
6.780768500E0,1.788316345E1,-5.354504585E-1,-4.360803223E1
6.881261500E0,1.791696167E1,-5.893363953E-1,-4.314398956E1
6.981754500E0,1.800167656E1,-5.131268501E-1,-4.317541504E1
7.082248500E0,1.802193832E1,-5.831642151E-1,-4.296384430E1
7.182741500E0,1.801411057E1,-5.570821762E-1,-4.331885529E1
7.283235083E0,1.797259521E1,-4.159779549E-1,-4.350669098E1
7.383729083E0,1.790892982E1,-3.418612480E-1,-4.350916290E1
7.484222083E0,1.793793488E1,-5.413322449E-1,-4.339313507E1
7.584715083E0,1.791730118E1,-4.958858490E-1,-4.381024170E1
7.685209083E0,1.801202393E1,-4.340801239E-1,-4.355090332E1
7.785702083E0,1.780596542E1,-3.604369164E-1,-4.385172272E1
7.886196083E0,1.778155708E1,-2.108845711E-1,-4.368096161E1
7.986689083E0,1.777114296E1,-2.778825760E-1,-4.367729950E1
8.087183083E0,1.785865784E1,-4.543938637E-1,-4.349197388E1
8.187676083E0,1.779852295E1,-3.393821716E-1,-4.388502502E1
8.288169458E0,1.786894989E1,-4.280757904E-1,-4.380091095E1
8.388662458E0,1.784309769E1,-3.620834351E-1,-4.370175171E1
8.489156458E0,1.790041161E1,-4.721145630E-1,-4.330280304E1
8.589649458E0,1.787618256E1,-4.744734764E-1,-4.336994934E1
8.690143458E0,1.786711502E1,-4.064145088E-1,-4.377896881E1
8.790636458E0,1.787760735E1,-3.657951355E-1,-4.363896942E1
8.891130458E0,1.795341682E1,-5.754117966E-1,-4.370848846E1
8.991623458E0,1.796693993E1,-5.211992264E-1,-4.338899994E1
9.092117458E0,1.801497269E1,-5.279922485E-1,-4.326816559E1
9.192611458E0,1.791200638E1,-4.314208031E-1,-4.361862183E1
9.293104208E0,1.802112961E1,-4.679613113E-1,-4.343357849E1
9.393598208E0,1.787630844E1,-4.291019440E-1,-4.354900360E1
9.494092208E0,1.784586525E1,-4.893007278E-1,-4.317631531E1
9.594585208E0,1.793030739E1,-3.399014473E-1,-4.329982758E1
9.695079208E0,1.781249428E1,-2.844152451E-1,-4.357436371E1
9.795573208E0,1.783206940E1,-3.729772568E-1,-4.337642670E1
9.896066208E0,1.781699181E1,-3.919587135E-1,-4.371587372E1
9.996560208E0,1.796859169E1,-5.397057533E-1,-4.334391022E1
1.009705421E1,1.806736565E1,-5.743198395E-1,-4.328955841E1
1.019754721E1,1.800413132E1,-5.460972786E-1,-4.335222626E1
1.029804133E1,1.787380409E1,-2.932395935E-1,-4.361157990E1
1.039853533E1,1.793941307E1,-3.384089470E-1,-4.321644592E1
1.049902833E1,1.784415436E1,-3.026094437E-1,-4.364065552E1
1.059952233E1,1.792753792E1,-4.664187431E-1,-4.302611542E1
1.070001633E1,1.797623062E1,-3.977928162E-1,-4.297633362E1
1.080051033E1,1.795491791E1,-5.113806725E-1,-4.353609467E1
1.090100333E1,1.795769691E1,-2.921695709E-1,-4.358798981E1
1.100149733E1,1.792945862E1,-3.791937828E-1,-4.349043274E1
1.110199133E1,1.804374695E1,-4.181647301E-1,-4.322326660E1
1.120248533E1,1.802081680E1,-4.063310623E-1,-4.312967682E1
1.130297833E1,1.788076019E1,-3.187904358E-1,-4.342948151E1
1.140347233E1,1.791565704E1,-2.594761848E-1,-4.339895630E1
1.150396633E1,1.789427376E1,-2.944979668E-1,-4.342996979E1
1.160446033E1,1.793086433E1,-2.397060394E-1,-4.318810272E1
1.170495333E1,1.785980415E1,-3.308138847E-1,-4.324785614E1
1.180544733E1,1.781917953E1,-2.994627953E-1,-4.364411163E1
1.190594133E1,1.790768623E1,-1.689014435E-1,-4.375624847E1
1.200643533E1,1.783998489E1,-1.676211357E-1,-4.361413574E1
1.210692833E1,1.786488342E1,-2.372813225E-1,-4.317665863E1
1.220742233E1,1.783888054E1,-2.962918282E-1,-4.357059479E1
1.230791612E1,1.788494492E1,-3.875665665E-1,-4.356871796E1
1.240841013E1,1.788983727E1,-2.891712189E-1,-4.339895630E1
1.250890313E1,1.791514015E1,-3.413953781E-1,-4.352914429E1
