"Time (s)","X (µT)","Y (µT)","Z (µT)"
5.024000013E-3,-2.504862785E0,1.985767365E1,-4.521000671E1
1.105340000E-1,-2.474895477E0,1.979923630E1,-4.518603516E1
2.160440000E-1,-2.449042320E0,1.965575027E1,-4.458509827E1
3.215550000E-1,-2.492503166E0,1.981897354E1,-4.504749298E1
4.270650000E-1,-2.556370735E0,1.989760590E1,-4.508367920E1
5.325750000E-1,-2.539292336E0,1.984032822E1,-4.506726837E1
6.380850000E-1,-2.522312164E0,1.986669922E1,-4.508928680E1
7.435950000E-1,-2.625489235E0,1.986447144E1,-4.486539459E1
8.491035000E-1,-2.539252281E0,1.980645943E1,-4.488358307E1
9.546135000E-1,-2.537324905E0,1.969164658E1,-4.452700806E1
1.060123500E0,-2.566765785E0,1.990318871E1,-4.478012848E1
1.165633500E0,-2.437457085E0,1.994496536E1,-4.458939362E1
1.271143500E0,-2.558184624E0,1.989985466E1,-4.488857269E1
1.376653500E0,-2.579661369E0,2.004390335E1,-4.505778503E1
1.482163500E0,-2.701444626E0,2.010559082E1,-4.516435242E1
1.587673500E0,-2.551656723E0,1.990183449E1,-4.476281738E1
1.693183500E0,-2.673666954E0,2.010612869E1,-4.528224945E1
1.798693500E0,-2.550010681E0,2.001679230E1,-4.516281891E1
1.904204250E0,-2.615155220E0,2.011539841E1,-4.473308563E1
2.009714250E0,-2.699503899E0,1.997165108E1,-4.504270172E1
2.115224250E0,-2.666132927E0,2.015671921E1,-4.500802612E1
2.220734250E0,-2.499570847E0,1.984610176E1,-4.510956573E1
2.326244250E0,-2.451322556E0,2.003755951E1,-4.492543030E1
2.431754250E0,-2.522121429E0,2.002907944E1,-4.512538910E1
2.537264250E0,-2.554903984E0,1.991968536E1,-4.503811646E1
2.642774250E0,-2.602077484E0,2.017107964E1,-4.489861298E1
2.748284250E0,-2.622874260E0,2.006590271E1,-4.490760803E1
2.853794792E0,-2.534551620E0,1.998534203E1,-4.492915344E1
2.959303792E0,-2.510998726E0,1.987572861E1,-4.445030212E1
3.064813792E0,-2.602868080E0,1.992539406E1,-4.439241791E1
3.170323792E0,-2.619688034E0,2.007498932E1,-4.439879608E1
3.275833792E0,-2.372579575E0,1.965327454E1,-4.337615967E1
3.381343792E0,-2.521474838E0,2.008742714E1,-4.476306152E1
3.486853792E0,-2.625862122E0,2.002451706E1,-4.473193359E1
3.592362792E0,-2.645327568E0,1.994571304E1,-4.495841217E1
3.697872792E0,-2.577226639E0,1.998304749E1,-4.500492096E1
3.803382792E0,-2.569265366E0,2.007775116E1,-4.512248993E1
3.908895917E0,-2.681569099E0,1.997673035E1,-4.505886841E1
4.014405917E0,-2.654241562E0,2.000058174E1,-4.487498474E1
4.119914917E0,-2.740191460E0,2.012086296E1,-4.508942413E1
4.225424917E0,-2.708945274E0,2.015123177E1,-4.532196045E1
4.330934917E0,-2.714168549E0,2.015608978E1,-4.552663422E1
4.436444917E0,-2.642421722E0,2.001814270E1,-4.526925659E1
4.541954917E0,-2.600122452E0,2.021216774E1,-4.516691589E1
4.647463917E0,-2.690141678E0,2.023923111E1,-4.519023132E1
4.752973917E0,-2.553947449E0,2.024093246E1,-4.505118561E1
4.858479625E0,-2.543731689E0,2.033228683E1,-4.499078369E1
4.963989625E0,-2.485143661E0,2.024150848E1,-4.489344788E1
5.069498625E0,-2.510880470E0,2.014768410E1,-4.517050171E1
5.175008625E0,-2.635296822E0,2.017462540E1,-4.526988220E1
5.280518625E0,-2.582118034E0,2.038343048E1,-4.510004425E1
5.386027625E0,-2.535395622E0,2.018472099E1,-4.501663208E1
5.491537625E0,-2.469436646E0,2.012394714E1,-4.494318390E1
5.597047625E0,-2.544651031E0,2.010160446E1,-4.504143524E1
5.702556625E0,-2.583992958E0,2.016519928E1,-4.483272552E1
5.808066625E0,-2.614610672E0,2.035390472E1,-4.496540833E1
5.913577625E0,-2.486481667E0,2.012031174E1,-4.519095612E1
6.019086625E0,-2.574218750E0,2.013170242E1,-4.514809418E1
6.124596625E0,-2.560438156E0,2.022932625E1,-4.518110657E1
6.230106625E0,-2.579158783E0,2.021218109E1,-4.529887390E1
6.335615625E0,-2.607057571E0,2.034506989E1,-4.523931885E1
6.441125625E0,-2.504404068E0,2.012131119E1,-4.525830078E1
6.546635625E0,-2.562049866E0,2.008215332E1,-4.519646454E1
6.652144625E0,-2.488677025E0,2.015170670E1,-4.510614777E1
6.757654625E0,-2.427038193E0,2.000614166E1,-4.493915558E1
6.863162500E0,-2.427844048E0,2.017997742E1,-4.485256958E1
6.968672500E0,-2.500612259E0,2.016490555E1,-4.502098083E1
7.074182500E0,-2.335339546E0,2.008234406E1,-4.474162292E1
7.179691500E0,-2.436214447E0,2.005276108E1,-4.479351807E1
7.370613500E0,-2.458095551E0,1.994255066E1,-4.499291992E1
7.471099500E0,-2.555185318E0,2.010604477E1,-4.502227020E1
7.571584500E0,-2.533897400E0,2.006507301E1,-4.480879974E1
7.672069500E0,-2.541455269E0,2.010444260E1,-4.479217529E1
7.772554500E0,-2.545869827E0,2.007749557E1,-4.498397827E1
7.873040542E0,-2.580554962E0,2.023184967E1,-4.502690887E1
7.973525542E0,-2.516289711E0,2.007109833E1,-4.503704834E1
8.074010542E0,-2.529394150E0,1.995002174E1,-4.481575775E1
8.174496542E0,-2.477027893E0,1.993572807E1,-4.488547516E1
8.274981542E0,-2.564597130E0,1.997549438E1,-4.512823486E1
8.375466542E0,-2.553491592E0,2.009163094E1,-4.511137390E1
8.475951542E0,-2.504849434E0,2.002483749E1,-4.510726929E1
8.576436542E0,-2.534908295E0,2.009801674E1,-4.496859741E1
8.676922542E0,-2.463904381E0,1.987264252E1,-4.461328888E1
8.777407542E0,-2.539628029E0,1.999639320E1,-4.466012573E1
8.877892375E0,-2.501891136E0,1.992891884E1,-4.459549713E1
8.978377375E0,-2.526535988E0,2.016353226E1,-4.489379883E1
9.078863375E0,-2.586954117E0,2.022370911E1,-4.509027863E1
9.179348375E0,-2.608730316E0,2.029687500E1,-4.516141510E1
9.279833375E0,-2.612551689E0,2.030112457E1,-4.504758453E1
9.380318375E0,-2.487913132E0,2.023311234E1,-4.512856293E1
9.480803375E0,-2.611817360E0,2.031452751E1,-4.504325104E1
9.581289375E0,-2.594843864E0,2.020365143E1,-4.492388916E1
9.681774375E0,-2.690379143E0,2.010808182E1,-4.505040741E1
9.782259375E0,-2.520325661E0,2.007741928E1,-4.508167267E1
9.882745500E0,-2.603261948E0,2.024292755E1,-4.511802673E1
9.983230500E0,-2.642735481E0,2.016881943E1,-4.520446777E1
1.008371550E1,-2.530351639E0,2.003440094E1,-4.485378265E1
1.018420150E1,-2.707445145E0,2.017594337E1,-4.519208527E1
1.028468650E1,-2.607001305E0,2.022011375E1,-4.541069794E1
1.038517150E1,-2.683018684E0,2.020884323E1,-4.517697144E1
1.048565650E1,-2.689004898E0,2.040888786E1,-4.527329254E1
