"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
0.000000000E0,-3.277948126E-4,1.762452070E-3,-1.722029410E-3
1.005010000E-1,3.634486347E-4,-9.854957461E-4,-1.395425526E-3
2.010030000E-1,6.253765896E-4,3.320400137E-3,7.587894797E-4
3.015050000E-1,8.237836882E-4,5.334876478E-4,-1.389862038E-3
4.020070000E-1,3.324085847E-4,-7.951054722E-4,5.110923667E-4
5.025080000E-1,-3.398787230E-4,7.029771805E-4,2.583796158E-4
6.030100000E-1,1.157591119E-3,-1.841303427E-3,-3.889398649E-4
7.035116250E-1,1.778326929E-3,1.062948257E-3,-6.921421736E-4
8.040136250E-1,1.819775440E-3,1.068210695E-3,2.788383979E-3
9.045156250E-1,-6.916653365E-5,-8.962024003E-4,-8.387435228E-4
1.005017625E0,1.405733638E-3,-1.151838806E-3,-1.192449359E-3
1.105518625E0,9.744791314E-4,9.141727351E-4,1.116649481E-3
1.206020625E0,9.612636641E-4,1.075699460E-3,-8.713391144E-4
1.306522625E0,-8.702129126E-4,-5.044857971E-4,1.643578522E-3
1.407024625E0,1.090263017E-3,-6.159730256E-4,-2.267381642E-4
1.507526625E0,8.174628019E-4,1.304773614E-4,8.281925693E-5
1.608027625E0,1.900767908E-3,5.605984479E-4,8.726604283E-4
1.708533250E0,1.189228147E-3,1.070911996E-3,-1.239380566E-3
1.809034250E0,-6.485003978E-4,2.383813262E-4,2.367894165E-3
1.909536250E0,1.281577162E-3,-4.979050718E-4,2.913922071E-5
2.010037250E0,-1.715493388E-3,-1.061962452E-3,-1.144511625E-4
2.110538250E0,8.962769061E-5,-5.685165524E-4,-2.983625047E-3
2.211039250E0,2.193630673E-3,2.799837384E-3,-3.295396455E-3
2.311540250E0,1.804331318E-3,-1.617763657E-3,-1.053625252E-3
2.412042250E0,3.022878431E-3,-2.113685012E-3,1.932783984E-3
2.512543250E0,2.051078714E-3,2.649632748E-3,2.276361920E-5
2.613044250E0,2.084936947E-3,3.324444406E-4,4.977318458E-4
2.713545000E0,1.270273700E-3,2.909795847E-3,-3.275929252E-3
2.814046000E0,1.413894817E-3,-9.699543007E-4,2.415895462E-3
2.914548000E0,1.982646063E-3,7.529547438E-4,4.164392594E-4
3.015049000E0,-2.625714988E-4,-5.174307153E-4,5.365828983E-4
3.115550000E0,1.542772166E-3,6.896466948E-4,5.490917247E-4
3.216051000E0,7.237624377E-4,1.786173787E-3,-3.113050479E-4
3.316553000E0,3.806538880E-4,4.328922369E-4,7.261103019E-5
3.417054000E0,-4.159398377E-4,-2.482607961E-4,7.095190231E-4
3.517555000E0,-3.347169608E-3,1.633658540E-3,-3.901729360E-5
3.618057000E0,-1.714796759E-3,-1.128553879E-3,-1.092765713E-3
3.718558125E0,-3.753369674E-4,8.521578275E-4,1.320108306E-3
3.819060125E0,-7.623825222E-4,1.209428534E-3,-2.789918799E-4
3.919561125E0,-3.040347248E-3,-1.449458301E-3,2.764132805E-4
4.020063125E0,-2.925760113E-3,6.252238527E-4,-1.218080753E-3
4.120564125E0,2.589821815E-4,-2.194754779E-3,-3.400631249E-5
4.221066125E0,8.365185931E-4,1.644412056E-3,1.002195757E-3
4.321567125E0,9.252531454E-4,-2.633318771E-3,2.156457165E-3
4.422069125E0,8.301036432E-4,2.816511318E-3,1.950178528E-3
4.522570125E0,7.841698825E-4,-8.691372350E-4,-1.878682291E-3
4.623072125E0,2.029231749E-3,9.047910571E-4,-4.982491955E-4
4.723569250E0,-2.988390625E-3,-1.239250414E-3,1.698389882E-3
4.824071250E0,-8.857380599E-4,7.315669209E-4,4.592516925E-4
4.924573250E0,2.584884875E-3,6.194803864E-4,-1.261078287E-4
5.025074250E0,6.833951920E-4,1.353807747E-4,6.384805311E-4
5.125576250E0,-1.166229136E-3,-3.933743574E-4,-1.584272832E-5
5.226078250E0,-2.242720686E-3,6.981347688E-4,7.705157623E-5
5.326579250E0,1.248132437E-3,2.706090920E-3,-5.508873146E-4
5.427081250E0,-1.943177544E-3,-5.630911328E-4,-1.456308528E-3
5.527583250E0,-1.537553035E-3,-1.508342568E-3,1.571184956E-3
5.628084250E0,-8.010091260E-4,3.858907148E-4,2.560927533E-5
5.728590000E0,-2.886159346E-3,1.519818790E-3,-3.883785103E-4
5.829092000E0,8.669979870E-4,5.745948292E-4,4.954831675E-4
5.929594000E0,-2.205124125E-3,4.891180433E-4,6.188044790E-4
6.030095000E0,6.277821958E-4,-1.087500714E-4,9.552845731E-4
6.130597000E0,2.781003714E-3,-1.993575599E-3,1.430556644E-3
6.231099000E0,-9.308457375E-4,-2.389949746E-3,9.923793841E-4
6.331601000E0,1.548784785E-3,2.428255975E-4,-4.988438450E-4
6.432102000E0,2.706139348E-3,5.965186283E-4,-1.063495874E-4
6.532604000E0,1.442616805E-3,-6.179888733E-4,-1.264831983E-3
6.633106000E0,-3.710389137E-5,-2.131012268E-3,-1.806474756E-4
6.733605000E0,1.511058770E-3,1.196024008E-3,1.280033262E-3
6.834107000E0,8.159903809E-4,5.948389880E-4,-6.232620217E-5
6.934608000E0,1.736125909E-3,-3.171656281E-4,-8.107654285E-4
7.035110000E0,-1.000043936E-3,2.020294778E-3,-2.409641165E-4
7.135612000E0,-9.660329670E-5,1.253613271E-3,1.786937937E-4
7.236114000E0,-3.591366112E-4,1.458537765E-3,-5.562091246E-5
7.336616000E0,-9.991871193E-4,2.249884419E-4,-1.460265601E-3
7.437118000E0,6.494810805E-4,1.662747934E-3,1.198666869E-3
7.537620000E0,6.994232535E-4,2.909732983E-3,2.140869154E-3
7.638121000E0,-7.892083377E-4,1.643401105E-3,1.325901598E-3
7.738622125E0,8.725039661E-4,2.434509806E-4,-7.468401454E-4
7.839124125E0,-1.680655405E-4,-1.071773004E-3,2.604762558E-4
7.939626125E0,-5.141869187E-4,-8.887047879E-4,-4.999518860E-4
8.040128125E0,7.290085778E-4,1.977395732E-3,-5.991356447E-4
8.140630125E0,2.466313541E-3,3.544650972E-4,-3.862322774E-4
8.241132125E0,2.465546131E-4,-5.211015232E-4,-8.786197286E-4
8.341634125E0,1.603963785E-3,2.325627021E-3,-2.372095827E-3
8.442136125E0,1.672245562E-3,-8.476278745E-4,1.155066770E-3
8.542638125E0,1.824834384E-3,-6.539938040E-4,-1.030166168E-4
8.643139125E0,-4.989514127E-4,-1.555653289E-4,7.113199681E-4
8.743641375E0,-7.078554481E-4,1.640980132E-3,1.706475858E-3
8.844143375E0,-3.838026896E-4,2.818681765E-3,-1.141499728E-3
8.944645375E0,4.839124158E-4,-4.993807524E-4,1.705433242E-4
9.045146375E0,-1.567722298E-3,1.702196896E-4,-8.397130296E-5
9.145648375E0,9.558340535E-4,1.704797149E-3,9.580429178E-4
9.246149375E0,4.262737930E-4,1.777464990E-3,1.242544036E-3
9.346650375E0,3.244737163E-4,1.825694460E-3,-1.824498177E-4
9.447152375E0,1.049720682E-3,4.659160040E-4,3.789693583E-4
9.547653375E0,-9.937025607E-4,4.601632245E-4,8.335020393E-4
9.648154375E0,3.208238631E-4,2.414655406E-3,-3.302809782E-4
9.748654500E0,1.030906104E-3,-1.729633659E-4,6.566478405E-4
9.849155500E0,-4.538055509E-4,1.669324934E-3,2.383561805E-3
9.949656500E0,5.733408034E-4,6.539048627E-5,-9.023607709E-5
1.005015650E1,1.742020249E-4,-5.324189551E-4,-5.203564651E-4
1.015065750E1,5.663810298E-4,1.397346146E-3,-1.561442856E-3
1.025115750E1,1.427743584E-3,1.637781039E-3,7.419961039E-4
1.035165750E1,6.971145049E-4,3.914070316E-3,-1.908874954E-3
1.045215750E1,1.011158340E-3,-1.163392328E-3,4.383898340E-5
1.055265750E1,1.431026496E-3,-3.412170336E-4,1.141394256E-3
1.065315750E1,2.618770115E-3,-2.540506888E-3,9.480756707E-4
1.075365713E1,1.129526645E-4,-1.827340107E-3,2.641565399E-3
1.085415713E1,1.418497413E-3,-1.196879428E-3,1.229763729E-3
1.095465713E1,1.588631421E-4,-1.003522892E-3,3.918360453E-4
1.105515713E1,-1.142565161E-3,-2.379310317E-4,1.141480170E-4
1.115565613E1,1.022505574E-3,-7.231533527E-4,-1.428660937E-3
1.125615613E1,-6.452016532E-4,-4.979348741E-4,6.708083674E-4
1.135665513E1,-3.643073142E-4,2.521043643E-4,9.305037092E-4
1.145715513E1,1.993736252E-3,-1.121700741E-3,5.255776923E-4
1.155765413E1,1.495338976E-3,-1.575012226E-3,-3.485276829E-4
1.165815312E1,-1.152286306E-3,2.339608036E-4,-3.463858739E-4
1.175865717E1,1.289328560E-3,1.240051351E-3,1.588397194E-3
1.185915617E1,7.297405973E-4,-1.938795205E-3,2.948814072E-4
1.195965517E1,-3.205183893E-4,1.324593090E-3,-9.028057102E-4
1.206015417E1,-9.669857100E-4,-2.159923315E-5,1.530055422E-3
1.216065317E1,-1.419495791E-3,1.320736017E-3,-7.843684871E-4
1.226115217E1,5.140304565E-4,1.348175574E-3,-8.435265627E-4
1.236165117E1,5.460130051E-4,-3.008352127E-3,-8.488062304E-4
1.246215017E1,-9.548822418E-4,-1.075832639E-3,-3.858390264E-4
1.256264917E1,-6.272830069E-4,8.114296943E-4,6.076011341E-4
1.266314817E1,-4.014465958E-5,2.677040175E-4,3.331080079E-4
