"Time (s)","X (µT)","Y (µT)","Z (µT)"
1.256199999E-2,3.422116852E1,-4.938241005E0,-4.423108292E1
1.180812500E-1,3.411515808E1,-4.971780777E0,-4.384515381E1
2.235972500E-1,3.422767639E1,-4.898410797E0,-4.391407013E1
3.291142500E-1,3.419517517E1,-4.922063828E0,-4.413785553E1
4.346302500E-1,3.417692566E1,-5.000940323E0,-4.388172150E1
5.401462500E-1,3.412978363E1,-4.684230804E0,-4.402029800E1
6.456632500E-1,3.418901825E1,-4.883927345E0,-4.342735672E1
7.511792500E-1,3.409370422E1,-4.807019234E0,-4.389793015E1
8.566952500E-1,3.416780853E1,-5.008412361E0,-4.381945801E1
9.622122500E-1,3.414456177E1,-4.871789932E0,-4.391991043E1
1.067728250E0,3.414722443E1,-4.892051697E0,-4.349783325E1
1.173241000E0,3.409860992E1,-4.900839806E0,-4.385334396E1
1.278757000E0,3.411554718E1,-4.887053490E0,-4.391250992E1
1.384274000E0,3.423500824E1,-4.918468475E0,-4.401457214E1
1.489790000E0,3.424003601E1,-4.683976173E0,-4.398356247E1
1.595306000E0,3.432474518E1,-4.810390472E0,-4.410050583E1
1.700822000E0,3.432559967E1,-4.913397789E0,-4.393388367E1
1.806339000E0,3.437972260E1,-5.052305222E0,-4.387693787E1
1.911855000E0,3.430303955E1,-5.028052330E0,-4.387868500E1
2.017371000E0,3.421562958E1,-5.088319778E0,-4.418550491E1
2.122886500E0,3.426717377E1,-4.882733345E0,-4.404125595E1
2.228402500E0,3.420613098E1,-4.992357254E0,-4.420555115E1
2.333918500E0,3.421775055E1,-4.947337151E0,-4.410998535E1
2.439434500E0,3.431508636E1,-5.021265030E0,-4.432902145E1
2.544950500E0,3.425563049E1,-5.030925751E0,-4.421755219E1
2.650467500E0,3.425363922E1,-5.003210068E0,-4.416938400E1
2.755983500E0,3.417993164E1,-4.954515457E0,-4.401539230E1
2.861499500E0,3.425106812E1,-5.075030327E0,-4.409183884E1
2.967015500E0,3.417830658E1,-4.962635040E0,-4.385877609E1
3.072531500E0,3.409840393E1,-5.052569389E0,-4.390942383E1
3.178047750E0,3.417825317E1,-4.985482216E0,-4.394247055E1
3.283563750E0,3.417298126E1,-5.055681229E0,-4.403030396E1
3.389079750E0,3.406037903E1,-4.830006599E0,-4.406730652E1
3.494595750E0,3.416146851E1,-4.914891243E0,-4.417312622E1
3.600111750E0,3.413222504E1,-4.847202301E0,-4.421732712E1
3.705627750E0,3.402875519E1,-5.010145187E0,-4.421517944E1
3.811143750E0,3.409447479E1,-4.904346466E0,-4.407437897E1
3.916659750E0,3.406533051E1,-4.974722862E0,-4.401340485E1
4.022175750E0,3.418514252E1,-4.946926117E0,-4.383142090E1
4.127690375E0,3.416442871E1,-4.898836136E0,-4.399934387E1
4.233206375E0,3.423347473E1,-5.030146599E0,-4.384216690E1
4.338722375E0,3.416663361E1,-4.974057198E0,-4.387557220E1
4.444238375E0,3.405618286E1,-5.060557365E0,-4.403052902E1
4.549754375E0,3.413079834E1,-4.898953438E0,-4.397636032E1
4.655270375E0,3.421970367E1,-4.922482491E0,-4.394971085E1
4.760786375E0,3.420339966E1,-4.940077782E0,-4.397586441E1
4.866302375E0,3.418650818E1,-4.954401970E0,-4.381660461E1
4.971817375E0,3.411334991E1,-4.881417274E0,-4.402025986E1
5.077333375E0,3.411619568E1,-4.904326439E0,-4.413511658E1
5.182849875E0,3.420173645E1,-4.916184425E0,-4.380105972E1
5.288365875E0,3.417818451E1,-4.821540833E0,-4.399200058E1
5.393881875E0,3.411876678E1,-4.911035538E0,-4.392888260E1
5.499396875E0,3.421265411E1,-4.869672775E0,-4.405199814E1
5.604912875E0,3.421370697E1,-4.780364037E0,-4.377512741E1
5.710428875E0,3.421825409E1,-4.882210732E0,-4.405689621E1
5.815944875E0,3.410616302E1,-5.004443169E0,-4.409727097E1
5.921459875E0,3.414141083E1,-4.980558395E0,-4.423788071E1
6.026975875E0,3.413976288E1,-4.917235374E0,-4.409964752E1
6.128724167E0,3.416603851E1,-4.959059715E0,-4.418426895E1
6.304583167E0,3.414753723E1,-4.986922264E0,-4.415060425E1
6.405075167E0,3.412726593E1,-4.898984909E0,-4.391610718E1
6.505566167E0,3.421852875E1,-5.013408661E0,-4.375640106E1
6.606057167E0,3.422502899E1,-4.957304001E0,-4.369207382E1
6.706548167E0,3.425098419E1,-5.033718109E0,-4.369568634E1
6.807039167E0,3.435043335E1,-4.970788002E0,-4.396862030E1
6.907530167E0,3.423915863E1,-4.910214424E0,-4.411153793E1
7.008021167E0,3.433288574E1,-4.959547043E0,-4.412862015E1
7.108512167E0,3.435095215E1,-4.968012810E0,-4.420290756E1
7.209006125E0,3.437857819E1,-5.057376862E0,-4.411981201E1
7.309497125E0,3.421594238E1,-4.921112061E0,-4.416841888E1
7.409988125E0,3.424270630E1,-5.079613686E0,-4.396940231E1
7.510479125E0,3.428318024E1,-4.957055092E0,-4.401494980E1
7.610970125E0,3.426981354E1,-4.781366348E0,-4.389313507E1
7.711461125E0,3.423216248E1,-4.916319847E0,-4.394873047E1
7.811952125E0,3.418730164E1,-4.798192978E0,-4.400726318E1
7.912443125E0,3.424343109E1,-4.881989479E0,-4.388940430E1
8.012934125E0,3.420707703E1,-4.909009933E0,-4.387122726E1
8.113425125E0,3.425140381E1,-4.976405144E0,-4.371487808E1
8.213912792E0,3.423864746E1,-4.946187973E0,-4.387318802E1
8.314403792E0,3.416938019E1,-4.973536491E0,-4.411468506E1
8.414893792E0,3.417047119E1,-4.962299347E0,-4.391653824E1
8.515384792E0,3.426325226E1,-4.979844093E0,-4.387712860E1
8.615875792E0,3.415341187E1,-4.818653107E0,-4.397789383E1
8.716366792E0,3.412620544E1,-4.828694344E0,-4.396325302E1
8.816857792E0,3.408642578E1,-4.653017998E0,-4.389452744E1
8.917348792E0,3.417741394E1,-4.751754761E0,-4.381501007E1
9.017839792E0,3.414930725E1,-4.812541962E0,-4.390285873E1
9.118329792E0,3.424555206E1,-4.938977242E0,-4.362562180E1
9.218820500E0,3.413221741E1,-4.718177795E0,-4.376699829E1
9.319311500E0,3.419172668E1,-4.710599899E0,-4.390983582E1
9.419802500E0,3.399647522E1,-4.745306969E0,-4.395052719E1
9.520292500E0,3.401336670E1,-4.808830261E0,-4.415314484E1
9.620783500E0,3.406396484E1,-4.790564537E0,-4.386256027E1
9.721274500E0,3.411531067E1,-4.658384323E0,-4.400610733E1
9.821765500E0,3.415848541E1,-4.821335793E0,-4.393712616E1
9.922255500E0,3.414378357E1,-4.944487572E0,-4.401046753E1
1.002274650E1,3.411509705E1,-4.816603661E0,-4.398377609E1
1.012323712E1,3.415264130E1,-4.828813553E0,-4.403245544E1
1.022372812E1,3.414824677E1,-4.868504524E0,-4.400592041E1
1.032421812E1,3.412548065E1,-4.779855728E0,-4.392364502E1
1.042470912E1,3.416426086E1,-4.855788231E0,-4.393088913E1
1.052520013E1,3.417752075E1,-4.825171471E0,-4.405966568E1
1.062569012E1,3.416927338E1,-4.795986176E0,-4.363932419E1
