"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
2.512999999E-3,-3.461670130E-4,-3.144309856E-3,1.368629746E-3
1.080350000E-1,2.854451537E-3,3.330027685E-4,-4.246528260E-4
2.135580000E-1,-2.448024228E-3,-2.028462477E-4,2.960576676E-4
3.190803750E-1,1.813377254E-3,-6.908401847E-4,-7.138331421E-5
4.246023750E-1,6.796792150E-5,1.749292482E-3,2.038490959E-3
5.301253750E-1,-1.305960119E-3,-2.165237907E-3,-2.598801162E-3
6.356483750E-1,-7.658358663E-5,8.712112904E-4,3.547826782E-5
7.411703750E-1,-1.305775717E-3,3.265764099E-3,-3.749865573E-4
8.466933750E-1,-2.071109600E-3,-1.839176752E-3,-1.253655879E-3
9.522163750E-1,-4.808353260E-4,-7.987585850E-4,-6.327149458E-4
1.057738375E0,1.810770482E-4,1.355388202E-3,-3.675166517E-4
1.163261375E0,-6.490126252E-4,-2.136492170E-3,-4.197715316E-4
1.268789125E0,2.001742832E-3,1.749829389E-3,-1.397571294E-3
1.374312125E0,-9.067738429E-4,-1.097168308E-3,-3.176794853E-4
1.479834125E0,7.902933285E-4,-2.316078171E-3,-3.299226519E-4
1.585357125E0,-1.322315075E-3,4.687854089E-4,1.631819876E-3
1.690880125E0,1.384271309E-4,4.465063103E-4,-2.213991247E-4
1.796402125E0,7.968507707E-4,-1.052713953E-3,-3.792352509E-4
1.901925125E0,1.337155700E-3,-4.848861136E-4,1.646920573E-4
2.007448125E0,-1.066410914E-3,-1.043772791E-3,2.817586064E-4
2.112970125E0,4.517990164E-3,1.811485272E-3,1.473673619E-4
2.218493125E0,5.242740735E-4,2.283641137E-3,9.462179150E-4
2.324012250E0,-1.225480810E-4,-1.670247875E-4,3.558706958E-4
2.429535250E0,-2.474712208E-3,-2.386872657E-4,8.663095068E-4
2.535057250E0,-8.311374113E-4,1.223199069E-5,-1.346787438E-3
2.640580250E0,2.926429734E-4,-1.530850306E-3,-1.901877113E-5
2.746103250E0,2.027034760E-3,4.523373209E-4,-6.067887880E-4
2.851625250E0,2.023093402E-3,4.823785275E-6,4.616300575E-4
2.957148250E0,-1.875841990E-4,-6.666444242E-4,4.213918000E-4
3.062671250E0,7.013529539E-4,-1.845308580E-3,-8.647385985E-4
3.168193250E0,4.195161164E-4,-7.787472568E-4,-1.228853362E-3
3.273716125E0,-5.319099873E-4,-2.503716387E-4,7.362174802E-4
3.379239125E0,-3.508570604E-3,-3.939587623E-4,-1.252219547E-3
3.484762125E0,7.011583075E-4,1.117670909E-3,1.873195870E-3
3.590284125E0,-2.164337784E-3,-7.459609769E-4,2.095613163E-4
3.695807125E0,2.252333798E-3,-2.427188214E-3,-1.056621550E-3
3.801330125E0,2.020541579E-4,3.039619420E-3,4.683283623E-4
3.906852125E0,-1.569557935E-3,1.853672788E-3,3.861095756E-4
4.012375125E0,-8.742129430E-4,-6.282236427E-6,-3.629093757E-3
4.117898125E0,2.030242234E-3,2.369904891E-3,-8.742008358E-4
4.223420125E0,-4.065232351E-4,-2.838288900E-3,-3.107988741E-4
4.328943500E0,-4.266984761E-4,-1.591132022E-3,1.001780154E-3
4.434466500E0,-2.800391056E-3,4.118615761E-4,9.943048935E-4
4.539988500E0,1.029518433E-3,2.329725772E-3,-5.412581377E-4
4.645511500E0,8.021760732E-5,1.785436645E-3,-1.057099784E-3
