"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
2.210890000E-1,-2.091790009E1,-1.157478333E0,-3.952490234E1,4.473383736E1
2.311390000E-1,-2.094094849E1,-1.238179207E0,-3.959059143E1,4.480481382E1
2.411880000E-1,-2.094404602E1,-1.285751343E0,-3.943972015E1,4.467435222E1
2.512380000E-1,-2.092389297E1,-1.383256912E0,-3.913399506E1,4.439811106E1
2.612870000E-1,-2.085062027E1,-1.341626167E0,-3.932675171E1,4.453247945E1
2.713370000E-1,-2.085972023E1,-1.309255600E0,-3.955454254E1,4.473705303E1
2.813860000E-1,-2.085808563E1,-1.400469780E0,-3.960788727E1,4.478622317E1
2.914360000E-1,-2.087833786E1,-1.371108055E0,-3.940087891E1,4.461181668E1
3.014850000E-1,-2.079912186E1,-1.350995064E0,-3.928968048E1,4.447592214E1
3.115350000E-1,-2.081909370E1,-1.232748032E0,-3.948215485E1,4.465193032E1
3.215840000E-1,-2.084474373E1,-1.186267853E0,-3.961969757E1,4.478427188E1
3.316340000E-1,-2.085894394E1,-1.183376312E0,-3.963348389E1,4.480300176E1
3.416830000E-1,-2.081070709E1,-1.230594635E0,-3.952858734E1,4.468902673E1
3.517330000E-1,-2.081745720E1,-1.272174835E0,-3.932295227E1,4.451156623E1
3.617820000E-1,-2.080001450E1,-1.258291245E0,-3.942979431E1,4.459745037E1
3.718320000E-1,-2.086955070E1,-1.277416229E0,-3.964517212E1,4.482086134E1
3.818810000E-1,-2.085288239E1,-1.322626114E0,-3.972566223E1,4.488563560E1
3.919310000E-1,-2.079674530E1,-1.317536354E0,-3.972944641E1,4.486278446E1
4.019800000E-1,-2.077537537E1,-1.402760506E0,-3.961117554E1,4.475074509E1
4.120300000E-1,-2.075800705E1,-1.404767036E0,-3.944829559E1,4.459861267E1
4.220790000E-1,-2.072972488E1,-1.378684044E0,-3.940323639E1,4.454477861E1
4.321290000E-1,-2.074003601E1,-1.426615715E0,-3.935490417E1,4.450834538E1
4.421780000E-1,-2.070391464E1,-1.414986610E0,-3.936619568E1,4.450114190E1
4.522280000E-1,-2.071951485E1,-1.474531174E0,-3.933572388E1,4.448338691E1
4.622770000E-1,-2.077947235E1,-1.436581612E0,-3.934064484E1,4.451445354E1
4.723270000E-1,-2.076733780E1,-1.473898888E0,-3.928152466E1,4.445776509E1
4.823760000E-1,-2.077554321E1,-1.476693153E0,-3.925289917E1,4.443640300E1
4.924260000E-1,-2.071343994E1,-1.444019318E0,-3.931552887E1,4.446169808E1
5.024750000E-1,-2.072140884E1,-1.422515869E0,-3.927404785E1,4.442804486E1
5.125250000E-1,-2.072985458E1,-1.480592728E0,-3.910955048E1,4.428855342E1
5.225740000E-1,-2.071144104E1,-1.494677544E0,-3.894888306E1,4.413856978E1
5.326240000E-1,-2.069498825E1,-1.502538681E0,-3.887494659E1,4.406587834E1
5.426730000E-1,-2.068597412E1,-1.467192650E0,-3.890054321E1,4.408304030E1
5.527230000E-1,-2.073323822E1,-1.354063988E0,-3.892100525E1,4.411967028E1
5.627720000E-1,-2.076719093E1,-1.221777916E0,-3.897354126E1,4.417811538E1
5.728220000E-1,-2.073439026E1,-1.180842400E0,-3.907337189E1,4.424971999E1
5.828710000E-1,-2.067260361E1,-1.235778809E0,-3.898360443E1,4.414300741E1
5.929210000E-1,-2.067341232E1,-1.202183723E0,-3.891031647E1,4.407774893E1
6.029700000E-1,-2.058784485E1,-1.343415260E0,-3.869101715E1,4.384813483E1
6.130200000E-1,-2.057096672E1,-1.542842865E0,-3.840721130E1,4.359654707E1
6.230690000E-1,-2.069721031E1,-1.403397560E0,-3.866931915E1,4.388234592E1
6.331190000E-1,-2.069967270E1,-1.392572403E0,-3.893271637E1,4.411544074E1
6.431680000E-1,-2.070643044E1,-1.389731407E0,-3.904851532E1,4.422074359E1
6.532180000E-1,-2.065529251E1,-1.361567497E0,-3.910395050E1,4.424493100E1
6.632670000E-1,-2.060660172E1,-1.346958160E0,-3.902759552E1,4.415426981E1
6.733170000E-1,-2.057757187E1,-1.387261391E0,-3.907632446E1,4.418506639E1
6.833660000E-1,-2.059454727E1,-1.353376389E0,-3.913535309E1,4.424412804E1
6.934195833E-1,-2.064774704E1,-1.339354515E0,-3.922522736E1,4.434796263E1
7.034685833E-1,-2.063770676E1,-1.386833191E0,-3.917906189E1,4.430391785E1
7.135185833E-1,-2.065579605E1,-1.473635674E0,-3.912532806E1,4.426764969E1
7.235675833E-1,-2.066160965E1,-1.483855247E0,-3.914288330E1,4.428621967E1
7.336175833E-1,-2.071972275E1,-1.426627159E0,-3.922792816E1,4.438662550E1
7.436665833E-1,-2.071234512E1,-1.377187729E0,-3.925538635E1,4.440589200E1
7.537165833E-1,-2.073909569E1,-1.382394791E0,-3.925098419E1,4.441464697E1
7.637655833E-1,-2.071809769E1,-1.288994789E0,-3.933653259E1,4.447767840E1
7.738155833E-1,-2.071258163E1,-1.267444611E0,-3.946390533E1,4.458718738E1
7.838645833E-1,-2.076585388E1,-1.314908981E0,-3.956075287E1,4.469902505E1
7.939145833E-1,-2.072792053E1,-1.356722832E0,-3.956318665E1,4.468481984E1
8.039645833E-1,-2.069355583E1,-1.380117416E0,-3.950731659E1,4.462013045E1
8.140135833E-1,-2.063649750E1,-1.391491890E0,-3.940332031E1,4.450194299E1
8.240625833E-1,-2.068481445E1,-1.385734558E0,-3.946063995E1,4.457492473E1
8.341125833E-1,-2.072491837E1,-1.361641884E0,-3.949800873E1,4.462587818E1
8.441625833E-1,-2.066231155E1,-1.377097130E0,-3.931223297E1,4.443286145E1
8.542115833E-1,-2.063342285E1,-1.388885498E0,-3.928670502E1,4.439721087E1
8.642615833E-1,-2.069882965E1,-1.383006096E0,-3.932233429E1,4.445897242E1
8.743105833E-1,-2.065819359E1,-1.333072662E0,-3.940502167E1,4.451172629E1
8.843605833E-1,-2.069030380E1,-1.219438553E0,-3.941758728E1,4.453450223E1
8.944095833E-1,-2.072246361E1,-1.186376572E0,-3.948458862E1,4.460785498E1
9.044595833E-1,-2.073497772E1,-1.229789734E0,-3.951892853E1,4.464523934E1
9.145085833E-1,-2.076165009E1,-1.178701401E0,-3.947526550E1,4.461762026E1
9.245585833E-1,-2.078210068E1,-1.201995850E0,-3.950141907E1,4.465089709E1
9.346075833E-1,-2.078384781E1,-1.203484535E0,-3.956061554E1,4.470412740E1
9.446575833E-1,-2.075870514E1,-1.277077675E0,-3.957598877E1,4.470809383E1
9.547065833E-1,-2.075611115E1,-1.280492783E0,-3.952356720E1,4.466058862E1
9.647565833E-1,-2.077510834E1,-1.232156754E0,-3.941858673E1,4.457519845E1
9.748055833E-1,-2.077760124E1,-1.202670097E0,-3.942176819E1,4.457836847E1
9.848555833E-1,-2.078523254E1,-1.245594025E0,-3.930128479E1,4.447660489E1
9.949045833E-1,-2.071020508E1,-1.294422150E0,-3.913605499E1,4.429694034E1
1.004954583E0,-2.070698357E1,-1.257516861E0,-3.916014862E1,4.431566040E1
1.015003583E0,-2.078609085E1,-1.180698395E0,-3.926951599E1,4.444716535E1
1.025053583E0,-2.077022552E1,-1.174270630E0,-3.935870361E1,4.451840889E1
1.035102583E0,-2.076640892E1,-1.204501152E0,-3.933544922E1,4.449687773E1
1.045152583E0,-2.076201630E1,-1.289560318E0,-3.940446472E1,4.455823298E1
1.055201583E0,-2.074819946E1,-1.271851540E0,-3.947975922E1,4.461789747E1
1.065251583E0,-2.075367737E1,-1.262379646E0,-3.951448822E1,4.465090711E1
1.075300583E0,-2.075117683E1,-1.264389038E0,-3.953197479E1,4.466527791E1
1.085350583E0,-2.080353928E1,-1.246283531E0,-3.963183594E1,4.477748194E1
1.095399583E0,-2.082111549E1,-1.156542778E0,-3.961973572E1,4.477253511E1
1.105449583E0,-2.078281403E1,-1.203537941E0,-3.952925873E1,4.467590131E1
1.115498583E0,-2.077870178E1,-1.214206696E0,-3.938304138E1,4.454495139E1
1.125548583E0,-2.070484352E1,-1.312681198E0,-3.928210449E1,4.442406342E1
1.135597583E0,-2.070863342E1,-1.309881210E0,-3.924954987E1,4.439696444E1
1.145647583E0,-2.076793861E1,-1.293704033E0,-3.932347107E1,4.448950799E1
1.155696583E0,-2.075319290E1,-1.313628197E0,-3.932135010E1,4.448133550E1
1.165746583E0,-2.073266602E1,-1.368464470E0,-3.926606750E1,4.442454493E1
1.175795583E0,-2.071067047E1,-1.392247200E0,-3.920680237E1,4.436263716E1
1.185845583E0,-2.072106552E1,-1.315038681E0,-3.908142853E1,4.425437762E1
1.195894583E0,-2.063118362E1,-1.293359756E0,-3.892213440E1,4.407097756E1
1.205944583E0,-2.065170288E1,-1.197885513E0,-3.912017822E1,4.425286551E1
1.215993583E0,-2.065044594E1,-1.148095131E0,-3.927453613E1,4.438747828E1
1.226043583E0,-2.064850616E1,-1.144392967E0,-3.944981384E1,4.454164629E1
1.236093583E0,-2.067391205E1,-1.139780045E0,-3.936159515E1,4.447521682E1
1.246142583E0,-2.065813065E1,-1.193320274E0,-3.922159576E1,4.434541633E1
1.256192583E0,-2.064328003E1,-1.156718254E0,-3.943515015E1,4.452655471E1
1.266241583E0,-2.072041130E1,-1.137295723E0,-3.965606689E1,4.475748572E1
1.276291583E0,-2.077585220E1,-1.092470169E0,-3.962461090E1,4.475421002E1
1.286340583E0,-2.074542618E1,-1.051483154E0,-3.954154968E1,4.466556252E1
1.296390583E0,-2.076730728E1,-1.024797440E0,-3.954689789E1,4.467984326E1
1.306439583E0,-2.078807640E1,-1.048106194E0,-3.957218933E1,4.471242350E1
1.316489583E0,-2.080284119E1,-1.065033913E0,-3.970840454E1,4.484027085E1
1.326538583E0,-2.076432800E1,-1.071423531E0,-3.970582581E1,4.482028412E1
1.336588583E0,-2.072824860E1,-1.071767807E0,-3.975550079E1,4.484761777E1
1.346637583E0,-2.077396774E1,-1.103566170E0,-3.971761322E1,4.483597210E1
1.356687583E0,-2.076518250E1,-1.129394531E0,-3.978263092E1,4.489015548E1
1.366736583E0,-2.085211563E1,-1.110601425E0,-3.982328033E1,4.496596289E1
1.376786583E0,-2.078064346E1,-1.200920105E0,-3.977120972E1,4.488904626E1
1.386835583E0,-2.075432205E1,-1.265366554E0,-3.974301147E1,4.485365088E1
1.396885583E0,-2.076213455E1,-1.258842468E0,-3.980561066E1,4.491255454E1
1.406934583E0,-2.075584221E1,-1.217840195E0,-3.992771912E1,4.501678436E1
1.416984583E0,-2.079851151E1,-1.187210083E0,-3.993156433E1,4.503906503E1
1.427033583E0,-2.077718735E1,-1.184823990E0,-3.989186096E1,4.499395396E1
1.437083583E0,-2.072979164E1,-1.185935020E0,-3.981790924E1,4.490653182E1
1.447132583E0,-2.070027733E1,-1.240885735E0,-3.969535828E1,4.478574268E1
1.457182583E0,-2.064968681E1,-1.271905899E0,-3.964759827E1,4.472090516E1
1.467231583E0,-2.075212288E1,-1.254743576E0,-3.965061951E1,4.477048819E1
1.477281583E0,-2.075510025E1,-1.235177040E0,-3.957732391E1,4.470642478E1
1.487330583E0,-2.075757408E1,-1.180726051E0,-3.956896210E1,4.469869973E1
1.497380583E0,-2.072189522E1,-1.177793503E0,-3.955904388E1,4.467328163E1
1.507429583E0,-2.072170639E1,-1.149057388E0,-3.958142090E1,4.469226252E1
1.517479583E0,-2.073774338E1,-1.218317032E0,-3.960790253E1,4.472498451E1
1.527528583E0,-2.077988052E1,-1.237231255E0,-3.968118286E1,4.480993695E1
1.537578583E0,-2.078342438E1,-1.220422745E0,-3.967807007E1,4.480836311E1
1.547628583E0,-2.084586716E1,-1.155065536E0,-3.954722595E1,4.471987740E1
1.557677583E0,-2.077947807E1,-1.199024200E0,-3.949066925E1,4.464008654E1
1.567727583E0,-2.074451447E1,-1.254118919E0,-3.951258850E1,4.464473479E1
1.577776583E0,-2.075212669E1,-1.302503586E0,-3.951026154E1,4.464759842E1
1.587826583E0,-2.075491714E1,-1.230168343E0,-3.943629456E1,4.458140002E1
1.597875583E0,-2.075455284E1,-1.275830269E0,-3.940650177E1,4.455616218E1
1.607925583E0,-2.075585747E1,-1.220666885E0,-3.945668030E1,4.459961061E1
1.617974583E0,-2.079645538E1,-1.155058861E0,-3.953222656E1,4.468359491E1
1.628024583E0,-2.078129578E1,-1.139213562E0,-3.958251953E1,4.472064304E1
1.638073583E0,-2.072253418E1,-1.195145607E0,-3.948616028E1,4.460951299E1
1.648123583E0,-2.067358589E1,-1.259280205E0,-3.933990479E1,4.445909411E1
1.658172583E0,-2.060723495E1,-1.187749863E0,-3.932534790E1,4.441341993E1
1.668222583E0,-2.071834183E1,-1.109171867E0,-3.943732452E1,4.456211974E1
1.678271583E0,-2.072719193E1,-1.088220596E0,-3.947021484E1,4.459482671E1
1.688317333E0,-2.074309158E1,-1.055393219E0,-3.964539337E1,4.475652934E1
1.698366333E0,-2.078266907E1,-1.126043320E0,-3.978042603E1,4.489620922E1
1.708416333E0,-2.075567245E1,-1.213884354E0,-3.972129822E1,4.483361447E1
1.718465333E0,-2.076340103E1,-1.204128265E0,-3.954215240E1,4.467830082E1
1.728515333E0,-2.078912735E1,-1.195730209E0,-3.939553070E1,4.456035711E1
1.738564333E0,-2.073999023E1,-1.168942451E0,-3.925008392E1,4.440813787E1
1.748614333E0,-2.068277740E1,-1.182571411E0,-3.923870087E1,4.437174103E1
1.758663333E0,-2.066239166E1,-1.177084923E0,-3.928565216E1,4.440363075E1
1.768713333E0,-2.071556854E1,-1.091906548E0,-3.948744965E1,4.460477238E1
1.778762333E0,-2.079135132E1,-1.002157211E0,-3.955870819E1,4.470096199E1
1.788812333E0,-2.079638290E1,-9.215860367E-1,-3.959532166E1,4.473397322E1
1.798861333E0,-2.082065010E1,-9.698162079E-1,-3.967175293E1,4.481392635E1
1.808911333E0,-2.075099182E1,-1.015003204E0,-3.962654877E1,4.474256654E1
1.818960333E0,-2.074539185E1,-9.858913422E-1,-3.976551056E1,4.486244637E1
1.829010333E0,-2.080119324E1,-9.877471924E-1,-3.980523682E1,4.492351458E1
1.839059333E0,-2.076426315E1,-1.046850204E0,-3.969783783E1,4.481259698E1
1.849109333E0,-2.071706390E1,-1.085416794E0,-3.959102631E1,4.469702709E1
1.859158333E0,-2.072544098E1,-1.058448792E0,-3.965622711E1,4.475802237E1
1.869208333E0,-2.075498390E1,-1.049507141E0,-3.966349792E1,4.477793977E1
1.879258333E0,-2.069055939E1,-1.072636604E0,-3.960854340E1,4.469996093E1
1.889307333E0,-2.067448425E1,-1.109172821E0,-3.953725433E1,4.463024808E1
1.899357333E0,-2.066147232E1,-1.080928802E0,-3.954264832E1,4.462830807E1
1.909406333E0,-2.065316010E1,-1.040306091E0,-3.961353302E1,4.468632069E1
1.919456333E0,-2.066499710E1,-8.368854523E-1,-3.986351013E1,4.490926321E1
1.929505333E0,-2.071617889E1,-7.937479019E-1,-3.998568726E1,4.504048500E1
1.939555333E0,-2.074277496E1,-8.096446991E-1,-4.011109924E1,4.516435010E1
1.949604333E0,-2.074423027E1,-9.053831100E-1,-3.996891022E1,4.504061048E1
1.959654333E0,-2.070320892E1,-9.840240479E-1,-3.981866455E1,4.489005691E1
1.969703333E0,-2.068295288E1,-1.035213470E0,-3.971627808E1,4.479105883E1
1.979753333E0,-2.064324951E1,-1.041278839E0,-3.948488617E1,4.456774897E1
1.989802333E0,-2.061929893E1,-1.064880371E0,-3.951164246E1,4.458093032E1
1.999852333E0,-2.068922043E1,-1.009366035E0,-3.965811157E1,4.474179785E1
2.009901333E0,-2.073385620E1,-9.218368530E-1,-3.974820709E1,4.484041194E1
2.019951333E0,-2.074382019E1,-8.615570068E-1,-3.986033630E1,4.494323939E1
2.030000333E0,-2.077122879E1,-8.716907501E-1,-3.984544373E1,4.494288793E1
2.040050333E0,-2.074374962E1,-8.709402084E-1,-3.983036041E1,4.491680416E1
2.050099333E0,-2.070787430E1,-8.784875870E-1,-3.992660522E1,4.498579335E1
2.060149333E0,-2.073940659E1,-9.025659561E-1,-3.993687439E1,4.500990499E1
2.070198333E0,-2.074246407E1,-8.702630997E-1,-3.997004700E1,4.504011357E1
2.080248333E0,-2.072311783E1,-8.642358780E-1,-3.989527130E1,4.496473272E1
2.090297333E0,-2.070621490E1,-8.086824417E-1,-3.995355225E1,4.500763980E1
2.100347333E0,-2.074753571E1,-8.060684204E-1,-3.990853119E1,4.498667409E1
2.110396333E0,-2.073554230E1,-8.226919174E-1,-3.986165619E1,4.493986171E1
2.120446333E0,-2.076116562E1,-8.376951218E-1,-3.982769775E1,4.492185703E1
2.130496333E0,-2.073791504E1,-8.842973709E-1,-3.991880798E1,4.499282535E1
2.140545333E0,-2.073823166E1,-8.884677887E-1,-3.997990417E1,4.504726812E1
2.150595333E0,-2.072521019E1,-9.181890488E-1,-3.980109406E1,4.488323180E1
2.160644333E0,-2.065708923E1,-9.858016968E-1,-3.973516083E1,4.479475579E1
2.170694333E0,-2.065959930E1,-1.057932854E0,-3.977541351E1,4.483326650E1
2.180743333E0,-2.066105461E1,-1.042767525E0,-3.985238647E1,4.490188470E1
2.190793333E0,-2.065105438E1,-1.065664291E0,-3.982209778E1,4.487093891E1
2.200842333E0,-2.062132263E1,-1.113072395E0,-3.968080139E1,4.473302892E1
2.210892333E0,-2.067636108E1,-1.017732620E0,-3.973908997E1,4.480784483E1
2.220941333E0,-2.069578934E1,-9.898777008E-1,-3.974073029E1,4.481764382E1
2.230991333E0,-2.076540756E1,-9.933681488E-1,-3.968020630E1,4.479629118E1
2.241040333E0,-2.074595642E1,-9.804658890E-1,-3.964154053E1,4.475274021E1
2.251090333E0,-2.079531670E1,-9.582471848E-1,-3.962191010E1,4.475778361E1
2.261139333E0,-2.077067947E1,-1.001503944E0,-3.955609894E1,4.468902661E1
2.271189333E0,-2.075656128E1,-1.038201332E0,-3.970497131E1,4.481514750E1
2.281238333E0,-2.070572281E1,-1.011662483E0,-3.984835815E1,4.491817077E1
2.291288333E0,-2.072247505E1,-9.397811890E-1,-3.982029724E1,4.489944580E1
2.301337333E0,-2.079399490E1,-9.021854401E-1,-3.975355530E1,4.487258987E1
2.311387333E0,-2.084304810E1,-8.233470917E-1,-3.985604095E1,4.498460353E1
2.321436333E0,-2.085020828E1,-7.694387436E-1,-3.996969604E1,4.508769037E1
2.331486333E0,-2.089039612E1,-6.773777008E-1,-4.015578461E1,4.526979708E1
2.341535333E0,-2.084695053E1,-6.519737244E-1,-4.012406158E1,4.522124207E1
2.351585333E0,-2.082318878E1,-7.329225540E-1,-4.008265686E1,4.517479106E1
2.361634333E0,-2.080355453E1,-7.742671967E-1,-4.007295990E1,4.515782862E1
2.371684333E0,-2.082488632E1,-8.386602402E-1,-4.008427429E1,4.517884778E1
2.381733333E0,-2.084725571E1,-7.986526489E-1,-4.013044739E1,4.522940110E1
2.391783333E0,-2.081031799E1,-8.099708557E-1,-4.000836182E1,4.510426147E1
2.401833333E0,-2.073226738E1,-8.265314102E-1,-3.991600037E1,4.498663302E1
2.411882333E0,-2.069694328E1,-8.212680817E-1,-3.993339539E1,4.498570895E1
2.421932333E0,-2.068562317E1,-8.272476196E-1,-4.001886749E1,4.505651007E1
2.431981333E0,-2.061866379E1,-8.010368347E-1,-3.976493073E1,4.479978428E1
2.442031333E0,-2.067913818E1,-7.236824036E-1,-3.961699677E1,4.469515527E1
2.452080333E0,-2.068566513E1,-7.234764099E-1,-3.969580078E1,4.476803279E1
2.462130333E0,-2.070412445E1,-7.188005447E-1,-3.975954437E1,4.483301030E1
2.472179333E0,-2.072028351E1,-7.962608337E-1,-3.983444977E1,4.490821270E1
2.482229333E0,-2.073974991E1,-7.953176498E-1,-3.979135895E1,4.487897061E1
2.492278333E0,-2.068266678E1,-8.056926727E-1,-3.976247406E1,4.482718137E1
2.502328333E0,-2.066681290E1,-8.411312103E-1,-3.965867615E1,4.472846131E1
2.512377333E0,-2.069394684E1,-8.824701309E-1,-3.964132690E1,4.472642382E1
2.522427333E0,-2.072142601E1,-9.402570724E-1,-3.972827148E1,4.481737536E1
2.532476333E0,-2.071290588E1,-9.794092178E-1,-3.975699615E1,4.483974192E1
2.542526333E0,-2.072634125E1,-9.070777893E-1,-3.983899689E1,4.491714244E1
2.552575333E0,-2.071311569E1,-8.726396561E-1,-3.976647186E1,4.484603601E1
2.562625333E0,-2.074517822E1,-8.780651093E-1,-3.976328278E1,4.485813276E1
2.572674333E0,-2.069726562E1,-8.921957016E-1,-3.973876953E1,4.481453583E1
2.582724333E0,-2.069638062E1,-8.673229218E-1,-3.974546814E1,4.481957895E1
2.592773333E0,-2.069815826E1,-8.558006287E-1,-3.976704407E1,4.483931248E1
2.602823333E0,-2.072927284E1,-8.653478622E-1,-3.971627045E1,4.480885758E1
2.612872333E0,-2.069879913E1,-9.553060532E-1,-3.960099792E1,4.469442842E1
2.622922333E0,-2.070601845E1,-8.929910660E-1,-3.966462708E1,4.475286889E1
2.632971333E0,-2.065957260E1,-9.088878632E-1,-3.971708679E1,4.477824249E1
2.643021333E0,-2.062454605E1,-9.615306854E-1,-3.969441223E1,4.474307548E1
2.653071333E0,-2.063010788E1,-9.503688812E-1,-3.964440918E1,4.470104844E1
2.663120333E0,-2.063290405E1,-9.330558777E-1,-3.968937683E1,4.474185910E1
2.673170333E0,-2.069838715E1,-8.250160217E-1,-3.978060913E1,4.485087228E1
2.683219333E0,-2.069355583E1,-8.877515793E-1,-3.981142426E1,4.487717524E1
2.693273208E0,-2.073076820E1,-8.648242950E-1,-3.987120819E1,4.494692330E1
2.703322208E0,-2.072416687E1,-9.604949951E-1,-3.985076141E1,4.492768443E1
2.713372208E0,-2.063266754E1,-1.036310196E0,-3.986251831E1,4.489767561E1
2.723421208E0,-2.062409210E1,-9.962024689E-1,-3.996381378E1,4.498279678E1
2.733471208E0,-2.069318390E1,-9.977445602E-1,-4.000548553E1,4.505155077E1
2.743520208E0,-2.067123604E1,-1.001228333E0,-4.000373077E1,4.503999260E1
2.753570208E0,-2.070075035E1,-1.043711662E0,-3.981890106E1,4.489048096E1
2.763619208E0,-2.065114212E1,-1.001583099E0,-3.976698303E1,4.482059548E1
2.773669208E0,-2.062546349E1,-9.606657028E-1,-3.976570129E1,4.480673635E1
2.783718208E0,-2.062291336E1,-1.012354851E0,-3.967375946E1,4.472512278E1
2.793768208E0,-2.063127136E1,-1.003400803E0,-3.974133301E1,4.478872314E1
2.803817208E0,-2.064037323E1,-1.006014824E0,-3.972553253E1,4.477895720E1
2.813867208E0,-2.063417816E1,-9.819583893E-1,-3.985938263E1,4.489436417E1
2.823916208E0,-2.069467926E1,-9.037532806E-1,-4.002745056E1,4.506976057E1
2.833966208E0,-2.076143456E1,-8.264245987E-1,-4.013150787E1,4.519134947E1
2.844015208E0,-2.081768990E1,-7.894392014E-1,-4.012879944E1,4.521415676E1
2.854065208E0,-2.085911369E1,-8.300542831E-1,-4.008432770E1,4.519452335E1
2.864114208E0,-2.080847549E1,-8.204689026E-1,-4.009575653E1,4.518114113E1
2.874164208E0,-2.078897476E1,-8.260269165E-1,-4.001071930E1,4.509680090E1
2.884214208E0,-2.075001144E1,-8.295516968E-1,-3.990319824E1,4.498351210E1
2.894263208E0,-2.073355103E1,-8.916730881E-1,-3.994143677E1,4.501103854E1
2.904313208E0,-2.074003220E1,-8.801088333E-1,-3.992305756E1,4.499748939E1
2.914362208E0,-2.074501038E1,-9.243688583E-1,-3.998080444E1,4.505191047E1
2.924412208E0,-2.075739861E1,-8.705415726E-1,-4.011002350E1,4.517124555E1
2.934461208E0,-2.079189301E1,-8.862667084E-1,-4.013065338E1,4.520572557E1
2.944511208E0,-2.078384018E1,-9.395589828E-1,-4.017833710E1,4.524543685E1
2.954560208E0,-2.072488403E1,-9.589719772E-1,-4.017292023E1,4.521397975E1
2.964610208E0,-2.070565987E1,-1.006720543E0,-4.004907227E1,4.509618638E1
2.974659208E0,-2.073023987E1,-9.806852341E-1,-4.006970215E1,4.512522154E1
2.984709208E0,-2.079850769E1,-8.989152908E-1,-4.012492371E1,4.520393206E1
2.994758208E0,-2.076043129E1,-8.634061813E-1,-4.014685059E1,4.520520534E1
3.004808208E0,-2.072517395E1,-8.927507401E-1,-4.004031372E1,4.509497269E1
3.014857208E0,-2.075369644E1,-8.558769226E-1,-4.002058411E1,4.508986132E1
3.024907208E0,-2.070106506E1,-9.418468475E-1,-4.000972748E1,4.505773478E1
3.034956208E0,-2.071658707E1,-9.388942719E-1,-4.009002686E1,4.513611365E1
3.045006208E0,-2.073352432E1,-9.722204208E-1,-4.007191467E1,4.512851193E1
3.055055208E0,-2.071427536E1,-9.853839874E-1,-4.011006165E1,4.515383960E1
3.065105208E0,-2.070498657E1,-1.040992737E0,-4.015074158E1,4.518696918E1
3.075154208E0,-2.072476578E1,-9.312963486E-1,-4.022489929E1,4.525953770E1
3.085204208E0,-2.071366119E1,-8.723058701E-1,-4.022453308E1,4.525295282E1
3.095253208E0,-2.070916748E1,-9.172792435E-1,-4.013777161E1,4.517468017E1
3.105303208E0,-2.069718170E1,-9.261274338E-1,-4.004916382E1,4.509064831E1
3.115353208E0,-2.066109848E1,-8.889656067E-1,-3.999638367E1,4.502645841E1
3.125402208E0,-2.068248367E1,-8.661851883E-1,-3.998992920E1,4.503009932E1
3.135452208E0,-2.074597931E1,-8.278703690E-1,-3.998451996E1,4.505377746E1
3.145501208E0,-2.070091057E1,-8.144550323E-1,-4.002766418E1,4.507110976E1
3.155551208E0,-2.067115402E1,-8.675966263E-1,-4.007899475E1,4.510404808E1
3.165600208E0,-2.071505928E1,-8.554096222E-1,-4.014949036E1,4.518657967E1
3.175650208E0,-2.067093277E1,-8.387985229E-1,-4.015736389E1,4.517305523E1
3.185699208E0,-2.067195511E1,-7.519607544E-1,-4.008095551E1,4.510408149E1
