"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
0.000000000E0,3.457809448E-2,-1.327738953E-1,9.821226654E0
1.004930000E-1,4.670288086E-2,-1.233435059E-1,9.794731750E0
2.009850000E-1,4.954696655E-2,-1.306782532E-1,9.807006226E0
3.014770000E-1,4.026626587E-2,-1.287322998E-1,9.795330505E0
4.019700000E-1,4.640350342E-2,-1.234931946E-1,9.799671478E0
5.024620000E-1,4.326004028E-2,-1.275347900E-1,9.795629883E0
6.029540000E-1,4.610412598E-2,-1.393601990E-1,9.796078949E0
7.034470000E-1,3.697311401E-2,-1.237925720E-1,9.798473969E0
8.039386250E-1,4.340972900E-2,-1.216969299E-1,9.807006226E0
9.044306250E-1,5.089416504E-2,-1.312770081E-1,9.805958405E0
1.004923625E0,4.460723877E-2,-1.243913269E-1,9.798773346E0
1.105415625E0,5.284011841E-2,-1.366658020E-1,9.795629883E0
1.205907625E0,5.134323120E-2,-1.240919495E-1,9.806108093E0
1.306400625E0,4.296066284E-2,-1.335223389E-1,9.812395020E0
1.406892625E0,4.296066284E-2,-1.212478638E-1,9.802515564E0
1.507384625E0,4.520599365E-2,-1.339714050E-1,9.807754669E0
1.607876625E0,4.775070190E-2,-1.169068909E-1,9.809401245E0
1.708369625E0,4.266128540E-2,-1.285826111E-1,9.805209961E0
1.808861917E0,4.520599365E-2,-1.263372803E-1,9.824220428E0
1.909353917E0,4.281097412E-2,-1.350192261E-1,9.798923035E0
2.009845917E0,4.296066284E-2,-1.285826111E-1,9.805958405E0
2.110338917E0,5.134323120E-2,-1.263372803E-1,9.802964630E0
2.210830917E0,4.041595459E-2,-1.278341675E-1,9.808652802E0
2.311322917E0,5.014572144E-2,-1.184037781E-1,9.797426147E0
2.411814917E0,4.834945679E-2,-1.299298096E-1,9.808054047E0
2.512307917E0,4.236190796E-2,-1.251397705E-1,9.813143463E0
2.612799917E0,4.191284180E-2,-1.305285645E-1,9.801318054E0
2.713291917E0,3.996688843E-2,-1.267863464E-1,9.789193268E0
2.813784542E0,5.373825073E-2,-1.221459961E-1,9.795629883E0
2.914276542E0,4.909790039E-2,-1.222956848E-1,9.797725525E0
3.014768542E0,4.071533203E-2,-1.267863464E-1,9.796378326E0
3.115261542E0,4.086502075E-2,-1.233435059E-1,9.793384552E0
3.215753542E0,4.580474854E-2,-1.344204712E-1,9.798024902E0
3.316245542E0,5.134323120E-2,-1.285826111E-1,9.801318054E0
3.416737542E0,4.281097412E-2,-1.255888367E-1,9.805359650E0
3.517229542E0,4.730163574E-2,-1.246907043E-1,9.810748444E0
3.617721542E0,5.209167480E-2,-1.341210938E-1,9.811197510E0
3.718213542E0,4.355941772E-2,-1.284329224E-1,9.802365875E0
3.818705125E0,4.041595459E-2,-1.305285645E-1,9.799222412E0
3.919197125E0,3.936813354E-2,-1.348695374E-1,9.816436615E0
4.019690125E0,4.939727783E-2,-1.323248291E-1,9.798923035E0
4.120182125E0,4.790039063E-2,-1.202000427E-1,9.812095642E0
4.220674125E0,4.580474854E-2,-1.344204712E-1,9.800719299E0
4.321166125E0,4.236190796E-2,-1.257385254E-1,9.801318054E0
4.421658125E0,3.592529297E-2,-1.249900818E-1,9.806257782E0
4.522150125E0,5.074447632E-2,-1.384620667E-1,9.817035370E0
4.622642125E0,4.715194702E-2,-1.354682922E-1,9.804611206E0
4.723134125E0,4.819976807E-2,-1.315763855E-1,9.801916809E0
4.823625667E0,4.805007935E-2,-1.306782532E-1,9.797575836E0
4.924117667E0,4.790039063E-2,-1.264869690E-1,9.815239105E0
5.024609667E0,4.580474854E-2,-1.327738953E-1,9.804760895E0
5.125101667E0,4.221221924E-2,-1.257385254E-1,9.801018677E0
5.225593667E0,5.388793945E-2,-1.234931946E-1,9.795929260E0
5.326085667E0,4.879852295E-2,-1.329235840E-1,9.802515564E0
5.426577667E0,4.790039063E-2,-1.372645569E-1,9.803563385E0
5.527069667E0,4.670288086E-2,-1.317260742E-1,9.803862762E0
5.627560667E0,4.954696655E-2,-1.252894592E-1,9.802515564E0
5.728052667E0,4.221221924E-2,-1.372645569E-1,9.813742218E0
5.828544625E0,4.415817261E-2,-1.323248291E-1,9.797725525E0
5.929036625E0,5.463638306E-2,-1.323248291E-1,9.808652802E0
6.029528625E0,4.490661621E-2,-1.299298096E-1,9.795330505E0
6.130020625E0,4.790039063E-2,-1.245410156E-1,9.802515564E0
6.230512625E0,4.460723877E-2,-1.216969299E-1,9.812694397E0
6.331004625E0,4.520599365E-2,-1.311273193E-1,9.797875214E0
6.431496625E0,4.460723877E-2,-1.363664246E-1,9.795031128E0
6.531987625E0,4.640350342E-2,-1.187031555E-1,9.810000000E0
6.632479625E0,4.415817261E-2,-1.330732727E-1,9.802216187E0
6.732971625E0,4.655319214E-2,-1.269360352E-1,9.806706848E0
6.833463125E0,5.224136353E-2,-1.260379028E-1,9.809401245E0
6.933955125E0,5.014572144E-2,-1.151106262E-1,9.810449066E0
7.034447125E0,4.565505981E-2,-1.225950623E-1,9.816735992E0
7.134939125E0,4.176315308E-2,-1.300794983E-1,9.802814941E0
7.235430125E0,3.951782227E-2,-1.227447510E-1,9.801018677E0
7.335922125E0,5.044509888E-2,-1.371148682E-1,9.803413696E0
7.436414125E0,4.610412598E-2,-1.302291870E-1,9.795180817E0
7.536906125E0,4.326004028E-2,-1.249900818E-1,9.814340973E0
7.637397125E0,5.074447632E-2,-1.305285645E-1,9.797126770E0
7.737889125E0,4.894821167E-2,-1.426533508E-1,9.799671478E0
7.838382125E0,4.565505981E-2,-1.329235840E-1,9.802964630E0
7.938874125E0,4.565505981E-2,-1.291813660E-1,9.805509338E0
8.039366125E0,4.595443726E-2,-1.290316772E-1,9.810598755E0
8.139857125E0,4.894821167E-2,-1.344204712E-1,9.803862762E0
8.240349125E0,4.640350342E-2,-1.284329224E-1,9.799072723E0
8.340841125E0,5.239105225E-2,-1.239422607E-1,9.802216187E0
8.441332125E0,4.460723877E-2,-1.281335449E-1,9.808054047E0
8.541824125E0,4.984634399E-2,-1.203497314E-1,9.811347198E0
8.642316125E0,4.415817261E-2,-1.339714050E-1,9.801767120E0
8.742808125E0,4.161346436E-2,-1.246907043E-1,9.795180817E0
8.843298792E0,4.700225830E-2,-1.242416382E-1,9.802365875E0
8.943790792E0,4.550537109E-2,-1.222956848E-1,9.814340973E0
9.044282792E0,5.643264771E-2,-1.254391479E-1,9.805958405E0
9.144773792E0,3.936813354E-2,-1.296304321E-1,9.829010468E0
9.245265792E0,4.206253052E-2,-1.330732727E-1,9.822573853E0
9.345757792E0,3.802093506E-2,-1.258882141E-1,9.801318054E0
9.446248792E0,4.355941772E-2,-1.228944397E-1,9.802365875E0
9.546740792E0,4.565505981E-2,-1.332229614E-1,9.790540466E0
9.647231792E0,4.221221924E-2,-1.314266968E-1,9.803413696E0
9.747723792E0,4.610412598E-2,-1.300794983E-1,9.820627899E0
9.848215792E0,4.685256958E-2,-1.285826111E-1,9.820478210E0
9.948706792E0,4.236190796E-2,-1.281335449E-1,9.813143463E0
1.004919879E1,4.460723877E-2,-1.224453735E-1,9.830207977E0
1.014968979E1,4.894821167E-2,-1.297801208E-1,9.798324280E0
1.025018179E1,3.697311401E-2,-1.335223389E-1,9.794731750E0
1.035067379E1,4.475692749E-2,-1.326242065E-1,9.807754669E0
1.045116479E1,5.673202515E-2,-1.327738953E-1,9.801467743E0
1.055165679E1,4.700225830E-2,-1.312770081E-1,9.812095642E0
1.065214779E1,4.460723877E-2,-1.266366577E-1,9.805209961E0
1.075263979E1,4.760101318E-2,-1.221459961E-1,9.808353424E0
1.085313075E1,4.071533203E-2,-1.254391479E-1,9.811945953E0
1.095362275E1,4.056564331E-2,-1.333726501E-1,9.811047821E0
1.105411375E1,5.149291992E-2,-1.324745178E-1,9.832303619E0
1.115460575E1,4.939727783E-2,-1.227447510E-1,9.830357666E0
1.125509675E1,4.326004028E-2,-1.296304321E-1,9.783954163E0
1.135558875E1,4.355941772E-2,-1.221459961E-1,9.812095642E0
