"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
6.783200000E-2,-1.175631769E-3,1.046657097E-3,5.700157490E-4
1.683240000E-1,2.007858828E-3,-1.925020479E-4,-7.978468202E-4
2.688150000E-1,-2.097962424E-3,2.989205997E-3,-2.290019067E-3
3.693070000E-1,2.103089355E-3,-1.220289152E-3,-1.233164570E-3
4.697980000E-1,8.021751419E-4,4.478264600E-5,-2.644800115E-4
5.702900000E-1,-6.963340566E-4,-1.712844707E-3,5.120041315E-4
6.707820000E-1,1.107994467E-5,2.026511356E-5,1.796794822E-3
7.712730000E-1,7.786955684E-4,-1.762521453E-3,-3.885489423E-4
8.717650000E-1,1.725847833E-3,1.280444674E-3,9.483944159E-4
9.722560000E-1,-2.261538059E-3,9.601097554E-5,1.152358018E-4
1.072748000E0,-1.681167632E-3,9.286920540E-4,-3.293945920E-4
1.173240000E0,6.284415722E-4,2.927966416E-4,-1.530057983E-3
1.273731000E0,-9.646508843E-4,6.817346439E-4,1.523550600E-3
1.374223000E0,-5.710758269E-4,1.986069605E-3,-7.108179852E-4
1.474714000E0,3.445902839E-4,-1.344599295E-3,-1.436153543E-3
1.575206000E0,2.475427464E-4,1.601565629E-3,8.630901575E-4
1.675697000E0,7.485076785E-4,1.259013545E-3,-9.483192116E-7
1.776189000E0,-1.829899848E-3,-9.602028877E-5,-5.213597324E-4
1.876683500E0,-2.218447626E-4,-4.914053716E-4,1.659330213E-3
1.977175500E0,-1.503016800E-3,-1.829950605E-3,7.418172900E-4
2.077667500E0,2.123431303E-3,-1.526556909E-3,-8.708301466E-4
2.178158500E0,-1.796092838E-4,2.978623845E-3,-6.997836754E-4
2.278650500E0,-2.108397894E-3,-8.785626851E-4,-2.237020526E-3
2.379141500E0,8.937716484E-5,8.995803073E-4,-3.761253785E-3
2.479633500E0,1.609985717E-3,-4.693856463E-4,1.950670267E-3
2.580124500E0,-7.561603561E-4,1.132439356E-3,2.511497587E-5
2.680616500E0,3.991192207E-4,-3.427499905E-5,-1.543220016E-3
2.781107500E0,1.485656947E-3,-2.327561378E-5,-1.091002487E-3
2.881594875E0,-3.690051846E-3,-7.859030738E-4,-1.305817626E-3
2.982086875E0,-2.591330558E-4,-8.472101763E-4,-2.234612126E-3
3.082577875E0,3.002471291E-3,1.336143818E-3,4.080962390E-5
3.183069875E0,2.274083905E-3,-2.336204518E-3,1.822866499E-3
3.283560875E0,-2.989182249E-4,1.351962797E-3,8.111272473E-4
3.384052875E0,1.092450693E-4,2.320464700E-4,6.280606613E-6
3.484543875E0,-2.956157550E-4,-4.399428144E-4,-1.321877353E-4
3.585034875E0,-9.774519131E-4,8.498937823E-4,1.301383600E-5
3.685526875E0,9.270273149E-4,1.559195109E-3,-4.250565544E-4
3.786017875E0,2.899422310E-3,8.217571303E-5,8.078468964E-4
3.886509875E0,-5.450313911E-4,1.344952732E-3,-7.675017696E-4
3.987000875E0,-2.269010991E-3,8.607972413E-4,1.357996603E-3
4.087491875E0,4.731882364E-3,-3.641373478E-4,-3.372908104E-4
4.187983875E0,-4.241177812E-4,-1.138690859E-3,-1.191139105E-3
4.288474875E0,-1.600141637E-3,1.861569006E-3,6.779870018E-4
4.388965875E0,-1.375406981E-3,7.838164456E-4,1.851088135E-3
4.489457875E0,6.078118458E-4,-2.828706056E-4,-3.219862934E-3
4.589948875E0,-2.893004566E-3,-1.081672963E-3,-6.489718799E-4
4.690439875E0,2.094022930E-3,-7.535982877E-5,1.381935086E-3
4.790931875E0,1.673447900E-3,1.471770927E-3,1.122982707E-3
4.891422750E0,-1.465669833E-3,1.713550184E-3,1.882237382E-3
4.991913750E0,-5.170069635E-4,3.626827151E-3,1.765783411E-3
5.092405750E0,2.444445156E-3,-1.116918866E-3,6.364204455E-4
5.192896750E0,-1.541558653E-3,3.468533978E-3,1.884644618E-3
5.293387750E0,-1.124137081E-3,2.936185338E-4,2.016546205E-4
5.393878750E0,-1.573030837E-3,2.005119342E-3,-3.820867278E-5
