"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
2.813731667E-1,3.729351044E0,2.605068398E1,4.374872589E1,5.105386579E1
2.914221667E-1,3.683490753E0,2.611193275E1,4.353807831E1,5.090152649E1
3.014711667E-1,3.661376953E0,2.621319199E1,4.346239471E1,5.088729576E1
3.115201667E-1,3.672451019E0,2.626356888E1,4.335758972E1,5.082462526E1
3.215681667E-1,3.672174454E0,2.628539658E1,4.346008301E1,5.092333211E1
3.316171667E-1,3.692291260E0,2.620668030E1,4.370640564E1,5.109474534E1
3.416661667E-1,3.600612640E0,2.624300575E1,4.373665619E1,5.113271807E1
3.517151667E-1,3.562698364E0,2.622689438E1,4.348960114E1,5.091059040E1
3.617641667E-1,3.568773270E0,2.620500755E1,4.340614700E1,5.082845818E1
3.718131667E-1,3.500858307E0,2.625698280E1,4.338704681E1,5.083425013E1
3.818621667E-1,3.568048477E0,2.634565544E1,4.338978577E1,5.088711074E1
3.919101667E-1,3.615236282E0,2.628682709E1,4.341049576E1,5.087768031E1
4.019591667E-1,3.611604691E0,2.623811150E1,4.344118118E1,5.087846702E1
4.120081667E-1,3.617197037E0,2.627682877E1,4.345806885E1,5.091325557E1
4.220571667E-1,3.566806793E0,2.632132721E1,4.350010681E1,5.096855569E1
4.321061667E-1,3.555543900E0,2.631705093E1,4.359104919E1,5.104320358E1
4.421551667E-1,3.598142624E0,2.631840897E1,4.366450500E1,5.110962999E1
4.522041667E-1,3.654083252E0,2.628758812E1,4.361318970E1,5.105389240E1
4.622521667E-1,3.628633499E0,2.632195663E1,4.341775513E1,5.090298461E1
4.723011667E-1,3.607744217E0,2.639999390E1,4.335665131E1,5.088982913E1
