"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
0.000000000E0,9.796528015E0,-5.688171387E-3,8.216413879E-1
1.004900000E-1,9.788444824E0,-7.185058594E-3,8.493338013E-1
2.009810000E-1,9.779613190E0,4.490661621E-4,8.490344238E-1
3.014710000E-1,9.786349182E0,-1.392105103E-2,8.059240723E-1
4.019610000E-1,9.789043579E0,-1.676513672E-2,8.183482361E-1
5.024510000E-1,9.790540466E0,-2.065704346E-2,8.345146179E-1
6.029420000E-1,9.787846069E0,-2.095642090E-3,8.412506104E-1
7.034317917E-1,9.776469727E0,1.496887207E-4,8.313711548E-1
8.039217917E-1,9.776918793E0,-3.442840576E-3,8.461903381E-1
9.044117916E-1,9.777218170E0,1.047821045E-3,8.399034119E-1
1.004902792E0,9.758806458E0,-5.688171387E-3,8.484356689E-1
1.105392792E0,9.779762878E0,-1.990859985E-2,7.946974182E-1
1.205882792E0,9.780062256E0,-1.721420288E-2,8.204438782E-1
1.306372792E0,9.776769104E0,-6.436614990E-3,8.414002991E-1
1.406863792E0,9.777966614E0,1.796264648E-3,8.205935669E-1
1.507353792E0,9.786199493E0,-2.245330811E-3,8.431965637E-1
1.607843792E0,9.780661011E0,6.885681152E-3,8.231382751E-1
1.708334125E0,9.773475952E0,-1.811233521E-2,8.355624390E-1
1.808825125E0,9.773176575E0,-5.688171387E-3,8.246351624E-1
1.909315125E0,9.776769104E0,-2.080673218E-2,8.406518555E-1
2.009805125E0,9.778415680E0,8.981323242E-4,8.205935669E-1
2.110295125E0,9.773475952E0,5.837860107E-3,8.351133728E-1
2.210785125E0,9.782606964E0,-5.239105225E-3,8.358618164E-1
2.311275125E0,9.782606964E0,-7.933502197E-3,8.620573425E-1
2.411766125E0,9.796378326E0,-1.287322998E-2,7.948471069E-1
2.512256125E0,9.784253540E0,-1.242416382E-2,8.223898315E-1
2.612746125E0,9.790839844E0,-6.286926270E-3,8.590635681E-1
2.713236292E0,9.776918793E0,-4.041595459E-3,8.277786255E-1
2.813726292E0,9.771529999E0,-8.981323242E-4,8.449928284E-1
2.914217292E0,9.776619415E0,-2.544708252E-3,8.249345398E-1
3.014707292E0,9.764494629E0,-1.122665405E-2,8.167016602E-1
3.115197292E0,9.782457275E0,-1.601669312E-2,8.086184692E-1
3.215687292E0,9.816735992E0,-1.062789917E-2,8.264314270E-1
3.316177292E0,9.801916809E0,-3.592529297E-3,8.361611938E-1
3.416667292E0,9.787097626E0,7.484436035E-4,8.219407654E-1
3.517157292E0,9.772577820E0,3.592529297E-3,8.303233337E-1
3.617648292E0,9.772128754E0,2.245330811E-3,8.370593262E-1
3.718138000E0,9.788594513E0,-8.681945801E-3,8.408015442E-1
3.818628000E0,9.787846069E0,-1.032852173E-2,8.149053955E-1
3.919118000E0,9.801018677E0,-1.945953369E-2,8.084687805E-1
4.019608000E0,9.795330505E0,-5.089416504E-3,8.512797546E-1
4.120098000E0,9.776769104E0,1.197509766E-3,8.458909607E-1
4.220588000E0,9.792636108E0,-4.490661621E-3,8.402027893E-1
4.321078000E0,9.771829376E0,-4.490661621E-4,8.455915833E-1
4.421568000E0,9.782756653E0,-6.137237549E-3,8.295748901E-1
4.522058000E0,9.782157898E0,-1.107696533E-2,8.367599487E-1
4.622548000E0,9.782457275E0,-7.933502197E-3,8.250842285E-1
4.723038417E0,9.790390778E0,-1.122665405E-2,8.500822449E-1
4.823528417E0,9.780511322E0,-1.945953369E-3,8.337661743E-1
4.924018417E0,9.775571594E0,4.191284180E-3,8.303233337E-1
5.024508417E0,9.742041321E0,-3.293151855E-3,8.382568359E-1
5.124998417E0,9.770332489E0,-9.580078125E-3,8.324189758E-1
5.225488417E0,9.753866730E0,-5.538482666E-3,8.120613098E-1
5.325978417E0,9.780361633E0,-3.143463135E-3,8.128097534E-1
5.426468417E0,9.778116302E0,-5.388793945E-3,8.307723999E-1
5.526958417E0,9.799821167E0,-3.143463135E-3,8.312214661E-1
5.627448417E0,9.789941711E0,-7.484436035E-3,8.391549683E-1
5.727937542E0,9.812993774E0,-1.960922241E-2,8.080197144E-1
5.828427542E0,9.799222412E0,-2.125579834E-2,8.394543457E-1
5.928917542E0,9.794881439E0,-1.796264648E-2,8.397537231E-1
6.029407542E0,9.746232605E0,-8.382568359E-3,8.360115051E-1
6.129897542E0,9.781409454E0,-1.107696533E-2,8.327183533E-1
6.230387542E0,9.776619415E0,5.688171387E-3,8.402027893E-1
6.330877542E0,9.780661011E0,3.293151855E-3,8.539741516E-1
6.431367542E0,9.770482178E0,-7.185058594E-3,8.316705322E-1
6.531857542E0,9.762099609E0,-8.981323242E-3,8.514294434E-1
6.632346542E0,9.782307587E0,-1.332229614E-2,8.083190918E-1
6.732841250E0,9.783505096E0,1.197509766E-3,8.625064087E-1
6.833331250E0,9.787846069E0,-8.382568359E-3,8.354127502E-1
6.933821250E0,9.786498871E0,-6.286926270E-3,8.000862122E-1
7.034311250E0,9.781559143E0,-5.388793945E-3,8.363108826E-1
7.134801250E0,9.783654785E0,-4.490661621E-3,8.168513489E-1
7.235291250E0,9.768985291E0,-1.062789917E-2,8.565188599E-1
7.335781250E0,9.784403229E0,-1.541793823E-2,8.167016602E-1
7.436270250E0,9.779014435E0,-2.844085693E-3,8.589138794E-1
7.536760250E0,9.785750427E0,-3.891906738E-3,8.095166016E-1
7.637250250E0,9.780361633E0,2.245330811E-3,8.414002991E-1
7.737735875E0,9.775122528E0,-7.484436035E-3,8.309220886E-1
7.838225875E0,9.783654785E0,-7.933502197E-3,8.095166016E-1
7.938715875E0,9.788893890E0,-1.496887207E-2,8.434959412E-1
8.039204875E0,9.784403229E0,-6.586303711E-3,8.390052795E-1
8.139694875E0,9.793384552E0,-3.742218018E-3,8.390052795E-1
8.240184875E0,9.780511322E0,-4.191284180E-3,8.289761353E-1
8.340674875E0,9.774523773E0,4.490661621E-3,8.252339172E-1
8.441164875E0,9.794731750E0,-7.634124756E-3,8.204438782E-1
8.541653875E0,9.776769104E0,-9.729766846E-3,8.322692871E-1
8.642143875E0,9.773326263E0,-1.856140137E-2,8.556207275E-1
8.742634625E0,9.770033112E0,-3.742218018E-3,8.476872253E-1
8.843124625E0,9.788594513E0,-6.586303711E-3,8.228388977E-1
8.943613625E0,9.771679688E0,-4.191284180E-3,8.446934509E-1
9.044103625E0,9.790540466E0,-8.681945801E-3,7.951464844E-1
9.144593625E0,9.776020660E0,3.293151855E-3,8.406518555E-1
9.245083625E0,9.793833618E0,-9.879455566E-3,8.283773804E-1
9.345572625E0,9.792636108E0,-2.275268555E-2,8.288264465E-1
9.446062625E0,9.784702606E0,-3.293151855E-3,8.539741516E-1
9.546552625E0,9.771230621E0,-5.388793945E-3,8.405021667E-1
9.647042625E0,9.785900116E0,3.592529297E-3,8.481362915E-1
9.747531292E0,9.783954163E0,-1.257385254E-2,8.297245789E-1
9.848021292E0,9.783505096E0,-1.287322998E-2,8.376580811E-1
9.948511292E0,9.780960388E0,-1.766326904E-2,8.210426331E-1
1.004900029E1,9.805509338E0,-1.945953369E-2,8.262817383E-1
1.014949029E1,9.801168365E0,-7.933502197E-3,8.418493652E-1
1.024998029E1,9.783804474E0,-2.544708252E-3,8.599617004E-1
1.035046929E1,9.768985291E0,-6.436614990E-3,8.376580811E-1
1.045095929E1,9.775421906E0,-5.987548828E-4,8.309220886E-1
1.055144929E1,9.786049805E0,1.646575928E-3,8.315208435E-1
1.065193829E1,9.783804474E0,-2.859054565E-2,8.340655518E-1
1.075242854E1,9.794731750E0,-1.287322998E-2,8.259823608E-1
1.085291754E1,9.786199493E0,-7.783813477E-3,8.418493652E-1
1.095340754E1,9.793983307E0,-8.232879639E-3,8.277786255E-1
